SUBSYSTEM;SIZE;OPEN_IND;X_OFFSET_FROM_PROP_LINE_M;X_OFFSET_DIRECTION;Y_OFFSET_FROM_PROP_LINE_M;Y_OFFSET_DIRECTION;Geom;Geo Local Area
Distribution;SMALL;OPEN;5.8;W;7.3;S;"{""type"": ""Point"", ""coordinates"": [-123.16554366284444, 49.242355878009974]}";Arbutus-Ridge
Distribution;SMALL;OPEN;0.0;E;5.8;S;"{""type"": ""Point"", ""coordinates"": [-123.16422546888867, 49.22916998133251]}";Kerrisdale
Distribution;SMALL;OPEN;6.4;W;7.9;S;"{""type"": ""Point"", ""coordinates"": [-123.16370134903472, 49.22728575858867]}";Kerrisdale
Distribution;SMALL;OPEN;0.0;E;7.0;S;"{""type"": ""Point"", ""coordinates"": [-123.16361347061002, 49.22729262953759]}";Kerrisdale
Distribution;SMALL;OPEN;0.0;E;6.8;S;"{""type"": ""Point"", ""coordinates"": [-123.16573431878261, 49.23476159106215]}";Arbutus-Ridge
Distribution;SMALL;OPEN;0.3;E;7.3;S;"{""type"": ""Point"", ""coordinates"": [-123.16435465056443, 49.232876771288446]}";Kerrisdale
Distribution;SMALL;OPEN;3.4;W;5.8;S;"{""type"": ""Point"", ""coordinates"": [-123.16560972284078, 49.23947293333142]}";Arbutus-Ridge
Distribution;SMALL;OPEN;0.0;E;5.8;S;"{""type"": ""Point"", ""coordinates"": [-123.16370579334291, 49.225126420312556]}";Kerrisdale
Distribution;SMALL;OPEN;2.4;W;0.0;N;"{""type"": ""Point"", ""coordinates"": [-123.18587116806097, 49.24531665300983]}";Dunbar-Southlands
Distribution;SMALL;OPEN;1.8;W;0.0;S;"{""type"": ""Point"", ""coordinates"": [-123.18604419401147, 49.23635001195178]}";Dunbar-Southlands
Distribution;SMALL;OPEN;0.6;W;6.4;S;"{""type"": ""Point"", ""coordinates"": [-123.18543391554265, 49.23955829478718]}";Dunbar-Southlands
Distribution;SMALL;OPEN;6.7;W;0.0;S;"{""type"": ""Point"", ""coordinates"": [-123.18811367791163, 49.24229167454123]}";Dunbar-Southlands
Distribution;SMALL;OPEN;3.0;W;0.3;N;"{""type"": ""Point"", ""coordinates"": [-123.18802838160477, 49.24532955152401]}";Dunbar-Southlands
Distribution;SMALL;OPEN;0.0;E;7.3;S;"{""type"": ""Point"", ""coordinates"": [-123.18797610551346, 49.24620983869233]}";Dunbar-Southlands
Distribution;SMALL;OPEN;5.8;W;0.0;N;"{""type"": ""Point"", ""coordinates"": [-123.18546192810373, 49.22559346978932]}";Dunbar-Southlands
Distribution;SMALL;OPEN;6.4;W;6.1;S;"{""type"": ""Point"", ""coordinates"": [-123.18686009524401, 49.2312303217069]}";Dunbar-Southlands
Distribution;SMALL;OPEN;5.5;W;7.9;S;"{""type"": ""Point"", ""coordinates"": [-123.18684833181386, 49.23120695305461]}";Dunbar-Southlands
Distribution;SMALL;OPEN;3.0;W;0.0;N;"{""type"": ""Point"", ""coordinates"": [-123.16871407182835, 49.247144215673146]}";Arbutus-Ridge
Distribution;SMALL;OPEN;2.4;W;5.8;N;"{""type"": ""Point"", ""coordinates"": [-123.17051413941527, 49.24796911653063]}";Dunbar-Southlands
Distribution;SMALL;OPEN;0.0;W;7.6;S;"{""type"": ""Point"", ""coordinates"": [-123.16802708043144, 49.248358242195344]}";Arbutus-Ridge
Distribution;SMALL;OPEN;5.8;W;7.0;S;"{""type"": ""Point"", ""coordinates"": [-123.1729006528005, 49.246148487012746]}";Dunbar-Southlands
Distribution;SMALL;OPEN;6.1;W;0.0;S;"{""type"": ""Point"", ""coordinates"": [-123.17290642420448, 49.24603064076887]}";Dunbar-Southlands
Distribution;SMALL;OPEN;0.3;W;5.8;N;"{""type"": ""Point"", ""coordinates"": [-123.17873850710262, 49.24895375299459]}";Dunbar-Southlands
Distribution;SMALL;OPEN;5.5;W;0.9;N;"{""type"": ""Point"", ""coordinates"": [-123.17856247083752, 49.24606021303194]}";Dunbar-Southlands
Distribution;SMALL;OPEN;5.8;W;0.0;N;"{""type"": ""Point"", ""coordinates"": [-123.17287168766335, 49.24906031483297]}";Dunbar-Southlands
Distribution;SMALL;OPEN;0.0;W;5.5;N;"{""type"": ""Point"", ""coordinates"": [-123.17306978064678, 49.24892913761921]}";Dunbar-Southlands
Distribution;SMALL;OPEN;5.8;W;0.0;N;"{""type"": ""Point"", ""coordinates"": [-123.17288074370356, 49.248112194705584]}";Dunbar-Southlands
Distribution;SMALL;OPEN;5.5;W;0.0;N;"{""type"": ""Point"", ""coordinates"": [-123.1701348249196, 49.24714930135138]}";Arbutus-Ridge
Distribution;SMALL;OPEN;8.2;W;5.8;N;"{""type"": ""Point"", ""coordinates"": [-123.18188019424906, 49.24801602601999]}";Dunbar-Southlands
Distribution;SMALL;OPEN;1.8;E;5.5;N;"{""type"": ""Point"", ""coordinates"": [-123.18174141855327, 49.24801264631729]}";Dunbar-Southlands
Distribution;SMALL;OPEN;2.4;W;0.0;N;"{""type"": ""Point"", ""coordinates"": [-123.18180779386628, 49.24719575651957]}";Dunbar-Southlands
Distribution;SMALL;OPEN;2.4;W;0.0;N;"{""type"": ""Point"", ""coordinates"": [-123.18181665104095, 49.246247626634926]}";Dunbar-Southlands
Distribution;SMALL;OPEN;0.0;E;5.5;S;"{""type"": ""Point"", ""coordinates"": [-123.18179237410575, 49.245248725636046]}";Dunbar-Southlands
Distribution;SMALL;OPEN;5.2;E;0.0;S;"{""type"": ""Point"", ""coordinates"": [-123.17577248975361, 49.2479414014752]}";Dunbar-Southlands
Distribution;SMALL;OPEN;5.8;E;0.0;S;"{""type"": ""Point"", ""coordinates"": [-123.17577321223716, 49.246991485551476]}";Dunbar-Southlands
Distribution;SMALL;OPEN;7.6;E;5.2;S;"{""type"": ""Point"", ""coordinates"": [-123.17575587725864, 49.246176084735964]}";Dunbar-Southlands
Distribution;SMALL;OPEN;4.3;E;1.5;S;"{""type"": ""Point"", ""coordinates"": [-123.18183810762672, 49.24889898348716]}";Dunbar-Southlands
Distribution;SMALL;OPEN;0.0;E;7.3;S;"{""type"": ""Point"", ""coordinates"": [-123.16787206394653, 49.241379871419205]}";Arbutus-Ridge
Distribution;SMALL;OPEN;7.0;W;5.2;S;"{""type"": ""Point"", ""coordinates"": [-123.18513283601418, 49.248110679720774]}";Dunbar-Southlands
Distribution;SMALL;OPEN;6.4;W;0.6;S;"{""type"": ""Point"", ""coordinates"": [-123.1851240578778, 49.248151622105354]}";Dunbar-Southlands
Distribution;SMALL;OPEN;0.0;E;6.4;N;"{""type"": ""Point"", ""coordinates"": [-123.18505847156035, 49.24898516260768]}";Dunbar-Southlands
Distribution;SMALL;OPEN;0.0;W;5.5;S;"{""type"": ""Point"", ""coordinates"": [-123.18535118004324, 49.247159065472964]}";Dunbar-Southlands
Distribution;SMALL;OPEN;1.8;E;4.6;S;"{""type"": ""Point"", ""coordinates"": [-123.1845643285283, 49.245268167920585]}";Dunbar-Southlands
Distribution;SMALL;OPEN;1.8;E;4.0;S;"{""type"": ""Point"", ""coordinates"": [-123.17559261541977, 49.24238884215572]}";Dunbar-Southlands
Distribution;SMALL;OPEN;0.3;W;5.5;S;"{""type"": ""Point"", ""coordinates"": [-123.17009268828471, 49.243302504769126]}";Arbutus-Ridge
Distribution;SMALL;OPEN;5.5;W;0.0;N;"{""type"": ""Point"", ""coordinates"": [-123.17015383908846, 49.24429774707831]}";Arbutus-Ridge
Distribution;SMALL;OPEN;0.0;W;6.4;S;"{""type"": ""Point"", ""coordinates"": [-123.168077592847, 49.24423424858865]}";Arbutus-Ridge
Distribution;SMALL;OPEN;5.5;W;0.0;S;"{""type"": ""Point"", ""coordinates"": [-123.16780789034203, 49.24411230539162]}";Arbutus-Ridge
Distribution;SMALL;OPEN;6.4;W;0.0;N;"{""type"": ""Point"", ""coordinates"": [-123.17018574202216, 49.2424028345329]}";Arbutus-Ridge
Distribution;SMALL;OPEN;7.0;W;0.0;S;"{""type"": ""Point"", ""coordinates"": [-123.17296668098665, 49.24128503925567]}";Dunbar-Southlands
Distribution;SMALL;OPEN;6.7;W;5.8;N;"{""type"": ""Point"", ""coordinates"": [-123.13622589906984, 49.25883311816153]}";Fairview
Distribution;SMALL;OPEN;6.4;W;0.0;N;"{""type"": ""Point"", ""coordinates"": [-123.13618278745895, 49.25988246070833]}";Fairview
Distribution;SMALL;OPEN;6.1;E;0.9;N;"{""type"": ""Point"", ""coordinates"": [-123.14094045646766, 49.26720195748795]}";Fairview
Distribution;SMALL;OPEN;0.0;W;5.2;N;"{""type"": ""Point"", ""coordinates"": [-123.14112688703649, 49.26534601044013]}";Fairview
Distribution;SMALL;OPEN;0.0;E;4.6;N;"{""type"": ""Point"", ""coordinates"": [-123.14078013865598, 49.26449548699706]}";Fairview
Distribution;SMALL;OPEN;0.0;W;6.4;S;"{""type"": ""Point"", ""coordinates"": [-123.1387600009096, 49.26266743299017]}";Fairview
Distribution;SMALL;OPEN;6.7;W;7.9;S;"{""type"": ""Point"", ""coordinates"": [-123.1386566591879, 49.25893004647924]}";Fairview
Distribution;SMALL;OPEN;6.7;W;3.0;S;"{""type"": ""Point"", ""coordinates"": [-123.13852316810629, 49.26251389909959]}";Fairview
Distribution;SMALL;OPEN;0.0;E;1.8;S;"{""type"": ""Point"", ""coordinates"": [-123.13599054475328, 49.26266444717341]}";Fairview
Distribution;SMALL;OPEN;5.5;W;0.0;S;"{""type"": ""Point"", ""coordinates"": [-123.13610709903125, 49.26158074696245]}";Fairview
Distribution;SMALL;OPEN;4.6;E;0.0;N;"{""type"": ""Point"", ""coordinates"": [-123.12449835926718, 49.256287373321896]}";South Cambie
Distribution;SMALL;OPEN;6.1;E;0.0;S;"{""type"": ""Point"", ""coordinates"": [-123.14114791036762, 49.26166200636655]}";Fairview
Distribution;SMALL;OPEN;0.0;W;6.4;S;"{""type"": ""Point"", ""coordinates"": [-123.14119215066323, 49.2627067369526]}";Fairview
Distribution;SMALL;OPEN;5.8;E;0.0;S;"{""type"": ""Point"", ""coordinates"": [-123.14132411160868, 49.256984279472555]}";Shaughnessy
Distribution;SMALL;OPEN;0.0;W;7.0;S;"{""type"": ""Point"", ""coordinates"": [-123.14064816718925, 49.25586025218222]}";Shaughnessy
Distribution;SMALL;OPEN;0.0;E;13.1;N;"{""type"": ""Point"", ""coordinates"": [-123.13358662080434, 49.255609201662836]}";Shaughnessy
Distribution;SMALL;OPEN;4.6;E;0.0;N;"{""type"": ""Point"", ""coordinates"": [-123.13909255074373, 49.2520077004963]}";Shaughnessy
Distribution;SMALL;OPEN;0.0;W;7.6;N;"{""type"": ""Point"", ""coordinates"": [-123.13911555645696, 49.25308934859179]}";Shaughnessy
Distribution;SMALL;OPEN;0.0;W;7.0;N;"{""type"": ""Point"", ""coordinates"": [-123.13919907661756, 49.25081120704915]}";Shaughnessy
Distribution;SMALL;OPEN;0.3;E;7.3;S;"{""type"": ""Point"", ""coordinates"": [-123.09915945744012, 49.23812635691618]}";Riley Park
Distribution;SMALL;OPEN;0.0;W;6.1;S;"{""type"": ""Point"", ""coordinates"": [-123.09947222439796, 49.23723915675151]}";Riley Park
Distribution;SMALL;OPEN;6.4;E;0.0;S;"{""type"": ""Point"", ""coordinates"": [-123.09754148076023, 49.22649167090513]}";Sunset
Distribution;SMALL;OPEN;7.6;E;3.0;S;"{""type"": ""Point"", ""coordinates"": [-123.09755999703327, 49.22544650447947]}";Sunset
Distribution;SMALL;OPEN;0.6;W;6.1;S;"{""type"": ""Point"", ""coordinates"": [-123.09771180043438, 49.223719698751154]}";Sunset
Distribution;SMALL;OPEN;0.0;W;5.8;S;"{""type"": ""Point"", ""coordinates"": [-123.09881364449085, 49.23116529144782]}";Sunset
Distribution;SMALL;OPEN;5.2;W;0.0;N;"{""type"": ""Point"", ""coordinates"": [-123.09775687851807, 49.21678041880274]}";Sunset
Distribution;SMALL;OPEN;0.0;E;7.3;N;"{""type"": ""Point"", ""coordinates"": [-123.09747323810954, 49.22184307329665]}";Sunset
Distribution;SMALL;OPEN;0.0;E;7.3;S;"{""type"": ""Point"", ""coordinates"": [-123.09962171336225, 49.22013347894306]}";Sunset
Distribution;SMALL;OPEN;0.0;E;6.4;S;"{""type"": ""Point"", ""coordinates"": [-123.09754177393333, 49.22009571077792]}";Sunset
Distribution;SMALL;OPEN;0.3;W;7.0;S;"{""type"": ""Point"", ""coordinates"": [-123.0979099811489, 49.21842544445207]}";Sunset
Distribution;SMALL;OPEN;147.2;E;7.6;S;"{""type"": ""Point"", ""coordinates"": [-123.0996714517695, 49.219272588275956]}";Sunset
Distribution;SMALL;OPEN;6.7;W;3.0;S;"{""type"": ""Point"", ""coordinates"": [-123.09875239524033, 49.20756471092109]}";Sunset
Distribution;SMALL;OPEN;0.0;W;5.8;S;"{""type"": ""Point"", ""coordinates"": [-123.09811538595626, 49.211703042249226]}";Sunset
Distribution;SMALL;OPEN;2.1;E;0.0;N;"{""type"": ""Point"", ""coordinates"": [-123.09862890885759, 49.20760258766676]}";Sunset
Distribution;SMALL;OPEN;0.0;E;6.1;N;"{""type"": ""Point"", ""coordinates"": [-123.0774894886036, 49.242480178173395]}";Kensington-Cedar Cottage
Distribution;SMALL;OPEN;0.0;W;6.4;S;"{""type"": ""Point"", ""coordinates"": [-123.07821252944385, 49.24904635484957]}";Kensington-Cedar Cottage
Distribution;SMALL;OPEN;0.0;W;5.5;N;"{""type"": ""Point"", ""coordinates"": [-123.0782336208627, 49.24846347676873]}";Kensington-Cedar Cottage
Distribution;SMALL;OPEN;0.0;E;5.8;N;"{""type"": ""Point"", ""coordinates"": [-123.07813653400476, 49.23683169261218]}";Kensington-Cedar Cottage
Distribution;SMALL;OPEN;5.8;E;0.0;N;"{""type"": ""Point"", ""coordinates"": [-123.07697527042261, 49.236944013272385]}";Kensington-Cedar Cottage
Distribution;SMALL;OPEN;2.1;E;5.8;N;"{""type"": ""Point"", ""coordinates"": [-123.0770320674487, 49.23681624291036]}";Kensington-Cedar Cottage
Distribution;SMALL;OPEN;5.8;E;0.0;S;"{""type"": ""Point"", ""coordinates"": [-123.07694676992632, 49.2376011349875]}";Kensington-Cedar Cottage
Distribution;SMALL;OPEN;0.0;W;7.9;S;"{""type"": ""Point"", ""coordinates"": [-123.07623744253999, 49.22044645898196]}";Victoria-Fraserview
Distribution;SMALL;OPEN;2.9;W;9.4;S;"{""type"": ""Point"", ""coordinates"": [-123.07712256565218, 49.22531724116566]}";Victoria-Fraserview
Distribution;SMALL;OPEN;7.6;W;0.0;S;"{""type"": ""Point"", ""coordinates"": [-123.07704697486571, 49.23054706423512]}";Victoria-Fraserview
Distribution;SMALL;OPEN;5.8;W;12.5;S;"{""type"": ""Point"", ""coordinates"": [-123.07703033315157, 49.211103111577465]}";Victoria-Fraserview
Distribution;SMALL;OPEN;0.0;E;5.8;S;"{""type"": ""Point"", ""coordinates"": [-123.07690056359303, 49.21551575346479]}";Victoria-Fraserview
Distribution;SMALL;OPEN;0.0;E;5.5;S;"{""type"": ""Point"", ""coordinates"": [-123.07688962370135, 49.216430112912455]}";Victoria-Fraserview
Distribution;SMALL;OPEN;7.6;W;0.0;N;"{""type"": ""Point"", ""coordinates"": [-123.07735684209956, 49.22188720700416]}";Victoria-Fraserview
Distribution;SMALL;OPEN;0.0;W;5.2;S;"{""type"": ""Point"", ""coordinates"": [-123.0772651979921, 49.21292581336838]}";Sunset
Distribution;SMALL;OPEN;0.0;W;5.8;N;"{""type"": ""Point"", ""coordinates"": [-123.08279515949577, 49.24768824626768]}";Kensington-Cedar Cottage
Distribution;SMALL;OPEN;7.3;W;0.0;N;"{""type"": ""Point"", ""coordinates"": [-123.08189821892114, 49.249162241090865]}";Kensington-Cedar Cottage
Distribution;SMALL;OPEN;7.0;W;0.3;N;"{""type"": ""Point"", ""coordinates"": [-123.0799612843612, 49.24913473222276]}";Kensington-Cedar Cottage
Distribution;SMALL;OPEN;7.0;W;0.0;N;"{""type"": ""Point"", ""coordinates"": [-123.0799803828487, 49.248615262573466]}";Kensington-Cedar Cottage
Distribution;SMALL;OPEN;0.0;W;5.8;N;"{""type"": ""Point"", ""coordinates"": [-123.08016652613831, 49.24848876858904]}";Kensington-Cedar Cottage
Distribution;SMALL;OPEN;0.0;E;5.8;N;"{""type"": ""Point"", ""coordinates"": [-123.079890173223, 49.2484853439361]}";Kensington-Cedar Cottage
Distribution;SMALL;OPEN;7.3;W;0.0;S;"{""type"": ""Point"", ""coordinates"": [-123.07999247090073, 49.24843445910491]}";Kensington-Cedar Cottage
Distribution;SMALL;OPEN;0.0;E;6.1;N;"{""type"": ""Point"", ""coordinates"": [-123.07992366475074, 49.247493182946215]}";Kensington-Cedar Cottage
Distribution;SMALL;OPEN;0.0;W;6.7;S;"{""type"": ""Point"", ""coordinates"": [-123.08026601271371, 49.245466400835355]}";Kensington-Cedar Cottage
Distribution;SMALL;OPEN;0.0;E;6.7;S;"{""type"": ""Point"", ""coordinates"": [-123.07998985746804, 49.24546433456497]}";Kensington-Cedar Cottage
Distribution;SMALL;OPEN;2.1;E;5.8;S;"{""type"": ""Point"", ""coordinates"": [-123.08572425986874, 49.24550886811218]}";Kensington-Cedar Cottage
Distribution;SMALL;OPEN;7.3;W;0.0;S;"{""type"": ""Point"", ""coordinates"": [-123.08654291511294, 49.245388153400825]}";Kensington-Cedar Cottage
Distribution;SMALL;OPEN;5.5;E;0.0;N;"{""type"": ""Point"", ""coordinates"": [-123.0859496834042, 49.24556311279274]}";Kensington-Cedar Cottage
Distribution;SMALL;OPEN;7.0;W;0.0;N;"{""type"": ""Point"", ""coordinates"": [-123.08576721039617, 49.24922159967588]}";Kensington-Cedar Cottage
Distribution;SMALL;OPEN;6.7;W;0.0;S;"{""type"": ""Point"", ""coordinates"": [-123.08385588591183, 49.24764568939065]}";Kensington-Cedar Cottage
Distribution;SMALL;OPEN;0.3;W;6.1;N;"{""type"": ""Point"", ""coordinates"": [-123.08406416346462, 49.246498664065996]}";Kensington-Cedar Cottage
Distribution;SMALL;OPEN;0.0;W;6.1;S;"{""type"": ""Point"", ""coordinates"": [-123.08148204702856, 49.24463893254063]}";Kensington-Cedar Cottage
Distribution;SMALL;OPEN;6.7;E;0.0;S;"{""type"": ""Point"", ""coordinates"": [-123.0815079365065, 49.24240455150878]}";Kensington-Cedar Cottage
Distribution;SMALL;OPEN;1.5;E;5.5;N;"{""type"": ""Point"", ""coordinates"": [-123.08157739927292, 49.24245442605199]}";Kensington-Cedar Cottage
Distribution;SMALL;OPEN;5.2;W;0.3;S;"{""type"": ""Point"", ""coordinates"": [-123.08008588079427, 49.24450271349198]}";Kensington-Cedar Cottage
Distribution;SMALL;OPEN;0.0;W;5.8;S;"{""type"": ""Point"", ""coordinates"": [-123.08791050581435, 49.24758372952947]}";Kensington-Cedar Cottage
Distribution;SMALL;OPEN;7.6;E;0.0;S;"{""type"": ""Point"", ""coordinates"": [-123.08603266671577, 49.24159078155538]}";Kensington-Cedar Cottage
Distribution;SMALL;OPEN;0.3;W;6.4;N;"{""type"": ""Point"", ""coordinates"": [-123.08584056520657, 49.24249673601838]}";Kensington-Cedar Cottage
Distribution;SMALL;OPEN;7.0;E;0.3;N;"{""type"": ""Point"", ""coordinates"": [-123.0859976953423, 49.24317710889104]}";Kensington-Cedar Cottage
Distribution;SMALL;OPEN;6.1;E;0.3;N;"{""type"": ""Point"", ""coordinates"": [-123.08600487099449, 49.24335341019512]}";Kensington-Cedar Cottage
Distribution;SMALL;OPEN;5.2;W;0.0;N;"{""type"": ""Point"", ""coordinates"": [-123.08393784208032, 49.243339206826384]}";Kensington-Cedar Cottage
Transmission;LARGE;OPEN;4.3;W;3.0;S;"{""type"": ""Point"", ""coordinates"": [-123.0793105307788, 49.23652460443276]}";Kensington-Cedar Cottage
Distribution;SMALL;OPEN;0.0;E;5.8;S;"{""type"": ""Point"", ""coordinates"": [-123.07894164242732, 49.23776214423967]}";Kensington-Cedar Cottage
Distribution;SMALL;OPEN;0.3;W;6.4;S;"{""type"": ""Point"", ""coordinates"": [-123.08779389516314, 49.24172618419208]}";Kensington-Cedar Cottage
Distribution;SMALL;OPEN;0.0;E;7.0;S;"{""type"": ""Point"", ""coordinates"": [-123.08590333520198, 49.24031716971128]}";Kensington-Cedar Cottage
Distribution;SMALL;OPEN;6.1;E;2.1;N;"{""type"": ""Point"", ""coordinates"": [-123.0815958895725, 49.24035180267775]}";Kensington-Cedar Cottage
Distribution;SMALL;OPEN;5.5;W;0.0;N;"{""type"": ""Point"", ""coordinates"": [-123.08019323084285, 49.24033975974561]}";Kensington-Cedar Cottage
Distribution;SMALL;OPEN;6.7;E;0.0;S;"{""type"": ""Point"", ""coordinates"": [-123.07911661715683, 49.23808090598265]}";Kensington-Cedar Cottage
Distribution;SMALL;OPEN;0.0;E;8.2;S;"{""type"": ""Point"", ""coordinates"": [-123.08009918218829, 49.23820078317208]}";Kensington-Cedar Cottage
Distribution;SMALL;OPEN;4.6;E;0.0;N;"{""type"": ""Point"", ""coordinates"": [-123.08024541249917, 49.23824788873526]}";Kensington-Cedar Cottage
Distribution;SMALL;OPEN;0.3;W;4.9;S;"{""type"": ""Point"", ""coordinates"": [-123.08365019103184, 49.23824862189014]}";Kensington-Cedar Cottage
Distribution;SMALL;OPEN;0.0;E;1.5;N;"{""type"": ""Point"", ""coordinates"": [-123.08902783359916, 49.240218941846756]}";Kensington-Cedar Cottage
Distribution;SMALL;OPEN;0.0;W;5.8;N;"{""type"": ""Point"", ""coordinates"": [-123.0912246454921, 49.21257235422482]}";Sunset
Distribution;SMALL;OPEN;3.0;W;0.0;S;"{""type"": ""Point"", ""coordinates"": [-123.0932294473209, 49.21304836716537]}";Sunset
Distribution;SMALL;OPEN;5.5;W;0.0;S;"{""type"": ""Point"", ""coordinates"": [-123.12051776604991, 49.243147037826354]}";South Cambie
Distribution;SMALL;OPEN;6.1;W;0.3;S;"{""type"": ""Point"", ""coordinates"": [-123.12059501561752, 49.24105198374258]}";South Cambie
Distribution;SMALL;OPEN;0.0;W;6.1;N;"{""type"": ""Point"", ""coordinates"": [-123.12077995077196, 49.24111520700146]}";South Cambie
Distribution;SMALL;OPEN;0.0;E;5.5;S;"{""type"": ""Point"", ""coordinates"": [-123.12033572949703, 49.24623029082531]}";South Cambie
Distribution;SMALL;OPEN;0.0;E;5.5;S;"{""type"": ""Point"", ""coordinates"": [-123.1203971749233, 49.24438847937507]}";South Cambie
Distribution;SMALL;OPEN;6.1;E;0.0;N;"{""type"": ""Point"", ""coordinates"": [-123.12037188320613, 49.20940925205523]}";Marpole
Distribution;SMALL;OPEN;0.0;E;5.2;S;"{""type"": ""Point"", ""coordinates"": [-123.1204699003225, 49.22181770922961]}";Oakridge
Distribution;SMALL;OPEN;5.2;W;0.3;S;"{""type"": ""Point"", ""coordinates"": [-123.12087641163856, 49.223478693079976]}";Oakridge
Distribution;SMALL;OPEN;0.0;W;5.2;N;"{""type"": ""Point"", ""coordinates"": [-123.12100057979058, 49.22621938504707]}";Oakridge
Distribution;SMALL;OPEN;7.9;E;12.8;N;"{""type"": ""Point"", ""coordinates"": [-123.12114308168977, 49.208428840489546]}";Marpole
Distribution;SMALL;OPEN;6.1;E;0.6;S;"{""type"": ""Point"", ""coordinates"": [-123.12023055603356, 49.21248579708479]}";Marpole
Distribution;SMALL;OPEN;5.8;E;0.0;N;"{""type"": ""Point"", ""coordinates"": [-123.1202919439718, 49.21121784738433]}";Marpole
Distribution;SMALL;OPEN;6.1;E;0.0;S;"{""type"": ""Point"", ""coordinates"": [-123.12033799984505, 49.21013385803904]}";Marpole
Distribution;SMALL;OPEN;0.0;W;7.3;N;"{""type"": ""Point"", ""coordinates"": [-123.14383916102425, 49.24345589567216]}";Shaughnessy
Distribution;SMALL;OPEN;7.0;W;0.3;S;"{""type"": ""Point"", ""coordinates"": [-123.14154287305304, 49.24661833576787]}";Shaughnessy
Distribution;SMALL;OPEN;7.0;W;0.0;S;"{""type"": ""Point"", ""coordinates"": [-123.1415499221272, 49.24644067125088]}";Shaughnessy
Distribution;SMALL;OPEN;7.0;W;0.0;N;"{""type"": ""Point"", ""coordinates"": [-123.14158105084536, 49.24556404742877]}";Shaughnessy
Distribution;SMALL;OPEN;7.0;E;0.0;S;"{""type"": ""Point"", ""coordinates"": [-123.1424487772341, 49.240854854323324]}";Shaughnessy
Distribution;SMALL;OPEN;1.8;E;6.7;S;"{""type"": ""Point"", ""coordinates"": [-123.14314780218346, 49.23443499898255]}";Shaughnessy
Distribution;SMALL;OPEN;5.8;E;0.6;S;"{""type"": ""Point"", ""coordinates"": [-123.14143261137968, 49.235563344194276]}";Shaughnessy
Distribution;SMALL;OPEN;0.0;E;3.4;S;"{""type"": ""Point"", ""coordinates"": [-123.1422376277537, 49.24005409700305]}";Shaughnessy
Distribution;SMALL;OPEN;5.2;W;0.0;S;"{""type"": ""Point"", ""coordinates"": [-123.14379594958285, 49.217586968047875]}";Marpole
Distribution;SMALL;OPEN;0.6;E;5.8;S;"{""type"": ""Point"", ""coordinates"": [-123.14395744338542, 49.218568151849006]}";Marpole
Distribution;SMALL;OPEN;0.6;E;5.8;S;"{""type"": ""Point"", ""coordinates"": [-123.14368141681187, 49.2185644476408]}";Marpole
Distribution;SMALL;OPEN;0.0;W;5.8;S;"{""type"": ""Point"", ""coordinates"": [-123.14203055204571, 49.22176975194305]}";Kerrisdale
Distribution;SMALL;OPEN;0.0;W;7.3;S;"{""type"": ""Point"", ""coordinates"": [-123.1438398920424, 49.221779602758374]}";Kerrisdale
Distribution;SMALL;OPEN;5.5;W;0.9;S;"{""type"": ""Point"", ""coordinates"": [-123.1435854352098, 49.22420730230961]}";Kerrisdale
Distribution;SMALL;OPEN;0.3;W;7.3;N;"{""type"": ""Point"", ""coordinates"": [-123.14155253410091, 49.226943508986416]}";Kerrisdale
Distribution;SMALL;OPEN;4.3;W;5.5;S;"{""type"": ""Point"", ""coordinates"": [-123.14334628128873, 49.215975590562074]}";Marpole
Distribution;SMALL;OPEN;7.3;E;0.3;S;"{""type"": ""Point"", ""coordinates"": [-123.14271032418777, 49.20423158570711]}";Marpole
Distribution;SMALL;OPEN;0.0;W;5.8;N;"{""type"": ""Point"", ""coordinates"": [-123.14278269199957, 49.20433403370268]}";Marpole
Distribution;SMALL;OPEN;6.4;W;0.3;N;"{""type"": ""Point"", ""coordinates"": [-123.14348332597605, 49.21310724692893]}";Marpole
Distribution;SMALL;OPEN;4.9;E;7.0;S;"{""type"": ""Point"", ""coordinates"": [-123.14210350566292, 49.21056734282467]}";Marpole
Distribution;SMALL;OPEN;4.9;W;0.3;N;"{""type"": ""Point"", ""coordinates"": [-123.14343025821628, 49.213961874018736]}";Marpole
Distribution;SMALL;OPEN;0.6;E;6.4;S;"{""type"": ""Point"", ""coordinates"": [-123.14362629554545, 49.21408575637409]}";Marpole
Distribution;SMALL;OPEN;4.6;W;5.5;S;"{""type"": ""Point"", ""coordinates"": [-123.14338605114482, 49.215027429367865]}";Marpole
Distribution;SMALL;OPEN;0.6;E;3.7;S;"{""type"": ""Point"", ""coordinates"": [-123.12460886469468, 49.248158719441506]}";South Cambie
Distribution;SMALL;OPEN;1.2;E;2.7;N;"{""type"": ""Point"", ""coordinates"": [-123.13205521844178, 49.29349018444696]}";Downtown
Distribution;SMALL;OPEN;0.0;W;6.7;S;"{""type"": ""Point"", ""coordinates"": [-123.12495793824786, 49.24629679704185]}";South Cambie
Distribution;SMALL;OPEN;5.8;E;0.0;S;"{""type"": ""Point"", ""coordinates"": [-123.12485072221864, 49.24709072430647]}";South Cambie
Distribution;SMALL;OPEN;0.0;W;7.6;N;"{""type"": ""Point"", ""coordinates"": [-123.13224575510826, 49.24636276937995]}";Shaughnessy
