SITE;SITE_NAME;STATION_NAME;TRAMP_FARM_NAME;DESCRIPTION;DATE_COLLECTED;LABORATORY_SAMPLE_NUMBER;ANALYSIS;NAME;RESULT_UnitsNotAmendedFrom_mbqTo_bq;RESULT_NO_FLAG_UnitsAmendedForRIFE-AllBq's;Result_SFG;RNF_2SG;ACTUAL_ERROR;PERCENTAGE_ERROR;UNIT;ErrorCorrected;EC_2SF;LOD;ResultString
1;Sellafield;W/A Commercial;;NEP - Norway lobster;2016-04-22;201629598;031S;PU-241;0.837;0.837;0.837;0.84;0.144;17.2;Bq/kg;0.28224;0.28;0;0.84?0.28
1;Sellafield;W/A Commercial;;COD - Cod;2016-03-06;201629628;044S;PO-210;0.84;0.84;0.84;0.84;0.031;3.71;Bq/kg;0.06076;0.061;0;0.84?0.061
1;Sellafield;;ANIMAL_RAVENGLASS;LLK - Lamb liver & kidney;2016-06-13;201629848;118S;AM-241 (chem);0.84;0.00084;0.84;0.00084;0.00006;6.67;Bq/kg;0.00010976;0.00011;0;0.00084?0.00011
1;Sellafield;Parton (N);;COD - Cod;2016-01-22;201628066;003S;PU-238;0.841;0.000841;0.841;0.00084;0.00008;9.15;Bq/kg;0.00015092;0.00015;0;0.00084?0.00015
1;Sellafield;Sellafield PLZ;;CRE - Edible crab;2016-04-18;201629053;2;AM-241;0.848;0.848;0.848;0.85;0.0589;6.94;Bq/kg;0.115444;0.12;0;0.85?0.12
1;Sellafield;Sellafield Tidal 2;;PEE - Edible winkle;2016-08-15;201630902;2;AM-241;0.854;0.854;0.854;0.85;0.1224;14.33;Bq/kg;0.239904;0.24;0;0.85?0.24
1;Sellafield;;CROP_RAVENGLASS;BKE - Blackberries;2016-08-12;201631012;118S;PU-239+240;0.854;0.000854;0.854;0.00085;0.00009;10.6;Bq/kg;0.00017836;0.00018;0;0.00085?0.00018
6;Berkeley;Guscar;;USH - Shrimp (unidentified);2016-07-01;201633343;003S;AM-241 (chem);0.87;0.00087;0.87;0.00087;0.00007;7.44;Bq/kg;0.0001274;0.00013;0;0.00087?0.00013
1;Sellafield;Nethertown;;PEE - Edible winkle;2016-02-16;201628073;045S;PB-210;0.873;0.873;0.873;0.87;0.041;4.75;Bq/kg;0.08036;0.08;0;0.87?0.08
13;Trawsfynydd;Traws Lake (Anglers Supplied);;TRB - Rainbow trout;2016-07-23;201630669;2;CS-137;0.879;0.879;0.879;0.88;0.0731;8.32;Bq/kg;0.143276;0.14;0;0.88?0.14
1;Sellafield;Sellafield Tidal 2;;PEE - Edible winkle;2016-08-15;201630902;2;CS-137;0.895;0.895;0.895;0.9;0.0615;6.87;Bq/kg;0.12054;0.12;0;0.9?0.12
34;Cardiff;;CROP;ARJ - Artichoke Jerusalem;2016-10-11;201632027;040S;S-35;0.9;0.9;0.9;0.9;0.181;20.1;Bq/kg;0.35476;0.35;0;0.9?0.35
33;Capenhurst;Liverpool Bay;;MUS - Blue (edible) mussel;2016-01-05;201627416;2;CS-137;0.904;0.904;0.904;0.9;0.1063;11.76;Bq/kg;0.208348;0.21;0;0.9?0.21
21;Springfields;;ANIMAL;WGN - Widgeon;2016-02-06;201629059;118S;PU-238;0.917;0.000917;0.917;0.00092;0.00009;9.5;Bq/kg;0.00017052;0.00017;0;0.00092?0.00017
1;Sellafield;;ANIMAL_RAVENGLASS;LLK - Lamb liver & kidney;2016-06-13;201629848;118S;PU-239+240;0.93;0.00093;0.93;0.00093;0.00012;13;Bq/kg;0.00023716;0.00024;0;0.00093?0.00024
21;Springfields;Ribble Estuary;;MUS - Blue (edible) mussel;2016-08-15;201633505;2;AM-241;0.959;0.959;0.959;0.96;0.0615;6.41;Bq/kg;0.12054;0.12;0;0.96?0.12
1;Sellafield;Nethertown;;PEE - Edible winkle;2016-04-01;201630407;012S;U-238;0.96;0.96;0.96;0.96;0.024;2.55;Bq/kg;0.04704;0.047;0;0.96?0.047
1;Sellafield;Parton (N);;LBE - European lobster;2016-07-10;201629825;2;CS-137;0.968;0.968;0.968;0.97;0.076;7.85;Bq/kg;0.14896;0.15;0;0.97?0.15
1;Sellafield;Parton;;PEE - Edible winkle;2016-07-01;201633507;004S;SR-90;0.978;0.978;0.978;0.98;0.039;4.02;Bq/kg;0.07644;0.076;0;0.98?0.076
1;Sellafield;Parton (N);;CRE - Edible crab;2016-01-22;201628063;003S;CM-243+244;0.981;0.000981;0.981;0.00098;0.00049;50;Bq/kg;0.0009604;0.00096;0;0.00098?0.00096
1;Sellafield;Parton (N);;CRE - Edible crab;2016-07-10;201630382;031S;PU-241;0.987;0.987;0.987;0.99;0.071;7.23;Bq/kg;0.13916;0.14;0;0.99?0.14
9;Hinkley;Stert, Stolford;;USH - Shrimp (unidentified);2016-05-23;201629474;003S;PU-239+240;0.99;0.00099;0.99;0.00099;0.00007;7.06;Bq/kg;0.0001372;0.00014;0;0.00099?0.00014
1;Sellafield;W/A Commercial;;PLE - European plaice;2016-07-10;201630401;003S;PU-238;0.99;0.00099;0.99;0.00099;0.00015;15.1;Bq/kg;0.00029204;0.00029;0;0.00099?0.00029
1;Sellafield;Ravenglass Area;;MUS - Blue (edible) mussel;2016-03-01;201629026;2;CS-137;0.992;0.992;0.992;0.99;0.0661;6.66;Bq/kg;0.129556;0.13;0;0.99?0.13
32;Amersham;;CROP;WHT - Wheat;2016-08-23;201630862;040S;S-35;1;1;1;1;0.288;28.8;Bq/kg;0.56448;0.56;1;1?0.56
6;Berkeley;Guscar;;USH - Shrimp (unidentified);2016-07-01;201633343;003S;PU-239+240;1;0.001;1;0.001;0.00013;13.4;Bq/kg;0.00026264;0.00026;1;0.001?0.00026
1;Sellafield;Nethertown;;PEE - Edible winkle;2016-04-12;201629050;2;CO-60;1.007;1.007;1.007;1;0.0602;5.98;Bq/kg;0.117992;0.12;1;1?0.12
1;Sellafield;Nethertown;;PEE - Edible winkle;2016-10-05;201632002;004S;SR-90;1.03;1.03;1.03;1;0.038;3.67;Bq/kg;0.07448;0.074;1;1?0.074
1;Sellafield;Parton (N);;LBE - European lobster;2016-07-10;201629825;031S;PU-241;1.03;1.03;1.03;1;0.099;9.65;Bq/kg;0.19404;0.19;1;1?0.19
21;Springfields;Ribble Estuary;;USH - Shrimp (unidentified);2016-07-21;201630887;003S;PU-238;1.03;0.00103;1.03;0.001;0.00007;7.2;Bq/kg;0.00014504;0.00015;1;0.001?0.00015
13;Trawsfynydd;;CROP;GRS - Grass;2016-08-01;201630680;118S;PU-238;1.03;0.00103;1.03;0.001;0.00008;7.26;Bq/kg;0.000147;0.00015;1;0.001?0.00015
29;Heysham;Morecambe;;FLE - Flounder (European);2016-03-24;201629047;003S;PU-239+240;1.04;0.00104;1.04;0.001;0.00005;5.03;Bq/kg;0.00010192;0.0001;1;0.001?0.0001
1;Sellafield;Nethertown;;PEE - Edible winkle;2016-04-01;201630407;012S;U-234;1.04;1.04;1.04;1;0.026;2.52;Bq/kg;0.05096;0.051;1;1?0.051
1;Sellafield;W/A Commercial;;NEP - Norway lobster;2016-04-22;201629599;086S;NP-237;1.04;0.00104;1.04;0.001;0.00006;5.89;Bq/kg;0.00011956;0.00012;1;0.001?0.00012
1;Sellafield;Seascale Area;;CPR - Common prawn;2016-10-10;201632011;2;CS-137;1.053;1.053;1.053;1.1;0.1074;10.2;Bq/kg;0.210504;0.21;1;1.1?0.21
1;Sellafield;Nethertown;;PEE - Edible winkle;2016-04-12;201629524;038S;PM-147;1.06;1.06;1.06;1.1;0.025;2.34;Bq/kg;0.049;0.049;1;1.1?0.049
1;Sellafield;;ANIMAL_RAVENGLASS;LLK - Lamb liver & kidney;2016-06-13;201629848;10;CS-137;1.07;1.07;1.07;1.1;0.0533;4.98;Bq/kg;0.104468;0.1;1;1.1?0.1
33;Capenhurst;R. Dee Cockle;;COC - Common cockle;2016-10-10;201632015;2;CS-137;1.074;1.074;1.074;1.1;0.0541;5.04;Bq/kg;0.106036;0.11;1;1.1?0.11
33;Capenhurst;Liverpool Bay;;FLE - Flounder (European);2016-04-13;201628947;2;CS-137;1.084;1.084;1.084;1.1;0.0572;5.28;Bq/kg;0.112112;0.11;1;1.1?0.11
1;Sellafield;Sellafield PLZ;;CRE - Edible crab;2016-10-10;201632005;003S;CM-243+244;1.09;0.00109;1.09;0.0011;0.00049;44.7;Bq/kg;0.00095452;0.00095;1;0.0011?0.00095
1;Sellafield;Sellafield PLZ;;LBE - European lobster;2016-04-18;201629056;2;CS-137;1.101;1.101;1.101;1.1;0.0764;6.94;Bq/kg;0.149744;0.15;1;1.1?0.15
9;Hinkley;Stert, Stolford;;USH - Shrimp (unidentified);2016-05-23;201629474;003S;AM-241 (chem);1.11;0.00111;1.11;0.0011;0.00006;5.78;Bq/kg;0.00012544;0.00013;1;0.0011?0.00013
1;Sellafield;;ANIMAL;LAM - Lamb muscle;2016-07-26;201630561;10;CS-137;1.11515;1.11515;1.11515;1.1;0.06919;6.2043;Bq/kg;0.1356124;0.14;1;1.1?0.14
1;Sellafield;Parton (N);;CRE - Edible crab;2016-07-10;201630382;003S;CM-243+244;1.16;0.00116;1.16;0.0012;0.00052;44.8;Bq/kg;0.0010192;0.001;1;0.0012?0.001
1;Sellafield;W/A Commercial;;NEP - Norway lobster;2016-04-22;201629600;044S;PO-210;1.17;1.17;1.17;1.2;0.049;4.22;Bq/kg;0.09604;0.096;1;1.2?0.096
1;Sellafield;Whitehaven Harbour;;MUS - Blue (edible) mussel;2016-02-11;201628069;2;CS-137;1.173;1.173;1.173;1.2;0.0669;5.7;Bq/kg;0.131124;0.13;1;1.2?0.13
1;Sellafield;Sellafield PLZ;;LBE - European lobster;2016-10-10;201632008;031S;PU-241;1.18;1.18;1.18;1.2;0.074;6.31;Bq/kg;0.14504;0.15;1;1.2?0.15
1;Sellafield;Drigg - Selker;;PLE - European plaice;2016-10-15;201633499;003S;PU-238;1.19;0.00119;1.19;0.0012;0.00011;8.89;Bq/kg;0.00020776;0.00021;1;0.0012?0.00021
12;Sizewell;R Alde - Martello Tower;;MUS - Blue (edible) mussel;2016-05-09;201629192;003S;PU-238;1.19;0.00119;1.19;0.0012;0.00007;5.72;Bq/kg;0.00013328;0.00013;1;0.0012?0.00013
1;Sellafield;Parton (N);;CRE - Edible crab;2016-07-10;201630382;2;AM-241;1.191;1.191;1.191;1.2;0.0686;5.76;Bq/kg;0.134456;0.13;1;1.2?0.13
12;Sizewell;;CROP;WHT - Wheat;2016-08-24;201630837;040S;S-35;1.2;1.2;1.2;1.2;0.294;24.5;Bq/kg;0.57624;0.58;1;1.2?0.58
30;Hartlepool;South Gare;;PEE - Edible winkle;2016-07-01;201632028;003S;PU-238;1.25;0.00125;1.25;0.0013;0.00011;8.83;Bq/kg;0.0002156;0.00022;1;0.0013?0.00022
1;Sellafield;Ravenglass Area;;MUS - Blue (edible) mussel;2016-11-04;201633514;045S;PB-210;1.25;1.25;1.25;1.3;0.082;6.58;Bq/kg;0.16072;0.16;1;1.3?0.16
1;Sellafield;Sellafield Distance South;;MUS - Blue (edible) mussel;2016-07-01;201630638;003S;PU-238;1.25;0.00125;1.25;0.0013;0.00009;6.93;Bq/kg;0.00017052;0.00017;1;0.0013?0.00017
7;Bradwell;Blackwater Estuary;;OYY - Oysters;2016-08-15;201630833;003S;PU-239+240;1.26;0.00126;1.26;0.0013;0.00008;6.41;Bq/kg;0.00015876;0.00016;1;0.0013?0.00016
1;Sellafield;Ravenglass Area;;MUS - Blue (edible) mussel;2016-11-04;201633512;2;CS-137;1.264;1.264;1.264;1.3;0.0603;4.77;Bq/kg;0.118188;0.12;1;1.3?0.12
1;Sellafield;Parton (N);;LBE - European lobster;2016-01-22;201628060;2;CS-137;1.272;1.272;1.272;1.3;0.0627;4.93;Bq/kg;0.122892;0.12;1;1.3?0.12
1;Sellafield;Nethertown;;PEE - Edible winkle;2016-07-12;201630404;004S;SR-90;1.29;1.29;1.29;1.3;0.048;3.71;Bq/kg;0.09408;0.094;1;1.3?0.094
1;Sellafield;;CROP;BKE - Blackberries;2016-08-30;201631011;118S;AM-241 (chem);1.29;0.00129;1.29;0.0013;0.00008;6.47;Bq/kg;0.00016268;0.00016;1;0.0013?0.00016
68;Oldbury & Berkeley;;CROP;BAR - Barley;2016-09-15;201631411;040S;S-35;1.3;1.3;1.3;1.3;0.273;21;Bq/kg;0.53508;0.54;1;1.3?0.54
1;Sellafield;Whitehaven Harbour;;MUS - Blue (edible) mussel;2016-07-07;201629824;2;CS-137;1.323;1.323;1.323;1.3;0.0688;5.2;Bq/kg;0.134848;0.13;1;1.3?0.13
1;Sellafield;W/A Commercial;;COD - Cod;2016-03-06;201629021;003S;PU-238;1.34;0.00134;1.34;0.0013;0.00008;6;Bq/kg;0.0001568;0.00016;1;0.0013?0.00016
1;Sellafield;;CROP_RAVENGLASS;BKE - Blackberries;2016-08-12;201631012;118S;AM-241 (chem);1.36;0.00136;1.36;0.0014;0.00009;6.78;Bq/kg;0.00018032;0.00018;1;0.0014?0.00018
1;Sellafield;W/A Commercial;;PLE - European plaice;2016-07-10;201630401;2;CS-137;1.361;1.361;1.361;1.4;0.0713;5.24;Bq/kg;0.139748;0.14;1;1.4?0.14
1;Sellafield;;ANIMAL_DRIGG;DER - Deer;2016-11-29;201633895;10;CS-137;1.37402;1.37402;1.37402;1.4;0.08344;6.0725;Bq/kg;0.1635424;0.16;1;1.4?0.16
1;Sellafield;Sellafield Tidal 2;;PEE - Edible winkle;2016-08-15;201630902;031S;PU-241;1.38;1.38;1.38;1.4;0.098;7.1;Bq/kg;0.19208;0.19;1;1.4?0.19
9;Hinkley;;CROP;WHT - Wheat;2016-08-17;201630807;040S;S-35;1.4;1.4;1.4;1.4;0.309;22.1;Bq/kg;0.60564;0.61;1;1.4?0.61
1;Sellafield;W/A Commercial;;NEP - Norway lobster;2016-04-22;201629598;2;AM-241;1.409;1.409;1.409;1.4;0.0676;4.8;Bq/kg;0.132496;0.13;1;1.4?0.13
1;Sellafield;;ANIMAL;LAM - Lamb muscle;2016-07-26;201630560;10;CS-137;1.423;1.423;1.423;1.4;0.062;4.36;Bq/kg;0.12152;0.12;1;1.4?0.12
1;Sellafield;Sellafield Tidal 1;;MUS - Blue (edible) mussel;2016-03-24;201629034;2;CS-137;1.436;1.436;1.436;1.4;0.0672;4.68;Bq/kg;0.131712;0.13;1;1.4?0.13
1;Sellafield;;CROP;GRS - Grass;2016-08-09;201630865;10;CS-137;1.4494374;1.449437;1.4494374;1.4;0.07443;5.1354;Bq/kg;0.1458828;0.15;1;1.4?0.15
1;Sellafield;Seascale Area;;CPR - Common prawn;2016-10-10;201632012;044S;PO-210;1.48;1.48;1.48;1.5;0.088;5.93;Bq/kg;0.17248;0.17;1;1.5?0.17
1;Sellafield;Ravenglass Estuary;;SAM - Samphire;2016-07-26;201630666;2;AM-241;1.508;1.508;1.508;1.5;0.0683;4.53;Bq/kg;0.133868;0.13;1;1.5?0.13
33;Capenhurst;Liverpool Bay;;MUS - Blue (edible) mussel;2016-01-05;201627416;2;AM-241;1.519;1.519;1.519;1.5;0.2073;13.65;Bq/kg;0.406308;0.41;1;1.5?0.41
1;Sellafield;;ANIMAL;CAK - Cattle kidney;2016-10-13;201632031;118S;AM-241 (chem);1.52;0.00152;1.52;0.0015;0.00009;5.83;Bq/kg;0.00017444;0.00017;1;0.0015?0.00017
33;Capenhurst;R. Dee Cockle;;COC - Common cockle;2016-10-10;201632015;2;AM-241;1.559;1.559;1.559;1.6;0.1202;7.71;Bq/kg;0.235592;0.24;1;1.6?0.24
1;Sellafield;W/A Commercial;;PLE - European plaice;2016-07-10;201630402;044S;PO-210;1.57;1.57;1.57;1.6;0.058;3.67;Bq/kg;0.11368;0.11;1;1.6?0.11
1;Sellafield;Sellafield PLZ;;LBE - European lobster;2016-04-18;201629056;031S;PU-241;1.58;1.58;1.58;1.6;0.088;5.6;Bq/kg;0.17248;0.17;1;1.6?0.17
1;Sellafield;;ANIMAL_RAVENGLASS;LLK - Lamb liver & kidney;2016-06-13;201629849;10;CS-137;1.58094;1.58094;1.58094;1.6;0.07492;4.7391;Bq/kg;0.1468432;0.15;1;1.6?0.15
1;Sellafield;Ravenglass Area;;MUS - Blue (edible) mussel;2016-03-01;201629028;045S;PB-210;1.6;1.6;1.6;1.6;0.068;4.25;Bq/kg;0.13328;0.13;1;1.6?0.13
1;Sellafield;W/A Commercial;;PLE - European plaice;2016-05-16;201629601;2;CS-137;1.603;1.603;1.603;1.6;0.0745;4.65;Bq/kg;0.14602;0.15;1;1.6?0.15
21;Springfields;Ribble Estuary;;USH - Shrimp (unidentified);2016-07-21;201630887;089S;TH-232;1.61;0.00161;1.61;0.0016;0.00053;32.8;Bq/kg;0.00103488;0.001;1;0.0016?0.001
1;Sellafield;Sellafield PLZ;;CRE - Edible crab;2016-10-10;201632005;2;AM-241;1.628;1.628;1.628;1.6;0.1153;7.08;Bq/kg;0.225988;0.23;1;1.6?0.23
1;Sellafield;Drigg - Selker;;PLE - European plaice;2016-05-16;201629604;2;CS-137;1.642;1.642;1.642;1.6;0.0795;4.84;Bq/kg;0.15582;0.16;1;1.6?0.16
67;Drigg;;CROP;GRS - Grass;2016-08-15;201630871;118S;PU-238;1.65;0.00165;1.65;0.0017;0.00011;6.5;Bq/kg;0.00020972;0.00021;1;0.0017?0.00021
1;Sellafield;Sellafield Tidal 1;;MUS - Blue (edible) mussel;2016-08-15;201630891;2;CS-137;1.657;1.657;1.657;1.7;0.1054;6.36;Bq/kg;0.206584;0.21;1;1.7?0.21
1;Sellafield;Drigg - Selker;;PLE - European plaice;2016-10-15;201633504;044S;PO-210;1.67;1.67;1.67;1.7;0.07;4.21;Bq/kg;0.1372;0.14;1;1.7?0.14
1;Sellafield;Drigg - Selker;;PLE - European plaice;2016-05-16;201629606;044S;PO-210;1.67;1.67;1.67;1.7;0.081;4.86;Bq/kg;0.15876;0.16;1;1.7?0.16
21;Springfields;;CROP;GRS - Grass;2016-08-23;201630870;118S;PU-239+240;1.69;0.00169;1.69;0.0017;0.00011;6.32;Bq/kg;0.00020972;0.00021;1;0.0017?0.00021
1;Sellafield;W/A Commercial;;PLE - European plaice;2016-05-16;201629603;044S;PO-210;1.71;1.71;1.71;1.7;0.075;4.39;Bq/kg;0.147;0.15;1;1.7?0.15
1;Sellafield;Nethertown;;PEE - Edible winkle;2016-07-12;201630405;045S;PB-210;1.73;1.73;1.73;1.7;0.079;4.59;Bq/kg;0.15484;0.15;1;1.7?0.15
1;Sellafield;;ANIMAL_RAVENGLASS;LAM - Lamb muscle;2016-06-13;201629847;10;CS-137;1.77091;1.77091;1.77091;1.8;0.0807;4.5569;Bq/kg;0.158172;0.16;1;1.8?0.16
1;Sellafield;Drigg - Selker;;PLE - European plaice;2016-10-15;201633499;2;CS-137;1.836;1.836;1.836;1.8;0.0815;4.44;Bq/kg;0.15974;0.16;1;1.8?0.16
67;Drigg;;CROP;POT - Potato;2016-08-08;201630735;118S;PU-239+240;1.84;0.00184;1.84;0.0018;0.00012;6.59;Bq/kg;0.00023716;0.00024;1;0.0018?0.00024
1;Sellafield;W/A Commercial;;NEP - Norway lobster;2016-04-22;201629598;2;CS-137;1.845;1.845;1.845;1.8;0.0865;4.69;Bq/kg;0.16954;0.17;1;1.8?0.17
29;Heysham;Morecambe;;USH - Shrimp (unidentified);2016-05-16;201629607;2;CS-137;1.901;1.901;1.901;1.9;0.0878;4.62;Bq/kg;0.172088;0.17;1;1.9?0.17
30;Hartlepool;;HA04;UMK-Unpasteurised Milk;2016-08-15;201630997;079L;C-14;1.91;1.91;1.91;1.9;0.082;4.28;Bq/L;0.16072;0.16;1;1.9?0.16
1;Sellafield;Parton (N);;LBE - European lobster;2016-07-10;201629825;2;AM-241;1.92;1.92;1.92;1.9;0.1152;6;Bq/kg;0.225792;0.23;1;1.9?0.23
67;Drigg;;CROP;POT - Potato;2016-08-08;201630735;118S;AM-241 (chem);1.94;0.00194;1.94;0.0019;0.00009;4.78;Bq/kg;0.00018228;0.00018;1;0.0019?0.00018
1;Sellafield;;SE09;UMK-Unpasteurised Milk;2016-11-01;201632582;120L;I-131;2;0.002;2;0.002;0.00116;58;Bq/L;0.0022736;0.0023;2;0.002?0.0023
1;Sellafield;;SE14;UMK-Unpasteurised Milk;2016-12-19;201634054;120L;I-131;2;0.002;2;0.002;0.00098;49;Bq/L;0.0019208;0.0019;2;0.002?0.0019
14;Wylfa;;CROP;GRS - Grass;2016-08-02;201630677;040S;S-35;2;2;2;2;0.336;16.8;Bq/kg;0.65856;0.66;2;2?0.66
1;Sellafield;;ANIMAL;LLK - Lamb liver & kidney;2016-07-26;201630562;118S;PU-239+240;2.06;0.00206;2.06;0.0021;0.00017;8.46;Bq/kg;0.00034104;0.00034;2;0.0021?0.00034
1;Sellafield;Parton (N);;LBE - European lobster;2016-01-22;201628060;2;AM-241;2.062;2.062;2.062;2.1;0.0926;4.49;Bq/kg;0.181496;0.18;2;2.1?0.18
21;Springfields;Ribble Estuary;;FLE - Flounder (European);2016-07-15;201630873;2;CS-137;2.116;2.116;2.116;2.1;0.116;5.48;Bq/kg;0.22736;0.23;2;2.1?0.23
1;Sellafield;Nethertown;;PEE - Edible winkle;2016-07-12;201630404;2;RU-106;2.127;2.127;2.127;2.1;0.2329;10.95;Bq/kg;0.456484;0.46;2;2.1?0.46
8;Dungeness;PLZ - Fish;;SCE - Escallop;2016-04-15;201630218;003S;PU-239+240;2.14;0.00214;2.14;0.0021;0.0001;4.59;Bq/kg;0.00019208;0.00019;2;0.0021?0.00019
1;Sellafield;Parton;;PEE - Edible winkle;2016-11-03;201633508;045S;PB-210;2.14;2.14;2.14;2.1;0.146;6.81;Bq/kg;0.28616;0.29;2;2.1?0.29
1;Sellafield;;ANIMAL;LLK - Lamb liver & kidney;2016-07-26;201630562;118S;AM-241 (chem);2.14;0.00214;2.14;0.0021;0.00013;5.88;Bq/kg;0.00024696;0.00025;2;0.0021?0.00025
29;Heysham;Morecambe;;FLE - Flounder (European);2016-08-15;201630889;003S;PU-239+240;2.15;0.00215;2.15;0.0022;0.00009;4.36;Bq/kg;0.00018424;0.00018;2;0.0022?0.00018
1;Sellafield;;ANIMAL;LLK - Lamb liver & kidney;2016-07-26;201630563;118S;AM-241 (chem);2.16;0.00216;2.16;0.0022;0.00013;6.14;Bq/kg;0.00026068;0.00026;2;0.0022?0.00026
1;Sellafield;Nethertown;;PEE - Edible winkle;2016-04-12;201629050;2;RU-106;2.194;2.194;2.194;2.2;0.3675;16.75;Bq/kg;0.7203;0.72;2;2.2?0.72
29;Heysham;Morecambe;;FLE - Flounder (European);2016-03-24;201629047;003S;AM-241 (chem);2.2;0.0022;2.2;0.0022;0.00008;3.63;Bq/kg;0.0001568;0.00016;2;0.0022?0.00016
1;Sellafield;Nethertown;;PEE - Edible winkle;2016-10-05;201632003;045S;PB-210;2.2;2.2;2.2;2.2;0.169;7.7;Bq/kg;0.33124;0.33;2;2.2?0.33
29;Heysham;Morecambe;;USH - Shrimp (unidentified);2016-05-16;201629607;003S;PU-238;2.29;0.00229;2.29;0.0023;0.00014;6.09;Bq/kg;0.00027244;0.00027;2;0.0023?0.00027
1;Sellafield;Sellafield Tidal 1;;MUS - Blue (edible) mussel;2016-03-24;201629034;2;AM-241;2.309;2.309;2.309;2.3;0.1055;4.57;Bq/kg;0.20678;0.21;2;2.3?0.21
1;Sellafield;Whitehaven Harbour;;MUS - Blue (edible) mussel;2016-07-07;201630327;045S;PB-210;2.32;2.32;2.32;2.3;0.117;5.06;Bq/kg;0.22932;0.23;2;2.3?0.23
1;Sellafield;Parton (N);;COD - Cod;2016-07-10;201630379;003S;PU-238;2.33;0.00233;2.33;0.0023;0.00017;7.35;Bq/kg;0.00033516;0.00034;2;0.0023?0.00034
29;Heysham;Morecambe;;USH - Shrimp (unidentified);2016-08-08;201630890;2;CS-137;2.339;2.339;2.339;2.3;0.1233;5.27;Bq/kg;0.241668;0.24;2;2.3?0.24
1;Sellafield;Sellafield PLZ;;LBE - European lobster;2016-04-18;201629056;2;AM-241;2.432;2.432;2.432;2.4;0.1218;5.01;Bq/kg;0.238728;0.24;2;2.4?0.24
1;Sellafield;Sellafield PLZ;;CRE - Edible crab;2016-10-10;201632005;031S;PU-241;2.49;2.49;2.49;2.5;0.099;3.96;Bq/kg;0.19404;0.19;2;2.5?0.19
1;Sellafield;Parton (N);;LBE - European lobster;2016-01-22;201628060;003S;CM-243+244;2.56;0.00256;2.56;0.0026;0.00071;27.7;Bq/kg;0.00138964;0.0014;2;0.0026?0.0014
18;Winfrith;Lulworth Ledges;;SCE - Escallop;2016-06-15;201629827;003S;PU-239+240;2.56;0.00256;2.56;0.0026;0.00011;4.3;Bq/kg;0.0002156;0.00022;2;0.0026?0.00022
1;Sellafield;Sellafield Tidal 1;;MUS - Blue (edible) mussel;2016-08-15;201630891;2;AM-241;2.59;2.59;2.59;2.6;0.267;10.31;Bq/kg;0.52332;0.52;2;2.6?0.52
21;Springfields;Ribble Estuary;;USH - Shrimp (unidentified);2016-07-21;201630887;089S;TH-230;2.65;0.00265;2.65;0.0027;0.0015;56.4;Bq/kg;0.0029302;0.0029;2;0.0027?0.0029
29;Heysham;Morecambe;;USH - Shrimp (unidentified);2016-08-08;201630890;003S;PU-238;2.66;0.00266;2.66;0.0027;0.00013;4.7;Bq/kg;0.000245;0.00025;2;0.0027?0.00025
21;Springfields;Ribble Estuary;;MUL - Grey mullet;2016-08-15;201630872;2;CS-137;2.698;2.698;2.698;2.7;0.2048;7.59;Bq/kg;0.401408;0.4;2;2.7?0.4
34;Cardiff;;CROP;GRS - Grass;2016-10-11;201632026;040S;S-35;2.7;2.7;2.7;2.7;0.186;6.89;Bq/kg;0.36456;0.36;2;2.7?0.36
1;Sellafield;;ANIMAL;LLK - Lamb liver & kidney;2016-07-26;201630563;118S;PU-239+240;2.71;0.00271;2.71;0.0027;0.00019;6.87;Bq/kg;0.00036456;0.00036;2;0.0027?0.00036
1;Sellafield;Seascale Area;;CPR - Common prawn;2016-10-10;201632011;003S;PU-238;2.88;0.00288;2.88;0.0029;0.00027;9.34;Bq/kg;0.00052724;0.00053;2;0.0029?0.00053
1;Sellafield;Whitehaven Harbour;;MUS - Blue (edible) mussel;2016-02-11;201628071;045S;PB-210;2.88;2.88;2.88;2.9;0.125;4.34;Bq/kg;0.245;0.25;2;2.9?0.25
1;Sellafield;Nethertown;;PEE - Edible winkle;2016-04-12;201629051;045S;PB-210;2.96;2.96;2.96;3;0.123;4.14;Bq/kg;0.24108;0.24;2;3?0.24
1;Sellafield;;SE08;UMK-Unpasteurised Milk;2016-12-19;201634048;120L;I-131;3;0.003;3;0.003;0.00177;59;Bq/L;0.0034692;0.0035;3;0.003?0.0035
1;Sellafield;;SE09;UMK-Unpasteurised Milk;2016-07-11;201630051;120L;I-131;3;0.003;3;0.003;0.00105;35;Bq/L;0.002058;0.0021;3;0.003?0.0021
1;Sellafield;;SE09;UMK-Unpasteurised Milk;2016-09-19;201631521;120L;I-131;3;0.003;3;0.003;0.0018;60;Bq/L;0.003528;0.0035;3;0.003?0.0035
1;Sellafield;;SE14;UMK-Unpasteurised Milk;2016-11-11;201632586;120L;I-131;3;0.003;3;0.003;0.00105;35;Bq/L;0.002058;0.0021;3;0.003?0.0021
1;Sellafield;;SE14;UMK-Unpasteurised Milk;2016-08-08;201630658;120L;I-131;3;0.003;3;0.003;0.00108;36;Bq/L;0.0021168;0.0021;3;0.003?0.0021
1;Sellafield;;SE14;UMK-Unpasteurised Milk;2016-06-13;201629695;120L;I-131;3;0.003;3;0.003;0.00174;58;Bq/L;0.0034104;0.0034;3;0.003?0.0034
