SITE;SITE_NAME;STATION_NAME;TRAMP_FARM_NAME;DESCRIPTION;DATE_COLLECTED;LABORATORY_SAMPLE_NUMBER;ANALYSIS;NAME;RESULT_UnitsNotAmendedFrom_mbqTo_bq;RESULT_NO_FLAG_UnitsAmendedForRIFE-AllBq's;Result_SFG;RNF_2SG;ACTUAL_ERROR;PERCENTAGE_ERROR;UNIT;ErrorCorrected;EC_2SF;LOD;ResultString
1;Sellafield;;SE14;UMK-Unpasteurised Milk;2016-02-15;201628448;11OB;OBT;3;3;3;3;;;Bq/L;0;0;3;3?0
1;Sellafield;;CROP;MSH - Mushroom;2016-08-15;201630866;118S;PU-238;3.05;0.00305;3.05;0.0031;0.00019;6.37;Bq/kg;0.00038024;0.00038;3;0.0031?0.00038
1;Sellafield;;CROP;GRS - Grass;2016-08-09;201630865;004S;SR-90;3.09;3.09;3.09;3.1;0.071;2.31;Bq/kg;0.13916;0.14;3;3.1?0.14
1;Sellafield;;ANIMAL;CLV - Cattle liver;2016-10-13;201632032;118S;PU-239+240;3.13;0.00313;3.13;0.0031;0.00021;6.71;Bq/kg;0.0004116;0.00041;3;0.0031?0.00041
21;Springfields;;CROP;GRS - Grass;2016-08-23;201630870;118S;AM-241 (chem);3.29;0.00329;3.29;0.0033;0.00013;3.88;Bq/kg;0.00025088;0.00025;3;0.0033?0.00025
1;Sellafield;Sellafield PLZ;;LBE - European lobster;2016-10-10;201632008;2;AM-241;3.307;3.307;3.307;3.3;0.2894;8.75;Bq/kg;0.567224;0.57;3;3.3?0.57
1;Sellafield;Sellafield Tidal 2;;PEE - Edible winkle;2016-03-24;201629044;2;CS-137;3.319;3.319;3.319;3.3;0.143;4.31;Bq/kg;0.28028;0.28;3;3.3?0.28
14;Wylfa;PLZ Offshore;;LBE - European lobster;2016-05-03;201629190;003S;PU-238;3.32;0.00332;3.32;0.0033;0.00027;8.04;Bq/kg;0.00052332;0.00052;3;0.0033?0.00052
1;Sellafield;Nethertown;;PEE - Edible winkle;2016-10-05;201632002;2;CS-137;3.326;3.326;3.326;3.3;0.1663;5;Bq/kg;0.325948;0.33;3;3.3?0.33
1;Sellafield;Drigg - Selker;;PLE - European plaice;2016-07-01;201633501;007S;TC-99;3.38;3.38;3.38;3.4;0.187;5.54;Bq/kg;0.36652;0.37;3;3.4?0.37
1;Sellafield;;ANIMAL;CLV - Cattle liver;2016-10-13;201632032;118S;AM-241 (chem);3.44;0.00344;3.44;0.0034;0.00019;5.42;Bq/kg;0.00036456;0.00036;3;0.0034?0.00036
29;Heysham;Morecambe;;FLE - Flounder (European);2016-08-15;201630889;2;CS-137;3.45;3.45;3.45;3.5;0.167;4.84;Bq/kg;0.32732;0.33;3;3.5?0.33
1;Sellafield;Parton (N);;COD - Cod;2016-01-22;201628066;2;CS-137;3.477;3.477;3.477;3.5;0.153;4.4;Bq/kg;0.29988;0.3;3;3.5?0.3
1;Sellafield;Sellafield Tidal 2;;PEE - Edible winkle;2016-03-24;201629044;2;AM-241;3.565;3.565;3.565;3.6;0.164;4.6;Bq/kg;0.32144;0.32;3;3.6?0.32
1;Sellafield;Nethertown;;PEE - Edible winkle;2016-02-16;201628072;2;CS-137;3.597;3.597;3.597;3.6;0.1525;4.24;Bq/kg;0.2989;0.3;3;3.6?0.3
1;Sellafield;Parton;;PEE - Edible winkle;2016-11-03;201633506;2;RU-106;3.608;3.608;3.608;3.6;0.3987;11.05;Bq/kg;0.781452;0.78;3;3.6?0.78
30;Hartlepool;;HA04;UMK-Unpasteurised Milk;2016-11-15;201633919;079L;C-14;3.61;3.61;3.61;3.6;0.167;4.62;Bq/L;0.32732;0.33;3;3.6?0.33
1;Sellafield;W/A Commercial;;PLE - European plaice;2016-07-01;201630403;007S;TC-99;3.61;3.61;3.61;3.6;0.193;5.35;Bq/kg;0.37828;0.38;3;3.6?0.38
1;Sellafield;Parton;;PEE - Edible winkle;2016-03-15;201629031;045S;PB-210;3.66;3.66;3.66;3.7;0.165;4.51;Bq/kg;0.3234;0.32;3;3.7?0.32
1;Sellafield;W/A Commercial;;COD - Cod;2016-10-10;201633509;2;CS-137;3.665;3.665;3.665;3.7;0.1543;4.21;Bq/kg;0.302428;0.3;3;3.7?0.3
1;Sellafield;W/A Commercial;;COD - Cod;2016-03-06;201629021;2;CS-137;3.716;3.716;3.716;3.7;0.1717;4.62;Bq/kg;0.336532;0.34;3;3.7?0.34
21;Springfields;;ANIMAL;WGN - Widgeon;2016-02-06;201629059;052S;TH-232;3.79;0.00379;3.79;0.0038;0.00087;23;Bq/kg;0.00170912;0.0017;3;0.0038?0.0017
18;Winfrith;;CROP;GRS - Grass;2016-07-05;201629986;079S;C-14;3.8;3.8;3.8;3.8;0.174;4.57;Bq/kg;0.34104;0.34;3;3.8?0.34
1;Sellafield;Parton (N);;COD - Cod;2016-07-10;201630379;2;CS-137;3.922;3.922;3.922;3.9;0.1859;4.74;Bq/kg;0.364364;0.36;3;3.9?0.36
1;Sellafield;Parton;;PEE - Edible winkle;2016-11-03;201633506;2;CS-137;3.951;3.951;3.951;4;0.1821;4.61;Bq/kg;0.356916;0.36;3;4?0.36
32;Amersham;;AM07;UMK-Unpasteurised Milk;2016-11-11;201632588;120L;I-131;4;0.004;4;0.004;0.00216;54;Bq/L;0.0042336;0.0042;4;0.004?0.0042
1;Sellafield;;SE14;UMK-Unpasteurised Milk;2013-04-08;2013002016;120L;I-131;4;0.004;4;0.004;0.004;100;Bq/L;0.00784;0.0078;4;0.004?0.0078
1;Sellafield;;SE08;UMK-Unpasteurised Milk;2016-10-17;201632082;120L;I-131;4;0.004;4;0.004;0.00184;46;Bq/L;0.0036064;0.0036;4;0.004?0.0036
1;Sellafield;;SE08;UMK-Unpasteurised Milk;2016-12-12;201633976;120L;I-131;4;0.004;4;0.004;0.00188;47;Bq/L;0.0036848;0.0037;4;0.004?0.0037
1;Sellafield;;SE08;UMK-Unpasteurised Milk;2016-07-04;201629958;120L;I-131;4;0.004;4;0.004;0.0022;55;Bq/L;0.004312;0.0043;4;0.004?0.0043
1;Sellafield;;SE09;UMK-Unpasteurised Milk;2016-07-25;201630434;120L;I-131;4;0.004;4;0.004;0.00184;46;Bq/L;0.0036064;0.0036;4;0.004?0.0036
1;Sellafield;;SE14;UMK-Unpasteurised Milk;2016-05-02;201629170;120L;I-131;4;0.004;4;0.004;0.00104;26;Bq/L;0.0020384;0.002;4;0.004?0.002
1;Sellafield;;SE14;UMK-Unpasteurised Milk;2016-10-24;201632550;120L;I-131;4;0.004;4;0.004;0.00112;28;Bq/L;0.0021952;0.0022;4;0.004?0.0022
1;Sellafield;;SE14;UMK-Unpasteurised Milk;2016-12-05;201633903;120L;I-131;4;0.004;4;0.004;0.00212;53;Bq/L;0.0041552;0.0042;4;0.004?0.0042
1;Sellafield;;SE14;UMK-Unpasteurised Milk;2016-11-08;201633384;120L;I-131;4;0.004;4;0.004;0.00216;54;Bq/L;0.0042336;0.0042;4;0.004?0.0042
1;Sellafield;;SE14;UMK-Unpasteurised Milk;2016-09-26;201631622;120L;I-131;4;0.004;4;0.004;0.0022;55;Bq/L;0.004312;0.0043;4;0.004?0.0043
1;Sellafield;;SE14;UMK-Unpasteurised Milk;2016-07-11;201630055;120L;I-131;4;0.004;4;0.004;0.00224;56;Bq/L;0.0043904;0.0044;4;0.004?0.0044
1;Sellafield;;ANIMAL_DRIGG;LLK - Lamb liver & kidney;2016-10-13;201632573;118S;PU-238;4.21;0.00421;4.21;0.0042;0.00026;6.05;Bq/kg;0.0004998;0.0005;4;0.0042?0.0005
1;Sellafield;W/A Commercial;;PLE - European plaice;2016-05-16;201629601;003S;PU-239+240;4.31;0.00431;4.31;0.0043;0.00028;6.58;Bq/kg;0.00055664;0.00056;4;0.0043?0.00056
1;Sellafield;Nethertown;;PEE - Edible winkle;2016-04-12;201629050;004S;SR-90;4.35;4.35;4.35;4.4;0.104;2.38;Bq/kg;0.20384;0.2;4;4.4?0.2
1;Sellafield;Parton (N);;COD - Cod;2016-01-22;201628066;003S;PU-239+240;4.37;0.00437;4.37;0.0044;0.00019;4.43;Bq/kg;0.00038024;0.00038;4;0.0044?0.00038
1;Sellafield;Parton (N);;CRE - Edible crab;2016-07-01;201630384;007S;TC-99;4.38;4.38;4.38;4.4;0.254;5.79;Bq/kg;0.49784;0.5;4;4.4?0.5
1;Sellafield;Parton;;PEE - Edible winkle;2016-03-15;201629029;2;CS-137;4.427;4.427;4.427;4.4;0.1992;4.5;Bq/kg;0.390432;0.39;4;4.4?0.39
1;Sellafield;W/A Commercial;;COD - Cod;2016-10-10;201633509;003S;PU-238;4.48;0.00448;4.48;0.0045;0.00021;4.76;Bq/kg;0.00041748;0.00042;4;0.0045?0.00042
1;Sellafield;Sellafield PLZ;;LBE - European lobster;2016-04-18;201629056;003S;CM-243+244;4.53;0.00453;4.53;0.0045;0.00227;50;Bq/kg;0.0044394;0.0044;4;0.0045?0.0044
29;Heysham;Morecambe;;FLE - Flounder (European);2016-03-24;201629047;2;CS-137;4.532;4.532;4.532;4.5;0.1799;3.97;Bq/kg;0.352604;0.35;4;4.5?0.35
1;Sellafield;Sellafield PLZ;;CRE - Edible crab;2016-10-10;201632007;007S;TC-99;4.55;4.55;4.55;4.6;0.246;5.41;Bq/kg;0.48216;0.48;4;4.6?0.48
1;Sellafield;Nethertown;;PEE - Edible winkle;2016-07-12;201630404;2;CS-137;4.564;4.564;4.564;4.6;0.199;4.36;Bq/kg;0.39004;0.39;4;4.6?0.39
33;Capenhurst;Wirral Shrimp;;USH - Shrimp (unidentified);2016-09-01;201632014;003S;PU-239+240;4.59;0.00459;4.59;0.0046;0.00017;3.69;Bq/kg;0.00033124;0.00033;4;0.0046?0.00033
29;Heysham;Morecambe;;FLE - Flounder (European);2016-08-15;201630889;003S;AM-241 (chem);4.77;0.00477;4.77;0.0048;0.00016;3.41;Bq/kg;0.00031948;0.00032;4;0.0048?0.00032
29;Heysham;;CROP;GRS - Grass;2016-08-23;201630868;040S;S-35;4.8;4.8;4.8;4.8;0.528;11;Bq/kg;1.03488;1;4;4.8?1
1;Sellafield;;SE08;UMK-Unpasteurised Milk;2016-06-13;201629689;120L;I-131;5;0.005;5;0.005;0.00185;37;Bq/L;0.003626;0.0036;5;0.005?0.0036
1;Sellafield;;SE08;UMK-Unpasteurised Milk;2016-07-25;201630432;120L;I-131;5;0.005;5;0.005;0.0019;38;Bq/L;0.003724;0.0037;5;0.005?0.0037
1;Sellafield;;SE08;UMK-Unpasteurised Milk;2016-09-05;201630983;120L;I-131;5;0.005;5;0.005;0.00195;39;Bq/L;0.003822;0.0038;5;0.005?0.0038
1;Sellafield;;SE08;UMK-Unpasteurised Milk;2016-08-22;201630839;120L;I-131;5;0.005;5;0.005;0.00195;39;Bq/L;0.003822;0.0038;5;0.005?0.0038
1;Sellafield;;SE08;UMK-Unpasteurised Milk;2016-11-21;201633649;120L;I-131;5;0.005;5;0.005;0.002;40;Bq/L;0.00392;0.0039;5;0.005?0.0039
1;Sellafield;;SE08;UMK-Unpasteurised Milk;2016-09-12;201631059;120L;I-131;5;0.005;5;0.005;0.00215;43;Bq/L;0.004214;0.0042;5;0.005?0.0042
1;Sellafield;;SE09;UMK-Unpasteurised Milk;2016-05-23;201629499;120L;I-131;5;0.005;5;0.005;0.0028;56;Bq/L;0.005488;0.0055;5;0.005?0.0055
1;Sellafield;;SE11;UMK-Unpasteurised Milk;2016-02-15;201627911;120L;I-131;5;0.005;5;0.005;0.0029;58;Bq/L;0.005684;0.0057;5;0.005?0.0057
1;Sellafield;;SE14;UMK-Unpasteurised Milk;2016-07-25;201630438;120L;I-131;5;0.005;5;0.005;0.00185;37;Bq/L;0.003626;0.0036;5;0.005?0.0036
1;Sellafield;;SE14;UMK-Unpasteurised Milk;2016-11-21;201633655;120L;I-131;5;0.005;5;0.005;0.0019;38;Bq/L;0.003724;0.0037;5;0.005?0.0037
1;Sellafield;;SE14;UMK-Unpasteurised Milk;2016-06-19;201629795;120L;I-131;5;0.005;5;0.005;0.002;40;Bq/L;0.00392;0.0039;5;0.005?0.0039
1;Sellafield;;SE14;UMK-Unpasteurised Milk;2016-10-03;201631850;120L;I-131;5;0.005;5;0.005;0.00215;43;Bq/L;0.004214;0.0042;5;0.005?0.0042
1;Sellafield;;SE20;UMK-Unpasteurised Milk;2016-07-01;201634167;029L;I-129;5;0.005;5;0.005;0.002;40;Bq/L;0.00392;0.0039;5;0.005?0.0039
1;Sellafield;W/A Commercial;;PLE - European plaice;2016-07-10;201630401;003S;PU-239+240;5.22;0.00522;5.22;0.0052;0.0004;7.57;Bq/kg;0.0007742;0.00077;5;0.0052?0.00077
30;Hartlepool;South Gare;;PEE - Edible winkle;2016-07-01;201632028;003S;AM-241 (chem);5.37;0.00537;5.37;0.0054;0.00028;5.15;Bq/kg;0.00054292;0.00054;5;0.0054?0.00054
67;Drigg;;DR02;UMK-Unpasteurised Milk;2016-08-15;201631536;079L;C-14;5.52;5.52;5.52;5.5;0.244;4.42;Bq/L;0.47824;0.48;5;5.5?0.48
1;Sellafield;Drigg - Selker;;PLE - European plaice;2016-05-16;201629604;003S;PU-239+240;5.52;0.00552;5.52;0.0055;0.00024;4.31;Bq/kg;0.00046648;0.00047;5;0.0055?0.00047
13;Trawsfynydd;;CROP;GRS - Grass;2016-08-01;201630680;118S;PU-239+240;5.59;0.00559;5.59;0.0056;0.00022;3.89;Bq/kg;0.00042532;0.00043;5;0.0056?0.00043
1;Sellafield;Ravenglass Area;;MUS - Blue (edible) mussel;2016-11-04;201633512;2;RU-106;5.859;5.859;5.859;5.9;0.3808;6.5;Bq/kg;0.746368;0.75;5;5.9?0.75
1;Sellafield;Seascale Area;;CPR - Common prawn;2016-02-27;201629020;003S;PU-238;5.87;0.00587;5.87;0.0059;0.00033;5.62;Bq/kg;0.0006468;0.00065;5;0.0059?0.00065
34;Cardiff;;CD14;UMK-Unpasteurised Milk;2016-11-20;201633658;079L;C-14;5.96;5.96;5.96;6;0.284;4.77;Bq/L;0.55664;0.56;5;6?0.56
1;Sellafield;;SE08;UMK-Unpasteurised Milk;2016-07-18;201630221;120L;I-131;6;0.006;6;0.006;0.00192;32;Bq/L;0.0037632;0.0038;6;0.006?0.0038
1;Sellafield;;SE08;UMK-Unpasteurised Milk;2016-08-29;201630907;120L;I-131;6;0.006;6;0.006;0.00192;32;Bq/L;0.0037632;0.0038;6;0.006?0.0038
1;Sellafield;;SE08;UMK-Unpasteurised Milk;2016-11-08;201633378;120L;I-131;6;0.006;6;0.006;0.00192;32;Bq/L;0.0037632;0.0038;6;0.006?0.0038
1;Sellafield;;SE08;UMK-Unpasteurised Milk;2016-11-01;201632580;120L;I-131;6;0.006;6;0.006;0.00198;33;Bq/L;0.0038808;0.0039;6;0.006?0.0039
1;Sellafield;;SE08;UMK-Unpasteurised Milk;2016-02-08;201627826;120L;I-131;6;0.006;6;0.006;0.00198;33;Bq/L;0.0038808;0.0039;6;0.006?0.0039
1;Sellafield;;SE08;UMK-Unpasteurised Milk;2016-12-05;201633897;120L;I-131;6;0.006;6;0.006;0.00198;33;Bq/L;0.0038808;0.0039;6;0.006?0.0039
1;Sellafield;;SE08;UMK-Unpasteurised Milk;2016-06-27;201629880;120L;I-131;6;0.006;6;0.006;0.00216;36;Bq/L;0.0042336;0.0042;6;0.006?0.0042
1;Sellafield;;SE08;UMK-Unpasteurised Milk;2016-10-10;201631946;120L;I-131;6;0.006;6;0.006;0.00282;47;Bq/L;0.0055272;0.0055;6;0.006?0.0055
1;Sellafield;;SE09;UMK-Unpasteurised Milk;2016-09-12;201631061;120L;I-131;6;0.006;6;0.006;0.00216;36;Bq/L;0.0042336;0.0042;6;0.006?0.0042
1;Sellafield;;SE09;UMK-Unpasteurised Milk;2016-06-27;201629882;120L;I-131;6;0.006;6;0.006;0.00216;36;Bq/L;0.0042336;0.0042;6;0.006?0.0042
1;Sellafield;;SE14;UMK-Unpasteurised Milk;2016-09-12;201631065;120L;I-131;6;0.006;6;0.006;0.0021;35;Bq/L;0.004116;0.0041;6;0.006?0.0041
1;Sellafield;;SE14;UMK-Unpasteurised Milk;2016-06-27;201629886;120L;I-131;6;0.006;6;0.006;0.00216;36;Bq/L;0.0042336;0.0042;6;0.006?0.0042
1;Sellafield;;SE14;UMK-Unpasteurised Milk;2016-01-04;201627370;120L;I-131;6;0.006;6;0.006;0.00222;37;Bq/L;0.0043512;0.0044;6;0.006?0.0044
1;Sellafield;;SE22;UMK-Unpasteurised Milk;2016-07-01;201634168;029L;I-129;6;0.006;6;0.006;0.00204;34;Bq/L;0.0039984;0.004;6;0.006?0.004
14;Wylfa;;WY02;UMK-Unpasteurised Milk;2016-08-15;201631511;079L;C-14;6.01;6.01;6.01;6;0.274;4.56;Bq/L;0.53704;0.54;6;6?0.54
1;Sellafield;Sellafield Tidal 1;;MUS - Blue (edible) mussel;2016-03-24;201629034;031S;PU-241;6.12;6.12;6.12;6.1;0.151;2.46;Bq/kg;0.29596;0.3;6;6.1?0.3
21;Springfields;;ANIMAL;WGN - Widgeon;2016-02-06;201629059;118S;PU-239+240;6.23;0.00623;6.23;0.0062;0.00026;4.22;Bq/kg;0.00051548;0.00052;6;0.0062?0.00052
12;Sizewell;R Alde - Martello Tower;;MUS - Blue (edible) mussel;2016-05-09;201629192;003S;AM-241 (chem);6.4;0.0064;6.4;0.0064;0.00031;4.8;Bq/kg;0.00060172;0.0006;6;0.0064?0.0006
21;Springfields;Ribble Estuary;;USH - Shrimp (unidentified);2016-07-21;201630887;003S;PU-239+240;6.52;0.00652;6.52;0.0065;0.00024;3.66;Bq/kg;0.00046844;0.00047;6;0.0065?0.00047
1;Sellafield;Seascale Area;;CPR - Common prawn;2016-02-27;201629043;044S;PO-210;6.54;6.54;6.54;6.5;0.249;3.81;Bq/kg;0.48804;0.49;6;6.5?0.49
1;Sellafield;;ANIMAL_RAVENGLASS;LAM - Lamb muscle;2016-06-13;201629846;10;CS-137;6.55037;6.55037;6.55037;6.6;0.2879;4.3946;Bq/kg;0.564284;0.56;6;6.6?0.56
1;Sellafield;Nethertown;;PEE - Edible winkle;2016-10-05;201632002;2;RU-106;6.692;6.692;6.692;6.7;0.9375;14.01;Bq/kg;1.8375;1.8;6;6.7?1.8
67;Drigg;;DR02;UMK-Unpasteurised Milk;2016-02-15;201628381;029L;I-129;7;0.007;7;0.007;0.00301;43;Bq/L;0.0058996;0.0059;7;0.007?0.0059
67;Drigg;;RV09;UMK-Unpasteurised Milk;2016-11-15;201633996;029L;I-129;7;0.007;7;0.007;0.00301;43;Bq/L;0.0058996;0.0059;7;0.007?0.0059
1;Sellafield;W/A Commercial;;COD - Cod;2016-03-06;201629021;003S;PU-239+240;7;0.007;7;0.007;0.00023;3.24;Bq/kg;0.00044492;0.00044;7;0.007?0.00044
1;Sellafield;;SE08;UMK-Unpasteurised Milk;2016-06-06;201629618;120L;I-131;7;0.007;7;0.007;0.0042;60;Bq/L;0.008232;0.0082;7;0.007?0.0082
1;Sellafield;;SE11;UMK-Unpasteurised Milk;2016-02-01;201627615;120L;I-131;7;0.007;7;0.007;0.00301;43;Bq/L;0.0058996;0.0059;7;0.007?0.0059
1;Sellafield;;SE14;UMK-Unpasteurised Milk;2016-08-22;201630845;120L;I-131;7;0.007;7;0.007;0.00196;28;Bq/L;0.0038416;0.0038;7;0.007?0.0038
1;Sellafield;;SE14;UMK-Unpasteurised Milk;2016-08-29;201630913;120L;I-131;7;0.007;7;0.007;0.00203;29;Bq/L;0.0039788;0.004;7;0.007?0.004
1;Sellafield;;SE14;UMK-Unpasteurised Milk;2016-07-04;201629964;120L;I-131;7;0.007;7;0.007;0.00203;29;Bq/L;0.0039788;0.004;7;0.007?0.004
1;Sellafield;;SE14;UMK-Unpasteurised Milk;2016-10-10;201631952;120L;I-131;7;0.007;7;0.007;0.0021;30;Bq/L;0.004116;0.0041;7;0.007?0.0041
1;Sellafield;Whitehaven Harbour;;MUS - Blue (edible) mussel;2016-02-11;201628069;2;AM-241;7.122;7.122;7.122;7.1;0.307;4.31;Bq/kg;0.60172;0.6;7;7.1?0.6
1;Sellafield;Sellafield Tidal 1;;MUS - Blue (edible) mussel;2016-08-15;201630891;031S;PU-241;7.23;7.23;7.23;7.2;0.239;3.31;Bq/kg;0.46844;0.47;7;7.2?0.47
30;Hartlepool;South Gare;;PEE - Edible winkle;2016-03-10;201629024;044S;PO-210;7.26;7.26;7.26;7.3;0.295;4.07;Bq/kg;0.5782;0.58;7;7.3?0.58
12;Sizewell;R Alde - Martello Tower;;MUS - Blue (edible) mussel;2016-05-09;201629192;003S;PU-239+240;7.49;0.00749;7.49;0.0075;0.00024;3.25;Bq/kg;0.00047628;0.00048;7;0.0075?0.00048
1;Sellafield;;ANIMAL;RAB - Rabbit;2016-10-17;201632574;10;CS-137;7.52136;7.52136;7.52136;7.5;0.3246;4.3154;Bq/kg;0.636216;0.64;7;7.5?0.64
1;Sellafield;Parton;;PEE - Edible winkle;2016-03-15;201629031;044S;PO-210;7.54;7.54;7.54;7.5;0.275;3.65;Bq/kg;0.539;0.54;7;7.5?0.54
1;Sellafield;;SE22;UMK-Unpasteurised Milk;2016-08-15;201631613;079L;C-14;7.62;7.62;7.62;7.6;0.361;4.74;Bq/L;0.70756;0.71;7;7.6?0.71
1;Sellafield;Sellafield PLZ;;LBE - European lobster;2016-10-10;201632008;003S;CM-243+244;7.66;0.00766;7.66;0.0077;0.00384;50.1;Bq/kg;0.00752248;0.0075;7;0.0077?0.0075
77;South Mercia;;SM02;UMK-Unpasteurised Milk;2016-06-09;201630497;079L;C-14;7.66;7.66;7.66;7.7;0.355;4.63;Bq/L;0.6958;0.7;7;7.7?0.7
9;Hinkley;Stert, Stolford;;OYG - Pacific oyster;2016-03-09;201628201;068S;C-14(N);7.68;7.68;7.68;7.7;;;Bq/kg;;0;7;7.7?0
1;Sellafield;;GRASS,SILAGE,SOIL;SOI - Soil;2016-08-15;201630864;004S;SR-90;7.72;7.72;7.72;7.7;0.235;3.04;Bq/kg;0.4606;0.46;7;7.7?0.46
33;Capenhurst;Liverpool Bay;;MUS - Blue (edible) mussel;2016-01-05;201627416;2;K-40;7.73;7.73;7.73;7.7;1.7222;22.28;Bq/kg;3.375512;3.4;7;7.7?3.4
28;Devonport;R. Lynher;;MUS - Blue (edible) mussel;2016-08-19;201630961;2;K-40;7.754;7.754;7.754;7.8;1.2135;15.65;Bq/kg;2.37846;2.4;7;7.8?2.4
1;Sellafield;;CROP;BKE - Blackberries;2016-08-30;201631011;011S;H-3;7.76;7.76;7.76;7.8;4.408;56.8;Bq/kg;8.63968;8.6;7;7.8?8.6
1;Sellafield;;CROP;BKE - Blackberries;2016-08-30;201631011;11B;OBT;7.76;7.76;7.76;7.8;4.408;56.8;Bq/kg;8.63968;8.6;7;7.8?8.6
1;Sellafield;Drigg - Selker;;PLE - European plaice;2016-10-15;201633499;003S;PU-239+240;7.83;0.00783;7.83;0.0078;0.00034;4.39;Bq/kg;0.00067424;0.00067;7;0.0078?0.00067
30;Hartlepool;South Gare;;PEE - Edible winkle;2016-07-01;201632028;003S;PU-239+240;7.84;0.00784;7.84;0.0078;0.00032;4.03;Bq/kg;0.00061936;0.00062;7;0.0078?0.00062
12;Sizewell;;SI91;UMK-Unpasteurised Milk;2016-08-15;201631633;011C;H-3;7.85;7.85;7.85;7.9;4.56;58.09;Bq/L;8.9376;8.9;7;7.9?8.9
34;Cardiff;;CD04;UMK-Unpasteurised Milk;2016-09-15;201631528;079L;C-14;7.97;7.97;7.97;8;0.382;4.79;Bq/L;0.74872;0.75;7;8?0.75
1;Sellafield;;SE08;UMK-Unpasteurised Milk;2016-11-29;201633803;120L;I-131;8;0.008;8;0.008;0.00192;24;Bq/L;0.0037632;0.0038;8;0.008?0.0038
1;Sellafield;;SE08;UMK-Unpasteurised Milk;2016-08-15;201630746;120L;I-131;8;0.008;8;0.008;0.002;25;Bq/L;0.00392;0.0039;8;0.008?0.0039
1;Sellafield;;SE08;UMK-Unpasteurised Milk;2016-01-25;201627548;120L;I-131;8;0.008;8;0.008;0.00392;49;Bq/L;0.0076832;0.0077;8;0.008?0.0077
1;Sellafield;;SE09;UMK-Unpasteurised Milk;2016-08-15;201631649;029L;I-129;8;0.008;8;0.008;0.004;50;Bq/L;0.00784;0.0078;8;0.008?0.0078
1;Sellafield;;SE11;UMK-Unpasteurised Milk;2016-06-06;201629622;120L;I-131;8;0.008;8;0.008;0.00304;38;Bq/L;0.0059584;0.006;8;0.008?0.006
1;Sellafield;;SE11;UMK-Unpasteurised Milk;2016-01-11;201627431;120L;I-131;8;0.008;8;0.008;0.00416;52;Bq/L;0.0081536;0.0082;8;0.008?0.0082
1;Sellafield;;SE14;UMK-Unpasteurised Milk;2016-02-22;201628027;120L;I-131;8;0.008;8;0.008;0.00296;37;Bq/L;0.0058016;0.0058;8;0.008?0.0058
1;Sellafield;;GRASS,SILAGE,SOIL;SOI - Soil;2016-08-15;201630864;10;AM-241;8.016;8.016;8.016;8;0.715;8.92;Bq/kg;1.4014;1.4;8;8?1.4
1;Sellafield;Sellafield Distance South;;MUS - Blue (edible) mussel;2016-07-01;201630638;003S;AM-241 (chem);8.06;0.00806;8.06;0.0081;0.00031;3.8;Bq/kg;0.00059976;0.0006;8;0.0081?0.0006
1;Sellafield;Ravenglass Area;;MUS - Blue (edible) mussel;2016-03-01;201629026;003S;CM-243+244;8.29;0.00829;8.29;0.0083;0.00479;57.8;Bq/kg;0.00939232;0.0094;8;0.0083?0.0094
7;Bradwell;;CROP;CAB - Cabbage;2016-03-10;201628331;11CB;H-3;8.36;8.36;8.36;8.4;4.096;49;Bq/kg;8.02816;8;8;8.4?8
1;Sellafield;Whitehaven Harbour;;MUS - Blue (edible) mussel;2016-07-07;201629824;2;AM-241;8.43;8.43;8.43;8.4;0.392;4.65;Bq/kg;0.76832;0.77;8;8.4?0.77
1;Sellafield;Parton (N);;COD - Cod;2016-01-22;201628066;003S;AM-241 (chem);8.48;0.00848;8.48;0.0085;0.00025;2.97;Bq/kg;0.00049392;0.00049;8;0.0085?0.00049
30;Hartlepool;South Gare;;PEE - Edible winkle;2016-08-19;201631593;044S;PO-210;8.53;8.53;8.53;8.5;0.207;2.43;Bq/kg;0.40572;0.41;8;8.5?0.41
1;Sellafield;;ANIMAL_RAVENGLASS;CAK - Cattle kidney;2016-06-13;201629844;079S;C-14;8.56;8.56;8.56;8.6;0.407;4.75;Bq/kg;0.79772;0.8;8;8.6?0.8
1;Sellafield;W/A Commercial;;PLE - European plaice;2016-05-16;201629601;003S;AM-241 (chem);8.73;0.00873;8.73;0.0087;0.00043;4.89;Bq/kg;0.00083692;0.00084;8;0.0087?0.00084
1;Sellafield;Sellafield Tidal 2;;COC - Common cockle;2016-08-15;201630904;044S;PO-210;8.8;8.8;8.8;8.8;0.365;4.15;Bq/kg;0.7154;0.72;8;8.8?0.72
1;Sellafield;Ravenglass Area;;MUS - Blue (edible) mussel;2016-11-04;201633512;2;AM-241;8.834;8.834;8.834;8.8;0.3887;4.4;Bq/kg;0.761852;0.76;8;8.8?0.76
1;Sellafield;;SE08;UMK-Unpasteurised Milk;2016-11-15;201634093;029L;I-129;9;0.009;9;0.009;0.00504;56;Bq/L;0.0098784;0.0099;9;0.009?0.0099
1;Sellafield;;SE08;UMK-Unpasteurised Milk;2016-10-24;201632544;120L;I-131;9;0.009;9;0.009;0.00297;33;Bq/L;0.0058212;0.0058;9;0.009?0.0058
1;Sellafield;;SE08;UMK-Unpasteurised Milk;2016-02-15;201627907;120L;I-131;9;0.009;9;0.009;0.00315;35;Bq/L;0.006174;0.0062;9;0.009?0.0062
