Geom;P_ANNOTATION_LBL_ID
"{""type"": ""LineString"", ""coordinates"": [[-123.15239379584423, 49.27004640940449], [-123.15238954150779, 49.270227218498825], [-123.15187746010572, 49.27021887954951]]}";__FJ7KXM
"{""type"": ""LineString"", ""coordinates"": [[-123.15216479797495, 49.27133482345941], [-123.15134546469298, 49.271326436610046]]}";__FJ7KXO
"{""type"": ""LineString"", ""coordinates"": [[-123.14912790784665, 49.27012354978161], [-123.14885984124393, 49.27011985660747]]}";__FJ7KXU
"{""type"": ""LineString"", ""coordinates"": [[-123.14881068583222, 49.269549174585194], [-123.14830893955329, 49.2695421827763]]}";__FJ7KXW
"{""type"": ""LineString"", ""coordinates"": [[-123.14978046525054, 49.269546995020754], [-123.14946428726441, 49.26954247508187]]}";__FJ7KXX
"{""type"": ""LineString"", ""coordinates"": [[-123.14604616594342, 49.269491129831906], [-123.14581796698285, 49.269487379202324]]}";__FJ7KY2
"{""type"": ""LineString"", ""coordinates"": [[-123.15013230444126, 49.268397410607975], [-123.1500285133363, 49.268394397102774]]}";__FJ7KYC
"{""type"": ""LineString"", ""coordinates"": [[-123.14776336221186, 49.26776499844228], [-123.14727124641563, 49.267759330099636]]}";__FJ7KYJ
"{""type"": ""LineString"", ""coordinates"": [[-123.14608739543986, 49.2683333955085], [-123.1459870478141, 49.26833262281932]]}";__FJ7KYM
"{""type"": ""LineString"", ""coordinates"": [[-123.14479346975591, 49.267715722637774], [-123.14468418737036, 49.26771451025362]]}";__FJ7KYN
"{""type"": ""LineString"", ""coordinates"": [[-123.15501193354406, 49.26420499487893], [-123.15466005153583, 49.26420008730058]]}";__FJ7KYX
"{""type"": ""LineString"", ""coordinates"": [[-123.15263604262273, 49.26504924580842], [-123.15248003305365, 49.2650481025186]]}";__FJ7KZ2
"{""type"": ""LineString"", ""coordinates"": [[-123.15452996416873, 49.26697528223112], [-123.1542997241717, 49.26697469041078]]}";__FJ7KZ9
"{""type"": ""LineString"", ""coordinates"": [[-123.1535080353438, 49.266110865091356], [-123.15308808567511, 49.26610557538591]]}";__FJ7KZE
"{""type"": ""LineString"", ""coordinates"": [[-123.15175510543523, 49.26620405027253], [-123.15162589280438, 49.266201971109304]]}";__FJ7KZH
"{""type"": ""LineString"", ""coordinates"": [[-123.14888043981091, 49.26580034336767], [-123.14834780892846, 49.265794740808175]]}";__FJ7KZS
"{""type"": ""LineString"", ""coordinates"": [[-123.14890819873226, 49.26452838550436], [-123.14859136559288, 49.26452384603738], [-123.14860029682367, 49.264294007014705]]}";__FJ7KZW
"{""type"": ""LineString"", ""coordinates"": [[-123.14787577595445, 49.26401204629506], [-123.14749229826367, 49.264007598086444]]}";__FJ7KZZ
"{""type"": ""LineString"", ""coordinates"": [[-123.13452257326063, 49.27200608221004], [-123.13547877756052, 49.27277173330523]]}";__FJ7L04
"{""type"": ""LineString"", ""coordinates"": [[-123.14061683827546, 49.26940577201637], [-123.14050961417911, 49.26940455317813]]}";__FJ7L08
"{""type"": ""LineString"", ""coordinates"": [[-123.14389380290719, 49.26918347798587], [-123.14377469676474, 49.26918028004029]]}";__FJ7L0L
"{""type"": ""LineString"", ""coordinates"": [[-123.13462067636623, 49.26913324401896], [-123.13487234552244, 49.269175227958364]]}";__FJ7L14
"{""type"": ""LineString"", ""coordinates"": [[-123.14231631949653, 49.26741523926856], [-123.14221116671683, 49.26741582749454]]}";__FJ7L1R
"{""type"": ""LineString"", ""coordinates"": [[-123.13808924655551, 49.26314453382424], [-123.13808346313428, 49.26328846406676]]}";__FJ7L23
"{""type"": ""LineString"", ""coordinates"": [[-123.13803776023504, 49.26462790499952], [-123.1380366303921, 49.26471560960669]]}";__FJ7L2D
"{""type"": ""LineString"", ""coordinates"": [[-123.13803478695394, 49.26479387009904], [-123.13803089431615, 49.26487663064118]]}";__FJ7L2E
"{""type"": ""LineString"", ""coordinates"": [[-123.13975169895947, 49.26728166961283], [-123.13964379603927, 49.26728180906862]]}";__FJ7L2L
"{""type"": ""LineString"", ""coordinates"": [[-123.13204037408694, 49.27525845835511], [-123.13196668887109, 49.275208169475604]]}";__FJ7L2T
"{""type"": ""LineString"", ""coordinates"": [[-123.13189577974595, 49.27516777208792], [-123.13166305416998, 49.27502231544017]]}";__FJ7L2U
"{""type"": ""LineString"", ""coordinates"": [[-123.13293349246861, 49.27610343177483], [-123.13285734464831, 49.27615569144307]]}";__FJ7L2W
"{""type"": ""LineString"", ""coordinates"": [[-123.1321083419286, 49.27624107799457], [-123.13196359405245, 49.276346478093444]]}";__FJ7L2Z
"{""type"": ""LineString"", ""coordinates"": [[-123.13274935757542, 49.27813468453237], [-123.13309367569236, 49.278358259544866]]}";__FJ7L34
"{""type"": ""LineString"", ""coordinates"": [[-123.13235290318325, 49.28021114657338], [-123.13222136390138, 49.28012359414666]]}";__FJ7L3A
"{""type"": ""LineString"", ""coordinates"": [[-123.13959633035097, 49.28262677884076], [-123.13966657300227, 49.28267346888565], [-123.1395766862773, 49.28273069687428]]}";__FJ7L3K
"{""type"": ""LineString"", ""coordinates"": [[-123.13908376021192, 49.28004985512221], [-123.14006587104869, 49.28069766216751]]}";__FJ7L3R
"{""type"": ""LineString"", ""coordinates"": [[-123.13333932177801, 49.27993836702466], [-123.13342401596402, 49.27998909203776]]}";__FJ7L44
"{""type"": ""LineString"", ""coordinates"": [[-123.0766777970143, 49.217838933113526], [-123.07650258969332, 49.217837834921696]]}";__FJ7L4G
"{""type"": ""LineString"", ""coordinates"": [[-123.07183371967761, 49.208407685519724], [-123.07170257436545, 49.2083771830146]]}";__FJ7L4I
"{""type"": ""LineString"", ""coordinates"": [[-123.06209251276593, 49.206095030003205], [-123.06142514860014, 49.20596226546694]]}";__FJ7L4N
"{""type"": ""LineString"", ""coordinates"": [[-123.0632024445842, 49.20906486238818], [-123.062415420862, 49.208796789931625]]}";__FJ7L4O
"{""type"": ""LineString"", ""coordinates"": [[-123.0417084533259, 49.22203643410148], [-123.04170105491382, 49.22222039002314]]}";__FJ7L55
"{""type"": ""LineString"", ""coordinates"": [[-123.08729837876788, 49.238393382659915], [-123.08730191067511, 49.238448700745536]]}";__FJ7L5U
"{""type"": ""LineString"", ""coordinates"": [[-123.07279499817224, 49.23736808825057], [-123.07268578445894, 49.237366807730396]]}";__FJ7L67
"{""type"": ""LineString"", ""coordinates"": [[-123.09159312249264, 49.22720003391014], [-123.09145303686319, 49.227196097029356]]}";__FJ7L6M
"{""type"": ""LineString"", ""coordinates"": [[-123.09113458962905, 49.22842148530923], [-123.09113133044528, 49.228516378881984]]}";__FJ7L6R
"{""type"": ""LineString"", ""coordinates"": [[-123.09236915493751, 49.229810668115384], [-123.092088260454, 49.229805953978854]]}";__FJ7L6Y
"{""type"": ""LineString"", ""coordinates"": [[-123.09302946614028, 49.23072672801239], [-123.09233444633817, 49.230717399838575]]}";__FJ7L72
"{""type"": ""LineString"", ""coordinates"": [[-123.09105927113546, 49.23078500392204], [-123.09105872984668, 49.23086416260747]]}";__FJ7L76
"{""type"": ""LineString"", ""coordinates"": [[-123.09120186871019, 49.22467859307619], [-123.09119722576528, 49.22476764987744]]}";__FJ7L79
"{""type"": ""LineString"", ""coordinates"": [[-123.09435951281773, 49.22626812890546], [-123.0942915283301, 49.22626818441789]]}";__FJ7L7F
"{""type"": ""LineString"", ""coordinates"": [[-123.09241729877866, 49.22467895838516], [-123.09241197971414, 49.22477251340968]]}";__FJ7L7H
"{""type"": ""LineString"", ""coordinates"": [[-123.0901022259262, 49.23396691700742], [-123.09010038060813, 49.23408520600563]]}";__FJ7L7T
"{""type"": ""LineString"", ""coordinates"": [[-123.0901408544215, 49.23066881286221], [-123.09013224136649, 49.23084196927987]]}";__FJ7L7V
"{""type"": ""LineString"", ""coordinates"": [[-123.09032149418128, 49.22465095869389], [-123.0903150977747, 49.22490911883706]]}";__FJ7L80
"{""type"": ""LineString"", ""coordinates"": [[-123.09031403257713, 49.225078221671154], [-123.09030899965836, 49.2253309925649]]}";__FJ7L81
"{""type"": ""LineString"", ""coordinates"": [[-123.09029164046278, 49.22560266313865], [-123.09028565351258, 49.2257088029467]]}";__FJ7L82
"{""type"": ""LineString"", ""coordinates"": [[-123.0902850929879, 49.22577805792696], [-123.09027513470893, 49.22595842076093]]}";__FJ7L83
"{""type"": ""LineString"", ""coordinates"": [[-123.0902746126939, 49.226048823574004], [-123.09026998106674, 49.226145076518726]]}";__FJ7L84
"{""type"": ""LineString"", ""coordinates"": [[-123.0767184884884, 49.24049684757073], [-123.07663880835565, 49.24049779098584]]}";__FJ7L8H
"{""type"": ""LineString"", ""coordinates"": [[-123.05852552280543, 49.232547287885495], [-123.05838197956818, 49.232545561467504]]}";__FJ7L8M
"{""type"": ""LineString"", ""coordinates"": [[-123.06418845736037, 49.22444225890462], [-123.06411498008484, 49.224440950420046]]}";__FJ7L8T
"{""type"": ""LineString"", ""coordinates"": [[-123.04972595630738, 49.2376278704599], [-123.04908206305232, 49.237329503683036]]}";__FJ7L8X
"{""type"": ""LineString"", ""coordinates"": [[-123.04973390649535, 49.2393616822332], [-123.04960746752099, 49.239311372234994]]}";__FJ7L96
"{""type"": ""LineString"", ""coordinates"": [[-123.05213744006636, 49.23947305403992], [-123.05165088246117, 49.23924750101742]]}";__FJ7L97
"{""type"": ""LineString"", ""coordinates"": [[-123.04367882518623, 49.23459852101987], [-123.0436788969649, 49.234679928000055]]}";__FJ7L9Q
"{""type"": ""LineString"", ""coordinates"": [[-123.06588521195098, 49.23686080192838], [-123.06587651248174, 49.23703352461376]]}";__FJ7L9X
"{""type"": ""LineString"", ""coordinates"": [[-123.06473032722445, 49.23093272081909], [-123.06459229700714, 49.230931457786745]]}";__FJ7LA8
"{""type"": ""LineString"", ""coordinates"": [[-123.0660144077716, 49.22610708089634], [-123.06599361069584, 49.22701198021225]]}";__FJ7LAA
"{""type"": ""LineString"", ""coordinates"": [[-123.06624756161514, 49.223786663766546], [-123.0662370531989, 49.224134345843424]]}";__FJ7LAC
"{""type"": ""LineString"", ""coordinates"": [[-123.06527111676441, 49.22480730078678], [-123.0652651620972, 49.2249889995119]]}";__FJ7LAE
"{""type"": ""LineString"", ""coordinates"": [[-123.06554191475679, 49.24093729962274], [-123.06553926951257, 49.24100431566143]]}";__FJ7LAI
"{""type"": ""LineString"", ""coordinates"": [[-123.1259690762401, 49.2140654343153], [-123.12589424085407, 49.214064616373975]]}";__FJ7LAN
"{""type"": ""LineString"", ""coordinates"": [[-123.12343433255869, 49.216752866694826], [-123.12343039899135, 49.2168275317223]]}";__FJ7LAR
"{""type"": ""LineString"", ""coordinates"": [[-123.123416515068, 49.216220365127484], [-123.12341593823481, 49.2162644426201]]}";__FJ7LAT
"{""type"": ""LineString"", ""coordinates"": [[-123.1234500948304, 49.21565497581144], [-123.12345022139877, 49.21570579901812]]}";__FJ7LAU
"{""type"": ""LineString"", ""coordinates"": [[-123.12779038606388, 49.212208111030826], [-123.12778777215695, 49.212259387060634]]}";__FJ7LAX
"{""type"": ""LineString"", ""coordinates"": [[-123.12979409317063, 49.20749051826757], [-123.12979048066342, 49.2076839121686]]}";__FJ7LB1
"{""type"": ""LineString"", ""coordinates"": [[-123.12792570573596, 49.20859229533399], [-123.12792334375814, 49.208735772872686]]}";__FJ7LB7
"{""type"": ""LineString"", ""coordinates"": [[-123.12796300489896, 49.207351380190374], [-123.12796178753013, 49.207411650015345]]}";__FJ7LBC
"{""type"": ""LineString"", ""coordinates"": [[-123.12711042985552, 49.20761275334], [-123.12710990712188, 49.20767662050632]]}";__FJ7LBE
"{""type"": ""LineString"", ""coordinates"": [[-123.12495694013279, 49.20892620310029], [-123.12486701242106, 49.20892630035015]]}";__FJ7LBJ
"{""type"": ""LineString"", ""coordinates"": [[-123.1239412503297, 49.208767657964316], [-123.12387260343841, 49.208767731603366]]}";__FJ7LBM
"{""type"": ""LineString"", ""coordinates"": [[-123.12352936113423, 49.208764950842635], [-123.12345934943784, 49.20876277687252]]}";__FJ7LBN
"{""type"": ""LineString"", ""coordinates"": [[-123.12586720409675, 49.20702813427407], [-123.12585818172882, 49.20726516113954]]}";__FJ7LBP
"{""type"": ""LineString"", ""coordinates"": [[-123.12582501815076, 49.208008622376994], [-123.12581385163378, 49.2082069807672]]}";__FJ7LBR
"{""type"": ""LineString"", ""coordinates"": [[-123.12541794391484, 49.20800188685437], [-123.12541087843134, 49.20820472940388]]}";__FJ7LBS
"{""type"": ""LineString"", ""coordinates"": [[-123.12545197005404, 49.20704344623763], [-123.12544868451579, 49.207106857642785]]}";__FJ7LBU
"{""type"": ""LineString"", ""coordinates"": [[-123.12800550947405, 49.20652154405423], [-123.12800093310184, 49.206610143798535]]}";__FJ7LC1
"{""type"": ""LineString"", ""coordinates"": [[-123.1300655663214, 49.204211930701604], [-123.13009175828424, 49.20425327958475]]}";__FJ7LC4
"{""type"": ""LineString"", ""coordinates"": [[-123.12759791245546, 49.220492069013034], [-123.12758928828126, 49.22060406970473]]}";__FJ7LCT
"{""type"": ""LineString"", ""coordinates"": [[-123.10153086809143, 49.21898669214313], [-123.10152291250019, 49.2191252263781]]}";__FJ7LCV
"{""type"": ""LineString"", ""coordinates"": [[-123.10145381944045, 49.21859231699099], [-123.10143520274016, 49.218876134298]]}";__FJ7LCW
"{""type"": ""LineString"", ""coordinates"": [[-123.0914878918475, 49.21274665548331], [-123.09148268439378, 49.212886086523255]]}";__FJ7LDC
"{""type"": ""LineString"", ""coordinates"": [[-123.09351850536454, 49.208521570513376], [-123.09350225173401, 49.20898126104835]]}";__FJ7LDF
"{""type"": ""LineString"", ""coordinates"": [[-123.17079649628951, 49.21592149767875], [-123.17050537351379, 49.215916530599664]]}";__FJ7LDI
"{""type"": ""LineString"", ""coordinates"": [[-123.14538630759165, 49.212620409151654], [-123.1451700519524, 49.21262023137603]]}";__FJ7LDO
"{""type"": ""LineString"", ""coordinates"": [[-123.1407911458501, 49.213710168436805], [-123.14078331612806, 49.21385410255022]]}";__FJ7LDU
"{""type"": ""LineString"", ""coordinates"": [[-123.13991391197837, 49.21329611088112], [-123.13990859212167, 49.213352337864244]]}";__FJ7LE2
"{""type"": ""LineString"", ""coordinates"": [[-123.14102404384148, 49.207395127285196], [-123.14101950986664, 49.207490482953844]]}";__FJ7LE9
"{""type"": ""LineString"", ""coordinates"": [[-123.14286362534122, 49.20643748520275], [-123.14286098921228, 49.20647077106296]]}";__FJ7LEB
"{""type"": ""LineString"", ""coordinates"": [[-123.14255307059506, 49.20680174664878], [-123.14248854124715, 49.20680047697606]]}";__FJ7LEC
"{""type"": ""LineString"", ""coordinates"": [[-123.1410409681837, 49.20660711866761], [-123.14103834907482, 49.20665164858512]]}";__FJ7LEE
"{""type"": ""LineString"", ""coordinates"": [[-123.14014889330812, 49.20598889628293], [-123.14013243383775, 49.20647512107379]]}";__FJ7LEH
"{""type"": ""LineString"", ""coordinates"": [[-123.14012518591845, 49.20681065443657], [-123.14011986087836, 49.20686958008836]]}";__FJ7LEI
"{""type"": ""LineString"", ""coordinates"": [[-123.13726652858486, 49.205480183371364], [-123.13726332305153, 49.20556204439598]]}";__FJ7LEM
"{""type"": ""LineString"", ""coordinates"": [[-123.13674101939817, 49.20533735866753], [-123.13673674034608, 49.2055231076517]]}";__FJ7LEN
"{""type"": ""LineString"", ""coordinates"": [[-123.13670227815781, 49.20620903990101], [-123.13670177531876, 49.20627065828207]]}";__FJ7LEP
"{""type"": ""LineString"", ""coordinates"": [[-123.13722330449828, 49.20670809283631], [-123.13690480758852, 49.20670758024416]]}";__FJ7LER
"{""type"": ""LineString"", ""coordinates"": [[-123.13896146127752, 49.20674328230352], [-123.13886262634364, 49.20674296039705]]}";__FJ7LET
"{""type"": ""LineString"", ""coordinates"": [[-123.13871281800637, 49.20765122451108], [-123.13870890299965, 49.20771914369035]]}";__FJ7LEX
"{""type"": ""LineString"", ""coordinates"": [[-123.13868663804907, 49.20833894621865], [-123.13868476347504, 49.208400116468574]]}";__FJ7LEY
"{""type"": ""LineString"", ""coordinates"": [[-123.13666108850708, 49.207916386814254], [-123.1366605235305, 49.207960464426044]]}";__FJ7LF1
"{""type"": ""LineString"", ""coordinates"": [[-123.1363122171643, 49.20419099181013], [-123.13621877833904, 49.20415916872763]]}";__FJ7LF7
"{""type"": ""LineString"", ""coordinates"": [[-123.17012096759241, 49.237788333527924], [-123.17000077776135, 49.23779210855633]]}";__FJ7LFA
"{""type"": ""LineString"", ""coordinates"": [[-123.17345186910735, 49.23727240523107], [-123.17327946351627, 49.23727176443265]]}";__FJ7LFB
"{""type"": ""LineString"", ""coordinates"": [[-123.17255108557978, 49.23640481288348], [-123.17245011858152, 49.23640496364788]]}";__FJ7LFC
"{""type"": ""LineString"", ""coordinates"": [[-123.17238692522042, 49.236404158438376], [-123.17228596135125, 49.23640520857986]]}";__FJ7LFD
"{""type"": ""LineString"", ""coordinates"": [[-123.17683852707582, 49.23737923464285], [-123.1767361674402, 49.23737849175912]]}";__FJ7LFE
"{""type"": ""LineString"", ""coordinates"": [[-123.17216684539022, 49.23886696338978], [-123.17206792933703, 49.23886576147438]]}";__FJ7LFG
"{""type"": ""LineString"", ""coordinates"": [[-123.16911845766492, 49.23409723623281], [-123.16897834516547, 49.234096991502184]]}";__FJ7LFJ
"{""type"": ""LineString"", ""coordinates"": [[-123.17226852308762, 49.235352798973814], [-123.17217374288036, 49.23535383979696]]}";__FJ7LFK
"{""type"": ""LineString"", ""coordinates"": [[-123.16668019635722, 49.234496607190984], [-123.16660327357305, 49.234497167915094]]}";__FJ7LFR
"{""type"": ""LineString"", ""coordinates"": [[-123.16794713424943, 49.22839100281554], [-123.1679467310629, 49.228474659360614]]}";__FJ7LFY
"{""type"": ""LineString"", ""coordinates"": [[-123.17231812139167, 49.22678155498138], [-123.17143059182688, 49.22630566756012]]}";__FJ7LFZ
"{""type"": ""LineString"", ""coordinates"": [[-123.15595887166135, 49.2386576518378], [-123.15571297737841, 49.238656643241214]]}";__FJ7LG1
"{""type"": ""LineString"", ""coordinates"": [[-123.16076464540629, 49.235930657596306], [-123.16075462068481, 49.236227964623936]]}";__FJ7LG2
"{""type"": ""LineString"", ""coordinates"": [[-123.16031765411402, 49.236697413344416], [-123.16030999845715, 49.236878678272454]]}";__FJ7LG5
"{""type"": ""LineString"", ""coordinates"": [[-123.1595190643279, 49.23677183911182], [-123.15949563250092, 49.23738309872434]]}";__FJ7LG8
"{""type"": ""LineString"", ""coordinates"": [[-123.15952623300113, 49.23665174261339], [-123.15952029754327, 49.23672821044239]]}";__FJ7LG9
"{""type"": ""LineString"", ""coordinates"": [[-123.15892000193111, 49.236733994178884], [-123.15891070194694, 49.236832504967666]]}";__FJ7LGA
"{""type"": ""LineString"", ""coordinates"": [[-123.1574836865501, 49.23777582999085], [-123.15732363444414, 49.23777244996405]]}";__FJ7LGD
"{""type"": ""LineString"", ""coordinates"": [[-123.15597982668415, 49.23746395406219], [-123.15596760896155, 49.237728430886904]]}";__FJ7LGG
"{""type"": ""LineString"", ""coordinates"": [[-123.1579337287459, 49.23717793104132], [-123.15754768965976, 49.23717126195195]]}";__FJ7LGH
"{""type"": ""LineString"", ""coordinates"": [[-123.15592964742886, 49.236587884435274], [-123.15591996995515, 49.236782194912536]]}";__FJ7LGI
"{""type"": ""LineString"", ""coordinates"": [[-123.16480077325032, 49.23156416923538], [-123.16479551413214, 49.23163074165622]]}";__FJ7LGT
"{""type"": ""LineString"", ""coordinates"": [[-123.16049954568521, 49.231816758304845], [-123.16048453345205, 49.23226654207438]]}";__FJ7LGZ
"{""type"": ""LineString"", ""coordinates"": [[-123.15978399923283, 49.23247891969355], [-123.15965074769788, 49.23247505605835]]}";__FJ7LH2
"{""type"": ""LineString"", ""coordinates"": [[-123.15950788682832, 49.2324730045896], [-123.1590902887232, 49.23246549370318]]}";__FJ7LH3
"{""type"": ""LineString"", ""coordinates"": [[-123.15955544124496, 49.231470858146935], [-123.15953053478037, 49.23225888618273]]}";__FJ7LH5
"{""type"": ""LineString"", ""coordinates"": [[-123.15728647840835, 49.231530684826964], [-123.15646228639238, 49.231519669455025]]}";__FJ7LH8
"{""type"": ""LineString"", ""coordinates"": [[-123.15815113857518, 49.234291938674055], [-123.15804948037889, 49.23428937922375]]}";__FJ7LHE
"{""type"": ""LineString"", ""coordinates"": [[-123.1590362757977, 49.23317484408527], [-123.15901565471937, 49.23380723896199]]}";__FJ7LHR
"{""type"": ""LineString"", ""coordinates"": [[-123.160439900289, 49.23310900991259], [-123.16043429582928, 49.23328712377383]]}";__FJ7LHU
"{""type"": ""LineString"", ""coordinates"": [[-123.16043490677775, 49.23347153467208], [-123.16043205388198, 49.233650993988974]]}";__FJ7LHV
"{""type"": ""LineString"", ""coordinates"": [[-123.16187479659212, 49.232945975089045], [-123.1618556962465, 49.2334020613605]]}";__FJ7LHZ
"{""type"": ""LineString"", ""coordinates"": [[-123.1659363488177, 49.234086603883576], [-123.16583057278876, 49.23408496571606]]}";__FJ7LI2
"{""type"": ""LineString"", ""coordinates"": [[-123.16178475481932, 49.235221019244015], [-123.16177005146311, 49.235762104299454]]}";__FJ7LI8
"{""type"": ""LineString"", ""coordinates"": [[-123.16076937515206, 49.23368020038811], [-123.16075987423172, 49.2339271333741]]}";__FJ7LI9
"{""type"": ""LineString"", ""coordinates"": [[-123.16085666146108, 49.23517105131931], [-123.16083642842614, 49.23570449799184]]}";__FJ7LIA
"{""type"": ""LineString"", ""coordinates"": [[-123.1598163740343, 49.23589348265237], [-123.15967487843662, 49.23589187926176]]}";__FJ7LIC
"{""type"": ""LineString"", ""coordinates"": [[-123.15615919162684, 49.234900505832314], [-123.1560335126337, 49.23489977612641]]}";__FJ7LIH
"{""type"": ""LineString"", ""coordinates"": [[-123.15747829514501, 49.235876939940994], [-123.1570648010745, 49.235873005238226]]}";__FJ7LIK
"{""type"": ""LineString"", ""coordinates"": [[-123.15592997282981, 49.235822837859125], [-123.15592677037672, 49.235892105622106]]}";__FJ7LIL
"{""type"": ""LineString"", ""coordinates"": [[-123.16072779152627, 49.22937734908401], [-123.16061720904915, 49.22937705312667]]}";__FJ7LIX
"{""type"": ""LineString"", ""coordinates"": [[-123.15616404488513, 49.2306052551173], [-123.15616163094242, 49.230710952687325]]}";__FJ7LJC
"{""type"": ""LineString"", ""coordinates"": [[-123.15755671029414, 49.23056600675569], [-123.15747223616718, 49.23056567217508]]}";__FJ7LJH
"{""type"": ""LineString"", ""coordinates"": [[-123.15797222615137, 49.23057173597334], [-123.15789187406561, 49.23057184582571]]}";__FJ7LJJ
"{""type"": ""LineString"", ""coordinates"": [[-123.15816933771522, 49.23057415584082], [-123.15809584902073, 49.230572907148506]]}";__FJ7LJK
"{""type"": ""LineString"", ""coordinates"": [[-123.15786547280425, 49.227506278357005], [-123.15774872629754, 49.227505547310635]]}";__FJ7LJQ
"{""type"": ""LineString"", ""coordinates"": [[-123.15802960494474, 49.22750739423463], [-123.15791834795304, 49.227505306560076]]}";__FJ7LJR
"{""type"": ""LineString"", ""coordinates"": [[-123.16058378600387, 49.2296550621908], [-123.16058363731791, 49.22960918656109]]}";__FJ7LJU
"{""type"": ""LineString"", ""coordinates"": [[-123.15960314978747, 49.22652606020844], [-123.15960061008532, 49.22659037987487]]}";__FJ7LJZ
"{""type"": ""LineString"", ""coordinates"": [[-123.15940406323111, 49.226130993111106], [-123.15940289092082, 49.22619351183715]]}";__FJ7LK0
"{""type"": ""LineString"", ""coordinates"": [[-123.16070857119128, 49.22688162172697], [-123.16064539309761, 49.22688171859832]]}";__FJ7LK4
"{""type"": ""LineString"", ""coordinates"": [[-123.15192078835891, 49.23712714794886], [-123.1515168934784, 49.237120949940056]]}";__FJ7LK5
"{""type"": ""LineString"", ""coordinates"": [[-123.14854965687832, 49.23848627937744], [-123.14845555162248, 49.23848550082098]]}";__FJ7LKD
"{""type"": ""LineString"", ""coordinates"": [[-123.15336436300372, 49.23420536371102], [-123.15321668686134, 49.234202411328255]]}";__FJ7LKI
"{""type"": ""LineString"", ""coordinates"": [[-123.15275852250896, 49.23484888630492], [-123.15262458245591, 49.23484636476326]]}";__FJ7LKN
"{""type"": ""LineString"", ""coordinates"": [[-123.15259337619433, 49.22837206872085], [-123.15251576495072, 49.22836903186751]]}";__FJ7LKP
"{""type"": ""LineString"", ""coordinates"": [[-123.14996361397904, 49.22740811686453], [-123.14988464047333, 49.22740822835466]]}";__FJ7LKW
"{""type"": ""LineString"", ""coordinates"": [[-123.1461575534201, 49.2262014138018], [-123.14615632725105, 49.22625133908218]]}";__FJ7LL2
"{""type"": ""LineString"", ""coordinates"": [[-123.14705444968217, 49.22621824807288], [-123.14705187235045, 49.22627537129609]]}";__FJ7LLG
"{""type"": ""LineString"", ""coordinates"": [[-123.1470460500302, 49.22639141764379], [-123.14704484343724, 49.22644763959365]]}";__FJ7LLH
"{""type"": ""LineString"", ""coordinates"": [[-123.15046275282016, 49.22469764362727], [-123.15046088393478, 49.22476061294507]]}";__FJ7LLQ
"{""type"": ""LineString"", ""coordinates"": [[-123.15293133980614, 49.226326305397535], [-123.15293428303433, 49.22627868055876]]}";__FJ7LLS
"{""type"": ""LineString"", ""coordinates"": [[-123.15289413543162, 49.22682987367397], [-123.15288958652077, 49.22691353566725]]}";__FJ7LLT
"{""type"": ""LineString"", ""coordinates"": [[-123.15156555256219, 49.21895443779143], [-123.1515616130701, 49.21901336203217]]}";__FJ7LLY
"{""type"": ""LineString"", ""coordinates"": [[-123.15142840562424, 49.2198928430887], [-123.15114550356272, 49.219888715963904]]}";__FJ7LM1
"{""type"": ""LineString"", ""coordinates"": [[-123.1402695381245, 49.232132650929664], [-123.14026161368145, 49.23224465149887]]}";__FJ7LM2
"{""type"": ""LineString"", ""coordinates"": [[-123.13904148548981, 49.22631965255604], [-123.13903507520011, 49.22648247458258]]}";__FJ7LM7
"{""type"": ""LineString"", ""coordinates"": [[-123.17974353619768, 49.23519470675702], [-123.17964530598958, 49.23519126145093]]}";__FJ7LMD
"{""type"": ""LineString"", ""coordinates"": [[-123.13521541505267, 49.21136335693969], [-123.13520937020903, 49.21141238834119]]}";__FJ7LMG
"{""type"": ""LineString"", ""coordinates"": [[-123.13516996619977, 49.21230431729852], [-123.13516875380367, 49.21236323785106]]}";__FJ7LMJ
"{""type"": ""LineString"", ""coordinates"": [[-123.13385413755252, 49.210390788537666], [-123.13385345500491, 49.21063636075597]]}";__FJ7LMK
"{""type"": ""LineString"", ""coordinates"": [[-123.13576481701693, 49.20505204593873], [-123.13576088197914, 49.205119065541275]]}";__FJ7LML
"{""type"": ""LineString"", ""coordinates"": [[-123.13424399316105, 49.20589133975305], [-123.13423190585489, 49.20623902204363]]}";__FJ7LMN
"{""type"": ""LineString"", ""coordinates"": [[-123.13571065026007, 49.20605732517662], [-123.1357080756273, 49.20611984551855]]}";__FJ7LMO
"{""type"": ""LineString"", ""coordinates"": [[-123.13570387163257, 49.20632944088227], [-123.13570198587519, 49.206392859941445]]}";__FJ7LMP
"{""type"": ""LineString"", ""coordinates"": [[-123.13590051259753, 49.20669665856426], [-123.13581196187283, 49.20669677171172]]}";__FJ7LMQ
"{""type"": ""LineString"", ""coordinates"": [[-123.13513765324248, 49.20760250733669], [-123.13513133097446, 49.20779141592525]]}";__FJ7LMS
"{""type"": ""LineString"", ""coordinates"": [[-123.1344815226804, 49.201177093771214], [-123.13424748280445, 49.201176025730646]]}";__FJ7LMW
"{""type"": ""LineString"", ""coordinates"": [[-123.13589634926137, 49.20299828211451], [-123.13580359933934, 49.20296645787976]]}";__FJ7LN0
"{""type"": ""LineString"", ""coordinates"": [[-123.13215319073979, 49.21624918197701], [-123.13215125332542, 49.21629506012806]]}";__FJ7LN1
