Geom;P_ANNOTATION_LBL_ID
"{""type"": ""LineString"", ""coordinates"": [[-123.11494035287673, 49.277273197453624], [-123.11475709154774, 49.27739391508154]]}";__FJ7JKW
"{""type"": ""LineString"", ""coordinates"": [[-123.11572707894695, 49.27682083589794], [-123.1156124723882, 49.27689696893848]]}";__FJ7JKX
"{""type"": ""LineString"", ""coordinates"": [[-123.11592443700437, 49.27713816811493], [-123.11580844140879, 49.27721429374391]]}";__FJ7JKZ
"{""type"": ""LineString"", ""coordinates"": [[-123.11754858437016, 49.2781893776423], [-123.1175053445337, 49.27821820620973]]}";__FJ7JL4
"{""type"": ""LineString"", ""coordinates"": [[-123.11607417295902, 49.28086517159766], [-123.11603299550019, 49.28089534680506]]}";__FJ7JLA
"{""type"": ""LineString"", ""coordinates"": [[-123.11897272850132, 49.279790393857304], [-123.11893156204798, 49.27981832129735]]}";__FJ7JLG
"{""type"": ""LineString"", ""coordinates"": [[-123.12055956237757, 49.280430528299675], [-123.12021844812534, 49.28065352339905]]}";__FJ7JLM
"{""type"": ""LineString"", ""coordinates"": [[-123.12045006996436, 49.27923653217557], [-123.1202558353668, 49.27936537458187]]}";__FJ7JLV
"{""type"": ""LineString"", ""coordinates"": [[-123.11948062783371, 49.278615099006764], [-123.11929394519768, 49.278739875173486]]}";__FJ7JM1
"{""type"": ""LineString"", ""coordinates"": [[-123.1209492909197, 49.276513627163766], [-123.12090330599369, 49.27654290964476]]}";__FJ7JM3
"{""type"": ""LineString"", ""coordinates"": [[-123.12204724578291, 49.28043433667988], [-123.12197793180337, 49.280482983843676]]}";__FJ7JM7
"{""type"": ""LineString"", ""coordinates"": [[-123.10053224445822, 49.27631990981706], [-123.1005323596704, 49.2763698329981]]}";__FJ7JMB
"{""type"": ""LineString"", ""coordinates"": [[-123.10435618939091, 49.26888685090317], [-123.10425652570147, 49.26888469207431]]}";__FJ7JMM
"{""type"": ""LineString"", ""coordinates"": [[-123.10501615292897, 49.26959281669561], [-123.10492267265161, 49.269590203061284]]}";__FJ7JMR
"{""type"": ""LineString"", ""coordinates"": [[-123.10545249816988, 49.26891417242813], [-123.10494938671334, 49.26890564430051]]}";__FJ7JMS
"{""type"": ""LineString"", ""coordinates"": [[-123.10495954032613, 49.268521090365645], [-123.10495555010452, 49.2685840603776]]}";__FJ7JMW
"{""type"": ""LineString"", ""coordinates"": [[-123.10699696389547, 49.26863881277456], [-123.10683887723597, 49.268635369975215]]}";__FJ7JMX
"{""type"": ""LineString"", ""coordinates"": [[-123.11038648426383, 49.26852760992096], [-123.11017090705656, 49.26863306849096]]}";__FJ7JN6
"{""type"": ""LineString"", ""coordinates"": [[-123.10977741695828, 49.2651154558739], [-123.10977705279875, 49.26495130274385], [-123.10991449469192, 49.264953861643335]]}";__FJ7JNL
"{""type"": ""LineString"", ""coordinates"": [[-123.1006329110787, 49.280112182300726], [-123.10057034772142, 49.28010998797501]]}";__FJ7JNQ
"{""type"": ""LineString"", ""coordinates"": [[-123.10362200038904, 49.28082642027719], [-123.1033442700873, 49.28082352968374]]}";__FJ7JO1
"{""type"": ""LineString"", ""coordinates"": [[-123.09956416628887, 49.27518511470539], [-123.09956600107029, 49.27507896990987]]}";__FJ7JO3
"{""type"": ""LineString"", ""coordinates"": [[-123.09969031676604, 49.27231325559878], [-123.09971704063493, 49.271862933205384]]}";__FJ7JO4
"{""type"": ""LineString"", ""coordinates"": [[-123.09149758441099, 49.276219996645345], [-123.09141440421867, 49.27621781368555]]}";__FJ7JO8
"{""type"": ""LineString"", ""coordinates"": [[-123.093918347272, 49.276426265957845], [-123.09384410634615, 49.27642587651798]]}";__FJ7JO9
"{""type"": ""LineString"", ""coordinates"": [[-123.09875461080034, 49.27087395567197], [-123.09845547957596, 49.27080269915224]]}";__FJ7JOF
"{""type"": ""LineString"", ""coordinates"": [[-123.09960091414999, 49.2706375461594], [-123.09846898043537, 49.270340784396325]]}";__FJ7JOG
"{""type"": ""LineString"", ""coordinates"": [[-123.09824195791167, 49.26853430141736], [-123.09817314599509, 49.26849299098925]]}";__FJ7JOK
"{""type"": ""LineString"", ""coordinates"": [[-123.0974513534489, 49.26808567876702], [-123.09729310115233, 49.26799675966441]]}";__FJ7JOL
"{""type"": ""LineString"", ""coordinates"": [[-123.09768049170425, 49.26787409810922], [-123.09758552560741, 49.267820207160675]]}";__FJ7JOM
"{""type"": ""LineString"", ""coordinates"": [[-123.09535312795255, 49.26600915136504], [-123.09535306468472, 49.26597631893066]]}";__FJ7JOQ
"{""type"": ""LineString"", ""coordinates"": [[-123.09757423265371, 49.26424734951727], [-123.09745672324684, 49.264244750132555]]}";__FJ7JP4
"{""type"": ""LineString"", ""coordinates"": [[-123.09777773876246, 49.263948536676054], [-123.09728497384108, 49.26393996642286], [-123.09728622010286, 49.26387475013621]]}";__FJ7JP5
"{""type"": ""LineString"", ""coordinates"": [[-123.0913496114497, 49.26404611551757], [-123.09125683457053, 49.26404618883204]]}";__FJ7JP6
"{""type"": ""LineString"", ""coordinates"": [[-123.09073108324715, 49.264038057441326], [-123.09025825747997, 49.2640343889236]]}";__FJ7JP7
"{""type"": ""LineString"", ""coordinates"": [[-123.09947050777122, 49.26669598081865], [-123.09902788699385, 49.26668781558167]]}";__FJ7JP9
"{""type"": ""LineString"", ""coordinates"": [[-123.0993304700213, 49.280581508344824], [-123.09933105541384, 49.28053068507925]]}";__FJ7JPC
"{""type"": ""LineString"", ""coordinates"": [[-123.09758522477355, 49.28067880306875], [-123.09755400530952, 49.28052816018115]]}";__FJ7JPF
"{""type"": ""LineString"", ""coordinates"": [[-123.09612494473025, 49.280621576402595], [-123.09592213605208, 49.28061859662473]]}";__FJ7JPH
"{""type"": ""LineString"", ""coordinates"": [[-123.09404448442142, 49.28087921919287], [-123.09385886070157, 49.28087577204697]]}";__FJ7JPJ
"{""type"": ""LineString"", ""coordinates"": [[-123.09179512486588, 49.28054823337386], [-123.09170987498509, 49.2805460522711]]}";__FJ7JPL
"{""type"": ""LineString"", ""coordinates"": [[-123.09057193119939, 49.28081187582439], [-123.09037874828938, 49.2808097872848]]}";__FJ7JPM
"{""type"": ""LineString"", ""coordinates"": [[-123.09918372228503, 49.28008734928478], [-123.09918636749181, 49.280035174970536]]}";__FJ7JPR
"{""type"": ""LineString"", ""coordinates"": [[-123.09920099059278, 49.27911360615389], [-123.09920226625411, 49.27906413156065]]}";__FJ7JPW
"{""type"": ""LineString"", ""coordinates"": [[-123.09281398650886, 49.27875062321881], [-123.09272943049592, 49.27875024134719]]}";__FJ7JPY
"{""type"": ""LineString"", ""coordinates"": [[-123.09063663211789, 49.279009191049504], [-123.0905582610269, 49.27900790321932]]}";__FJ7JQ4
"{""type"": ""LineString"", ""coordinates"": [[-123.09777350326965, 49.27824185841903], [-123.09768619480754, 49.2782396834672]]}";__FJ7JQD
"{""type"": ""LineString"", ""coordinates"": [[-123.09319814112435, 49.2772467691851], [-123.09310602183228, 49.27724414489349]]}";__FJ7JQK
"{""type"": ""LineString"", ""coordinates"": [[-123.09194562434554, 49.27722710170201], [-123.09185213198717, 49.277225377021786]]}";__FJ7JQL
"{""type"": ""LineString"", ""coordinates"": [[-123.09216296938935, 49.27693007847182], [-123.09206466735367, 49.27692925731817]]}";__FJ7JQM
"{""type"": ""LineString"", ""coordinates"": [[-123.09146591965832, 49.27692479446798], [-123.09138617203344, 49.27692080973379]]}";__FJ7JQN
"{""type"": ""LineString"", ""coordinates"": [[-123.10014810970988, 49.267676304068786], [-123.10015259462543, 49.26752877890994]]}";__FJ7JQW
"{""type"": ""LineString"", ""coordinates"": [[-123.10017181075007, 49.280869077531605], [-123.10018902066054, 49.280547925726474]]}";__FJ7JQZ
"{""type"": ""LineString"", ""coordinates"": [[-123.10020677484304, 49.28014942387777], [-123.10020740489347, 49.2801210885148]]}";__FJ7JR1
"{""type"": ""LineString"", ""coordinates"": [[-123.13261579360413, 49.26222271225689], [-123.13212234399158, 49.262216090409]]}";__FJ7JR4
"{""type"": ""LineString"", ""coordinates"": [[-123.13264725247676, 49.26191953757896], [-123.1323421337079, 49.261914949102774]]}";__FJ7JR5
"{""type"": ""LineString"", ""coordinates"": [[-123.13100751527435, 49.2621566601893], [-123.13100297389965, 49.262258320199464], [-123.13079542803985, 49.26225540701237]]}";__FJ7JR9
"{""type"": ""LineString"", ""coordinates"": [[-123.13006679167891, 49.26218788395853], [-123.1297417274862, 49.262182861305945]]}";__FJ7JRB
"{""type"": ""LineString"", ""coordinates"": [[-123.13101882469925, 49.261761316892255], [-123.13101311914687, 49.2619371797159]]}";__FJ7JRD
"{""type"": ""LineString"", ""coordinates"": [[-123.13183947457985, 49.26129801157398], [-123.13183693785413, 49.26137762208377]]}";__FJ7JRI
"{""type"": ""LineString"", ""coordinates"": [[-123.13118059299916, 49.260325038877056], [-123.13107751070308, 49.26032335682649]]}";__FJ7JRJ
"{""type"": ""LineString"", ""coordinates"": [[-123.13229318995064, 49.26034129297002], [-123.13218529850009, 49.26034006717487]]}";__FJ7JRP
"{""type"": ""LineString"", ""coordinates"": [[-123.13231885880333, 49.259414306869346], [-123.13201374174056, 49.25940970853128], [-123.13200852267491, 49.259514058973416]]}";__FJ7JRQ
"{""type"": ""LineString"", ""coordinates"": [[-123.13121521644238, 49.259403430990766], [-123.13111282085256, 49.25940084867074]]}";__FJ7JRS
"{""type"": ""LineString"", ""coordinates"": [[-123.13037337946676, 49.25938955987605], [-123.13026892601141, 49.25938833740747]]}";__FJ7JRU
"{""type"": ""LineString"", ""coordinates"": [[-123.12878938026404, 49.26093271103326], [-123.12868148409643, 49.26093013268955]]}";__FJ7JS1
"{""type"": ""LineString"", ""coordinates"": [[-123.1275222814262, 49.26122782812634], [-123.12741094754035, 49.26122480262976]]}";__FJ7JS4
"{""type"": ""LineString"", ""coordinates"": [[-123.12638652121143, 49.26024815728968], [-123.1262868682805, 49.26024377764519]]}";__FJ7JSD
"{""type"": ""LineString"", ""coordinates"": [[-123.12777290301871, 49.25538780350463], [-123.12776904268782, 49.25548945375723]]}";__FJ7JSG
"{""type"": ""LineString"", ""coordinates"": [[-123.12680830997095, 49.25728510323686], [-123.12679677787017, 49.25761164225532]]}";__FJ7JSL
"{""type"": ""LineString"", ""coordinates"": [[-123.1268487870806, 49.25461615036269], [-123.12683260964408, 49.25500117256484]]}";__FJ7JSO
"{""type"": ""LineString"", ""coordinates"": [[-123.12647182649242, 49.25471822760862], [-123.12634539327915, 49.254716117135715]]}";__FJ7JSQ
"{""type"": ""LineString"", ""coordinates"": [[-123.11968560431949, 49.260139317771014], [-123.11959351987797, 49.260138522597984]]}";__FJ7JSS
"{""type"": ""LineString"", ""coordinates"": [[-123.11929795734741, 49.25982849333323], [-123.11917702577982, 49.25982771861538]]}";__FJ7JST
"{""type"": ""LineString"", ""coordinates"": [[-123.1215610929091, 49.25552324584806], [-123.12146352006856, 49.25552244894638]]}";__FJ7JSY
"{""type"": ""LineString"", ""coordinates"": [[-123.10386357008291, 49.24833482362774], [-123.10381341684109, 49.24833441894353]]}";__FJ7JTA
"{""type"": ""LineString"", ""coordinates"": [[-123.10150595555392, 49.2481143141334], [-123.10150260069359, 49.24815344633141]]}";__FJ7JTE
"{""type"": ""LineString"", ""coordinates"": [[-123.10150142028009, 49.24824789728231], [-123.10149876441002, 49.24829287576452]]}";__FJ7JTF
"{""type"": ""LineString"", ""coordinates"": [[-123.10037849742882, 49.248407662176575], [-123.1003029244412, 49.24840727805136]]}";__FJ7JTI
"{""type"": ""LineString"", ""coordinates"": [[-123.10071865315791, 49.248447376915045], [-123.10071530222746, 49.24848875789171]]}";__FJ7JTJ
"{""type"": ""LineString"", ""coordinates"": [[-123.10074134207136, 49.24679451046562], [-123.100740138288, 49.246871420748874]]}";__FJ7JTL
"{""type"": ""LineString"", ""coordinates"": [[-123.10075521532463, 49.246522392591245], [-123.10075411222239, 49.24665552299249]]}";__FJ7JTM
"{""type"": ""LineString"", ""coordinates"": [[-123.10157467558828, 49.246133980489624], [-123.10157272533456, 49.246187953602785]]}";__FJ7JTO
"{""type"": ""LineString"", ""coordinates"": [[-123.10306629804775, 49.247522836556584], [-123.10301202265947, 49.24752198544041]]}";__FJ7JTS
"{""type"": ""LineString"", ""coordinates"": [[-123.10160052268743, 49.24733389474993], [-123.10159517061435, 49.247404062259854]]}";__FJ7JTT
"{""type"": ""LineString"", ""coordinates"": [[-123.1015812019864, 49.24762085960905], [-123.10157143566943, 49.247883528929044]]}";__FJ7JTV
"{""type"": ""LineString"", ""coordinates"": [[-123.10410631195091, 49.24779445056702], [-123.10404379023434, 49.247792707843026]]}";__FJ7JTW
"{""type"": ""LineString"", ""coordinates"": [[-123.10036299026616, 49.245204059744104], [-123.10036170017887, 49.24524543894352]]}";__FJ7JU4
"{""type"": ""LineString"", ""coordinates"": [[-123.09965436775273, 49.24840244216232], [-123.09956574142046, 49.24840206881364]]}";__FJ7JU7
"{""type"": ""LineString"", ""coordinates"": [[-123.09786058698128, 49.24702640992583], [-123.09785797142173, 49.247093426616196]]}";__FJ7JUB
"{""type"": ""LineString"", ""coordinates"": [[-123.1001539489135, 49.245437667485064], [-123.10007837955119, 49.24543683344892]]}";__FJ7JUD
"{""type"": ""LineString"", ""coordinates"": [[-123.1335739169243, 49.26101533284999], [-123.1333670411247, 49.261009284179785]]}";__FJ7JUJ
"{""type"": ""LineString"", ""coordinates"": [[-123.12391071637752, 49.26298630934141], [-123.12276509860806, 49.26297358970297]]}";__FJ7JUM
"{""type"": ""LineString"", ""coordinates"": [[-123.18432980882456, 49.23506914730292], [-123.18400835135508, 49.23506786972163]]}";__FJ7JUV
"{""type"": ""LineString"", ""coordinates"": [[-123.18581840378334, 49.23494171045008], [-123.18580954057691, 49.235142318899975]]}";__FJ7JUX
"{""type"": ""LineString"", ""coordinates"": [[-123.13347508678883, 49.28279856042788], [-123.13361283541883, 49.28288565445092]]}";__FJ7JUY
"{""type"": ""LineString"", ""coordinates"": [[-123.13498685408933, 49.28379120307277], [-123.13513147910413, 49.28388683265587]]}";__FJ7JV1
"{""type"": ""LineString"", ""coordinates"": [[-123.13526368987549, 49.2839730316547], [-123.1353215454951, 49.284011193411835], [-123.13520352742773, 49.28408689103306]]}";__FJ7JV2
"{""type"": ""LineString"", ""coordinates"": [[-123.13576782010061, 49.284299873809545], [-123.13595789974481, 49.2844228932142]]}";__FJ7JV3
"{""type"": ""LineString"", ""coordinates"": [[-123.13809538405971, 49.2830184963117], [-123.13828134329998, 49.28314285712759]]}";__FJ7JV5
"{""type"": ""LineString"", ""coordinates"": [[-123.14183572812014, 49.28489131293143], [-123.14171633816211, 49.28497016719017]]}";__FJ7JV7
"{""type"": ""LineString"", ""coordinates"": [[-123.14084685976803, 49.284795356605095], [-123.14104935245243, 49.284926439159456]]}";__FJ7JV9
"{""type"": ""LineString"", ""coordinates"": [[-123.13801667100573, 49.28435572328667], [-123.13821157785844, 49.28448187253505]]}";__FJ7JVA
"{""type"": ""LineString"", ""coordinates"": [[-123.12279585217645, 49.28511285250573], [-123.12249767561964, 49.28492067227719]]}";__FJ7JVF
"{""type"": ""LineString"", ""coordinates"": [[-123.12764207211835, 49.28318434260932], [-123.12749813737554, 49.28308870288403]]}";__FJ7JVK
"{""type"": ""LineString"", ""coordinates"": [[-123.1286049585931, 49.283331236627596], [-123.12789561706862, 49.28286293445427]]}";__FJ7JVL
"{""type"": ""LineString"", ""coordinates"": [[-123.12722325252226, 49.28393546089946], [-123.12688374380059, 49.28371545240176]]}";__FJ7JVT
"{""type"": ""LineString"", ""coordinates"": [[-123.12729752003231, 49.285282415427346], [-123.12705030244939, 49.28512392269789]]}";__FJ7JVY
"{""type"": ""LineString"", ""coordinates"": [[-123.12289623152161, 49.28234085554471], [-123.12273356548137, 49.282449420321626]]}";__FJ7JW2
"{""type"": ""LineString"", ""coordinates"": [[-123.11435346762623, 49.28475107636514], [-123.11416205682495, 49.284630280547546]]}";__FJ7JW6
"{""type"": ""LineString"", ""coordinates"": [[-123.11161539911079, 49.28341667488092], [-123.11157407519931, 49.28339017902231]]}";__FJ7JW9
"{""type"": ""LineString"", ""coordinates"": [[-123.11242156645687, 49.282683659073655], [-123.11238025749908, 49.28265761324429]]}";__FJ7JWI
"{""type"": ""LineString"", ""coordinates"": [[-123.11207109505973, 49.282453273238225], [-123.11187692488758, 49.282327996668805]]}";__FJ7JWK
"{""type"": ""LineString"", ""coordinates"": [[-123.1148234551422, 49.28166971765181], [-123.114264676089, 49.2820354937661]]}";__FJ7JWN
"{""type"": ""LineString"", ""coordinates"": [[-123.11462501254535, 49.2826629912444], [-123.11457764629581, 49.282693621820904]]}";__FJ7JWQ
"{""type"": ""LineString"", ""coordinates"": [[-123.11500758599283, 49.283684013316304], [-123.11488815300642, 49.283761499623004]]}";__FJ7JWW
"{""type"": ""LineString"", ""coordinates"": [[-123.11526462537138, 49.28393472258095], [-123.11520970719138, 49.283970308288374]]}";__FJ7JWZ
"{""type"": ""LineString"", ""coordinates"": [[-123.11541083764693, 49.28383697899629], [-123.11535935513788, 49.28387166182654]]}";__FJ7JX0
"{""type"": ""LineString"", ""coordinates"": [[-123.11550879428789, 49.28250062976432], [-123.11546554529568, 49.282527658519356]]}";__FJ7JX4
