Body,BodyName,ServiceLabel,ServiceDivisionLabel,ExpenditureCategory,DetailedExpenditureType,DetailedExpenditureCode,DatePaid,TransactionNumber,NetAmount,CapitalOrRevenue,SupplierName
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East  ,East - North East,Construction Services Total,Supplies and Services,Other Hired And Contracted Services,265,20-Mar-2013,1304-09565,2123.98,R,Tricon Services
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East  ,East - North East,Construction Services Total,Supplies and Services,Other Hired And Contracted Services,265,20-Mar-2013,1304-09566,2152.21,R,Tricon Services
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East  ,East - North East,Construction Services Total,Supplies and Services,Other Hired And Contracted Services,265,20-Mar-2013,1304-09567,2406.36,R,Tricon Services
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East               ,East - North East,Construction Services,Supplies and Services,Other Hired And Contracted Services,265,19-Apr-2013,1304-09568,1717.73,R,Tricon Services Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate,Corporate Governance,Supplies and Services,Computer Software & Equipment,214,09-Apr-2013,1304-09569,1014.00,R,Tricostar Llp
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Assessment And Care Management,Supplies and Services,Office Furniture & Equipment,201,05-Apr-2013,1304-09570,1692.35,R,Triumph Furniture Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Nursing Home,570,10-Apr-2013,1304-09571,3308.22,R,Troutbeck Nursing Home
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Nursing Care Dementia,574,10-Apr-2013,1304-09572,3776.68,R,Troutbeck Nursing Home
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Residential,580,10-Apr-2013,1304-09573,662.36,R,Troutbeck Nursing Home
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Third Party Payments,Nursing Home,570,10-Apr-2013,1304-09574,7281.44,R,Tru Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Economic Development,Supplies and Services,City Centre Enhancement,295,19-Apr-2013,1304-09575,8170.00,R,Trueform Engineering Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Economic Development,Supplies and Services,City Centre Enhancement,295,26-Apr-2013,1304-09576,9120.06,R,Trueform Engineering Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Transfer Payments,Direct Payments,626,10-Apr-2013,1304-09577,4857.96,R,REDACTED PERSONAL DATA
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Highways,Supplies and Services,Other Hired And Contracted Services,265,18-Apr-2013,1304-09578,7340.00,R,Trustseal Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Highways,Capital,Construction,3,18-Apr-2013,1304-09579,4435.00,C,Trustseal Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate,Leeds Shared Services,Employees,Recruitment Advertising,080,11-Apr-2013,1304-09580,525.00,R,Tsl Education Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate,Leeds Shared Services,Employees,Recruitment Advertising,080,23-Apr-2013,1304-09581,525.00,R,Tsl Education Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate,Leeds Shared Services,Employees,Recruitment Advertising,080,19-Apr-2013,1304-09582,600.00,R,Tsl Education Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate,Leeds Shared Services,Employees,Recruitment Advertising,080,19-Apr-2013,1304-09583,3144.75,R,Tsl Education Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate,Leeds Shared Services,Support Services,Personnel Services Not Functionlly Analy,829,05-Apr-2013,1304-09584,436.62,R,Tsl Education Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate,Leeds Shared Services,Support Services,Personnel Services Not Functionlly Analy,829,11-Apr-2013,1304-09585,525.00,R,Tsl Education Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate,Leeds Shared Services,Support Services,Personnel Services Not Functionlly Analy,829,08-Apr-2013,1304-09586,525.00,R,Tsl Education Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate,Leeds Shared Services,Support Services,Personnel Services Not Functionlly Analy,829,10-Apr-2013,1304-09587,525.00,R,Tsl Education Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate,Leeds Shared Services,Support Services,Personnel Services Not Functionlly Analy,829,26-Apr-2013,1304-09588,743.75,R,Tsl Education Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate,Leeds Shared Services,Support Services,Personnel Services Not Functionlly Analy,829,25-Apr-2013,1304-09589,962.50,R,Tsl Education Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate,Leeds Shared Services,Support Services,Personnel Services Not Functionlly Analy,829,19-Apr-2013,1304-09590,1050.00,R,Tsl Education Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate,Leeds Shared Services,Support Services,Personnel Services Not Functionlly Analy,829,05-Apr-2013,1304-09591,1291.50,R,Tsl Education Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate,Leeds Shared Services,Support Services,Personnel Services Not Functionlly Analy,829,05-Apr-2013,1304-09592,1519.00,R,Tsl Education Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate,Leeds Shared Services,Support Services,Personnel Services Not Functionlly Analy,829,11-Apr-2013,1304-09593,1883.00,R,Tsl Education Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate,Leeds Shared Services,Support Services,Personnel Services Not Functionlly Analy,829,19-Apr-2013,1304-09594,1883.00,R,Tsl Education Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate,Leeds Shared Services,Support Services,Personnel Services Not Functionlly Analy,829,09-Apr-2013,1304-09595,1883.00,R,Tsl Education Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate,Leeds Shared Services,Support Services,Personnel Services Not Functionlly Analy,829,11-Apr-2013,1304-09596,3144.75,R,Tsl Education Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate,Leeds Shared Services,Support Services,Personnel Services Not Functionlly Analy,829,23-Apr-2013,1304-09597,5424.12,R,Tsl Education Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Learning Skills & Universal,Supplies and Services,Office Furniture & Equipment,201,26-Apr-2013,1304-09598,564.23,R,Tts Group Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Learning Skills & Universal,Supplies and Services,Office Furniture & Equipment,201,26-Apr-2013,1304-09599,827.45,R,Tts Group Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Learning Skills & Universal,Supplies and Services,Teaching Materials,202,19-Apr-2013,1304-09600,2295.00,R,Tts Group Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Asset Management Services,Capital,Construction,3,22-Apr-2013,1304-09601,1502.19,C,Tucker And Tunstalls Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Adult Social Care,Capital,Furniture And Equipment,5,19-Apr-2013,1304-09602,1950.00,C,Tunstall Healthcare (Uk) Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Adult Social Care,Capital,Furniture And Equipment,5,17-Apr-2013,1304-09603,2750.00,C,Tunstall Healthcare (Uk) Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Adult Social Care,Capital,Furniture And Equipment,5,12-Apr-2013,1304-09604,2835.00,C,Tunstall Healthcare (Uk) Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,South South East,Capital,Construction,3,24-Apr-2013,1304-09605,9619.19,C,Tunstall Healthcare (Uk) Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,South South East,Capital,Construction,3,24-Apr-2013,1304-09606,33756.21,C,Tunstall Healthcare (Uk) Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,West North West,Capital,Construction,3,23-Apr-2013,1304-09607,32438.42,C,Tunstall Healthcare (Uk) Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate,Public Private Partnership Unit,Supplies and Services,Other Hired And Contracted Services,265,18-Apr-2013,1304-09608,2000.00,R,Turner & Townsend
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Asset Management Services,Capital,Other Costs,7,04-Apr-2013,1304-09609,1000.00,C,Turner & Townsend
http://statistics.data.gov.uk/doc/local-authority/00DA,West - North West       ,West - North West,Property And Maintenance,Employees,Temporary Staff-Basic,009,24-Apr-2013,1304-09610,3501.00,R,Turner & Townsend
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Home Care,568,12-Apr-2013,1304-09611,2466.75,R,Twenty Four Seven Nursing
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Home Care,568,12-Apr-2013,1304-09612,2921.75,R,Twenty Four Seven Nursing
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Home Care,568,12-Apr-2013,1304-09613,5999.69,R,Twenty Four Seven Nursing
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Home Care,568,12-Apr-2013,1304-09614,9853.87,R,Twenty Four Seven Nursing
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Home Care,568,12-Apr-2013,1304-09615,32723.73,R,Twenty Four Seven Nursing
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Third Party Payments,Home Care,568,12-Apr-2013,1304-09616,673.79,R,Twenty Four Seven Nursing
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Learning Skills & Universal,Third Party Payments,Services Rendered By Other Organisations,511,11-Apr-2013,1304-09617,5457.16,R,Twinkles (Leeds) Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Learning Skills & Universal,Third Party Payments,Services Rendered By Other Organisations,511,11-Apr-2013,1304-09618,27527.19,R,Twinkles (Wetherby) Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Learning Skills & Universal,Third Party Payments,Services Rendered By Other Organisations,511,11-Apr-2013,1304-09619,17599.35,R,Twinkles Nurseries Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Community Safety,Supplies and Services,Other Hired And Contracted Services,265,18-Apr-2013,1304-09620,4969.00,R,Tyco Fire & Integrated Solutions
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Adult Social Care,Capital,Furniture And Equipment,5,19-Apr-2013,1304-09621,462.00,C,Tynetec Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Adult Social Care,Capital,Furniture And Equipment,5,26-Apr-2013,1304-09622,2161.80,C,Tynetec Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Adult Social Care,Capital,Furniture And Equipment,5,04-Apr-2013,1304-09623,6123.80,C,Tynetec Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Learning Skills & Universal,Supplies and Services,Licences,266,22-Apr-2013,1304-09624,11001.00,R,Ucas Media Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Learning Skills & Universal,Supplies and Services,Bought In Professional Services,277,22-Apr-2013,1304-09625,-1000.00,R,Ucas Media Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Other Adult Services,Supplies and Services,Memberships,226,03-Apr-2013,1304-09626,1250.00,R,Uclan Business Services Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Libraries  Arts & Heritage,Income,Admissions  Booking Fees & Ticket Sales,933,18-Apr-2013,1304-09627,7910.83,R,Uk Box Office Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Streetscene Environmental Services,Transport,Repair & Maintenance of  Plant,342,03-Apr-2013,1304-09628,1725.00,R,Uk Container Maintenance Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Premises,Gas,123,05-Apr-2013,1304-09629,4125.44,R,Uk Gas Connections Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Asset Management Services,Premises,Maintenance Of Buildings,101,12-Apr-2013,1304-09630,1390.48,R,Uk Gas Connections Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Libraries  Arts & Heritage,Supplies and Services,Books & Audio-Visual Materials,206,19-Apr-2013,1304-09631,730.40,R,Ulverscroft Large Print Books Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Libraries  Arts & Heritage,Supplies and Services,Books & Audio-Visual Materials,206,19-Apr-2013,1304-09632,1237.66,R,Ulverscroft Large Print Books Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Transfer Payments,Direct Payments,626,10-Apr-2013,1304-09633,1171.96,R,REDACTED PERSONAL DATA
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Transfer Payments,Direct Payments,626,10-Apr-2013,1304-09634,719.04,R,REDACTED PERSONAL DATA
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Transfer Payments,Personalised Budgets,627,10-Apr-2013,1304-09635,498.40,R,REDACTED PERSONAL DATA
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist Total,Supplies and Services,Clothing & Uniforms,241,15-Mar-2013,1304-09636,648.65,R,Uniformity Schoolwear
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Highways,Premises,Maintenance Of Traffic Signals,108,30-Apr-2013,1304-09637,7450.00,R,Unipart Dorman
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,Rent,552,19-Apr-2013,1304-09638,1140.36,R,Unipol
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Learning Skills & Universal,Third Party Payments,Services Rendered By Other Organisations,511,11-Apr-2013,1304-09639,8210.06,R,United Leeds Teaching Hospital
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Day Centre,564,10-Apr-2013,1304-09640,1022.67,R,United Response
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Day Centre,564,19-Apr-2013,1304-09641,1022.67,R,United Response
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Day Centre,564,10-Apr-2013,1304-09642,1502.84,R,United Response
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Day Centre,564,19-Apr-2013,1304-09643,1502.84,R,United Response
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Day Centre,564,03-Apr-2013,1304-09644,2800.16,R,United Response
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,03-Apr-2013,1304-09645,578.80,R,United Response
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,03-Apr-2013,1304-09646,912.00,R,United Response
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,12-Apr-2013,1304-09647,1406.44,R,United Response
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,19-Apr-2013,1304-09648,1473.00,R,United Response
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,19-Apr-2013,1304-09649,1473.00,R,United Response
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,19-Apr-2013,1304-09650,1473.00,R,United Response
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,19-Apr-2013,1304-09651,1473.00,R,United Response
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,10-Apr-2013,1304-09652,1473.00,R,United Response
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,19-Apr-2013,1304-09653,1473.00,R,United Response
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,19-Apr-2013,1304-09654,1473.00,R,United Response
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,10-Apr-2013,1304-09655,1600.39,R,United Response
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,19-Apr-2013,1304-09656,1600.39,R,United Response
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,03-Apr-2013,1304-09657,18700.96,R,United Response
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Residential,580,03-Apr-2013,1304-09658,1473.00,R,United Response
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Residential,580,11-Apr-2013,1304-09659,5201.40,R,United Response
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Residential,580,19-Apr-2013,1304-09660,5201.40,R,United Response
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Residential,580,03-Apr-2013,1304-09661,5239.12,R,United Response
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Residential,580,11-Apr-2013,1304-09662,16108.16,R,United Response
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Residential,580,19-Apr-2013,1304-09663,16108.16,R,United Response
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Residential,580,11-Apr-2013,1304-09664,16330.00,R,United Response
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Residential,580,19-Apr-2013,1304-09665,16330.00,R,United Response
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Premises,Water Services,125,12-Apr-2013,1304-09666,880.36,R,United Utilities Water Plc
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Regeneration Management,Capital,Other Costs,7,04-Apr-2013,1304-09667,197644.91,C,Unity Housing Association
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Recreation,Supplies and Services,Operational Materials,205,30-Apr-2013,1304-09668,740.73,R,Univar B.V.
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Recreation,Supplies and Services,Operational Materials,205,19-Apr-2013,1304-09669,946.06,R,Univar B.V.
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Recreation,Supplies and Services,Operational Materials,205,11-Apr-2013,1304-09670,1502.29,R,Univar B.V.
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East               ,East - North East,Technical Services,Premises,General Maintenance,104,25-Apr-2013,1304-09671,1685.00,R,Universal Air Conditioning
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East               ,East - North East,Technical Services,Premises,General Maintenance,104,19-Apr-2013,1304-09672,3500.00,R,Universal Air Conditioning
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate,Commercial Services Trading Services,Supplies and Services,Other Hired And Contracted Services,265,25-Apr-2013,1304-09673,2000.00,R,Universal Commercial Vehicles (Export)
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Employees,Central Training,079,05-Apr-2013,1304-09674,5250.00,R,University Of Huddersfield Hec
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Other Adult Services,Supplies and Services,Other Hired And Contracted Services,265,22-Apr-2013,1304-09675,9157.00,R,University Of Leeds
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate,Executive Support,Supplies and Services,Non-Recurring Grants,227,16-Apr-2013,1304-09676,1000.00,R,University Of Leeds
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate,Human Resources,Employees,Training Costs,071,18-Apr-2013,1304-09677,5500.00,R,University Of Leeds
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Partnership Development & Leadership,Supplies and Services,Other Hired And Contracted Services,265,16-Apr-2013,1304-09678,-940.00,R,University Of Leeds
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate,Commercial Services Trading Services,Supplies and Services,Other Hired And Contracted Services,265,19-Apr-2013,1304-09679,3354.96,R,Uplifting Design Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Economic Development,Supplies and Services,Publication And Promotion,267,04-Apr-2013,1304-09680,6560.00,R,Urban Coco Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Libraries  Arts & Heritage,Supplies and Services,Non-Recurring Grants,227,18-Apr-2013,1304-09681,1250.00,R,Urban Sprawl
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Supplies and Services,Other Hired And Contracted Services,265,25-Apr-2013,1304-09682,1050.00,R,User Voice
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Supplies and Services,Other Hired And Contracted Services,265,03-Apr-2013,1304-09683,3275.00,R,User Voice
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Learning Skills & Universal,Third Party Payments,Services Rendered By Other Organisations,511,11-Apr-2013,1304-09684,682.15,R,REDACTED PERSONAL DATA
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,12-Apr-2013,1304-09685,673.56,R,REDACTED PERSONAL DATA
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Other Generic Services,Third Party Payments,Fees To Carers,563,02-Apr-2013,1304-09686,469.00,R,REDACTED PERSONAL DATA
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,Adoptions - Allowances,560,25-Apr-2013,1304-09687,500.00,R,REDACTED PERSONAL DATA
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Sheltered Accommodation,569,10-Apr-2013,1304-09688,1484.76,R,REDACTED PERSONAL DATA
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Residential,580,10-Apr-2013,1304-09689,4853.64,R,REDACTED PERSONAL DATA
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East               ,East - North East,Technical Services,Premises,Repairs & Adapts - Buildings,191,08-Apr-2013,1304-09690,450.00,R,Vador Security Systems Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate,Commercial Services Trading Services,Supplies and Services,Other Hired And Contracted Services,265,12-Apr-2013,1304-09691,1229.96,R,Vador Security Systems Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate,Commercial Services Trading Services,Supplies and Services,Other Hired And Contracted Services,265,10-Apr-2013,1304-09692,1426.43,R,Vador Security Systems Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Learning Skills & Universal,Supplies and Services,Bought In Professional Services,277,03-Apr-2013,1304-09693,1200.00,R,Val Sabin Publications
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Adults Under 65 Mental/Dis,Third Party Payments,Sheltered Accommodation,569,10-Apr-2013,1304-09694,2413.36,R,Valeo Limited
