Parent Department,Organisation,Unit,Reporting SCS post reference,Grade,Payscale minimum,Payscale maximum,Generic job title,Number of such posts in FTE
BIS,BIS,Business Group,B-2-0503-PR,Grade 6,50043,75983,,1
BIS,BIS,Business Group,B-2-0503-PR,Grade 7,40686,64151,,2.6
BIS,BIS,Business Group,B-2-0503-PR,SEO,28741,49798,,1.94
BIS,BIS,Business Group,B-2-0503-PR,HEO,22300,45000,,2
BIS,BIS,Business Group,B-2-0503-PR,EO,18763,35000,,2
BIS,BIS,Business Group,B-2-0503-PR,AO,16325,22126,,2
BIS,BIS,Business Group,B-3-0511-JM,Grade 7,40686,64151,,1
BIS,BIS,Business Group,B-3-0552-ND,Grade 7,40686,64151,,1
BIS,BIS,Business Group,B-3-0552-ND,EO,18763,35000,,1
BIS,BIS,Business Group,B-3-0631-DH,Grade 7,40686,64151,,1
BIS,BIS,Business Group,B-3-0631-DH,EO,18763,35000,,1
BIS,BIS,Business Group,B-3-0741-PL,Grade 7,40686,64151,,1
BIS,BIS,Business Group,B-3-0741-PL,HEO,22300,45000,,1
BIS,BIS,Business Group,B-3-0741-PL,EO,18763,35000,,0.86
BIS,BIS,Business Group,B-5-0503-DD9,Grade 6,50043,75983,,1.33
BIS,BIS,Business Group,B-5-0503-DD9,Grade 7,40686,64151,,3.81
BIS,BIS,Business Group,B-5-0503-DD9,HEO,22300,45000,,2
BIS,BIS,Business Group,B-5-0511-DD24,Grade 6,50043,75983,,6.41
BIS,BIS,Business Group,B-5-0511-DD24,Grade 7,40686,64151,,11.41
BIS,BIS,Business Group,B-5-0511-DD24,SEO,28741,49798,,3
BIS,BIS,Business Group,B-5-0511-DD24,HEO,22300,45000,,8
BIS,BIS,Business Group,B-5-0511-DD24,EO,18763,35000,,2
BIS,BIS,Business Group,B-5-0511-DD24,AO,16325,22126,,1
BIS,BIS,Business Group,B-5-0521-DD23,Grade 6,50043,75983,,3
BIS,BIS,Business Group,B-5-0521-DD23,Grade 7,40686,64151,,5
BIS,BIS,Business Group,B-5-0521-DD23,SEO,28741,49798,,2
BIS,BIS,Business Group,B-5-0521-DD23,HEO,22300,45000,,3.51
BIS,BIS,Business Group,B-5-0521-DD23,EO,18763,35000,,1
BIS,BIS,Business Group,B-5-0533-DD1,Grade 6,50043,75983,,1
BIS,BIS,Business Group,B-5-0533-DD1,Grade 7,40686,64151,,6
BIS,BIS,Business Group,B-5-0533-DD1,SEO,28741,49798,,3
BIS,BIS,Business Group,B-5-0533-DD1,HEO,22300,45000,,5
BIS,BIS,Business Group,B-5-0533-DD1,AO,16325,22126,,2
BIS,BIS,Business Group,B-5-0534-DD2,Grade 7,40686,64151,,1
BIS,BIS,Business Group,B-5-0534-DD2,HEO,22300,45000,,1
BIS,BIS,Business Group,B-5-0541-DD4,Grade 6,50043,75983,,4
BIS,BIS,Business Group,B-5-0541-DD4,Grade 7,40686,64151,,8.83
BIS,BIS,Business Group,B-5-0541-DD4,HEO,22300,45000,,0.89
BIS,BIS,Business Group,B-5-0541-DD4,EO,18763,35000,,1
BIS,BIS,Business Group,B-5-0541-DD4,AO,16325,22126,,1.64
BIS,BIS,Business Group,B-5-0561-DD5,Grade 6,50043,75983,,2
BIS,BIS,Business Group,B-5-0561-DD5,Grade 7,40686,64151,,7
BIS,BIS,Business Group,B-5-0561-DD5,SEO,28741,49798,,3
BIS,BIS,Business Group,B-5-0561-DD5,HEO,22300,45000,,1
BIS,BIS,Business Group,B-5-0561-DD5,EO,18763,35000,,2
BIS,BIS,Business Group,B-5-0561-DD5,AO,16325,22126,,1
BIS,BIS,Business Group,B-5-0562-DD6,Grade 6,50043,75983,,1
BIS,BIS,Business Group,B-5-0562-DD6,Grade 7,40686,64151,,2
BIS,BIS,Business Group,B-5-0562-DD6,SEO,28741,49798,,3
BIS,BIS,Business Group,B-5-0562-DD6,AO,16325,22126,,1
BIS,BIS,Business Group,B-5-0593-DD25,Grade 6,50043,75983,,3
BIS,BIS,Business Group,B-5-0593-DD25,Grade 7,40686,64151,,9
BIS,BIS,Business Group,B-5-0593-DD25,SEO,28741,49798,,1
BIS,BIS,Business Group,B-5-0593-DD25,HEO,22300,45000,,5
BIS,BIS,Business Group,B-5-0593-DD25,EO,18763,35000,,2.83
BIS,BIS,Business Group,B-5-0600-DD7,Grade 6,50043,75983,,3
BIS,BIS,Business Group,B-5-0600-DD7,Grade 7,40686,64151,,6
BIS,BIS,Business Group,B-5-0600-DD7,SEO,28741,49798,,9
BIS,BIS,Business Group,B-5-0600-DD7,HEO,22300,45000,,7
BIS,BIS,Business Group,B-5-0600-DD7,EO,18763,35000,,5
BIS,BIS,Business Group,B-5-0600-DD7,AO,16325,22126,,4
BIS,BIS,Business Group,B-5-0622-DD8,Grade 7,40686,64151,,1
BIS,BIS,Business Group,B-5-0622-DD8,HEO,22300,45000,,1
BIS,BIS,Business Group,B-5-0661-DD17,Grade 6,50043,75983,,2
BIS,BIS,Business Group,B-5-0661-DD17,Grade 7,40686,64151,,5
BIS,BIS,Business Group,B-5-0661-DD17,SEO,28741,49798,,2.5
BIS,BIS,Business Group,B-5-0661-DD17,HEO,22300,45000,,8.79
BIS,BIS,Business Group,B-5-0661-DD17,EO,18763,35000,,2
BIS,BIS,Business Group,B-5-0661-DD17,AO,16325,22126,,3
BIS,BIS,Business Group,B-5-0681-DD18,Grade 6,50043,75983,,4.62
BIS,BIS,Business Group,B-5-0681-DD18,Grade 7,40686,64151,,11
BIS,BIS,Business Group,B-5-0681-DD18,SEO,28741,49798,,3
BIS,BIS,Business Group,B-5-0681-DD18,HEO,22300,45000,,9
BIS,BIS,Business Group,B-5-0681-DD18,EO,18763,35000,,2
BIS,BIS,Business Group,B-5-0681-DD18,AO,16325,22126,,2
BIS,BIS,Business Group,B-5-0692-DD20,Other,N/A,N/A,,1
BIS,BIS,Business Group,B-5-0692-DD20,Grade 6,50043,75983,,3
BIS,BIS,Business Group,B-5-0692-DD20,Grade 7,40686,64151,,7.89
BIS,BIS,Business Group,B-5-0692-DD20,SEO,28741,49798,,5
BIS,BIS,Business Group,B-5-0692-DD20,HEO,22300,45000,,2.69
BIS,BIS,Business Group,B-5-0692-DD20,EO,18763,35000,,1
BIS,BIS,Business Group,B-5-0703-DD21,Grade 6,50043,75983,,3
BIS,BIS,Business Group,B-5-0703-DD21,Grade 7,40686,64151,,6
BIS,BIS,Business Group,B-5-0703-DD21,SEO,28741,49798,,5
BIS,BIS,Business Group,B-5-0703-DD21,EO,18763,35000,,1
BIS,BIS,Business Group,B-5-0703-DD21,AO,16325,22126,,1
BIS,BIS,Business Group,B-5-0711-DD26,Grade 6,50043,75983,,4
BIS,BIS,Business Group,B-5-0711-DD26,Grade 7,40686,64151,,4.67
BIS,BIS,Business Group,B-5-0711-DD26,SEO,28741,49798,,10
BIS,BIS,Business Group,B-5-0711-DD26,HEO,22300,45000,,7
BIS,BIS,Business Group,B-5-0711-DD26,EO,18763,35000,,6.58
BIS,BIS,Business Group,B-5-0724-DD27,Grade 6,50043,75983,,3
BIS,BIS,Business Group,B-5-0724-DD27,Grade 7,40686,64151,,10.95
BIS,BIS,Business Group,B-5-0724-DD27,SEO,28741,49798,,3
BIS,BIS,Business Group,B-5-0724-DD27,HEO,22300,45000,,5.61
BIS,BIS,Business Group,B-5-0724-DD27,EO,18763,35000,,1
BIS,BIS,Business Group,B-5-0756-DD14,Grade 6,50043,75983,,3.22
BIS,BIS,Business Group,B-5-0756-DD14,Grade 7,40686,64151,,11.59
BIS,BIS,Business Group,B-5-0756-DD14,HEO,22300,45000,,4.83
BIS,BIS,Business Group,B-5-0756-DD14,EO,18763,35000,,2
BIS,BIS,Business Group,B-5-0756-DD14,AO,16325,22126,,3.69
BIS,BIS,Business Group,B-5-0764-DD15,Grade 6,50043,75983,,3
BIS,BIS,Business Group,B-5-0764-DD15,Grade 7,40686,64151,,6.44
BIS,BIS,Business Group,B-5-0764-DD15,HEO,22300,45000,,8
BIS,BIS,Business Group,B-5-0764-DD15,EO,18763,35000,,1
BIS,BIS,Business Group,B-5-0764-DD15,AO,16325,22126,,1
BIS,BIS,Business Group,B-5-0781-DD16,Grade 6,50043,75983,,2
BIS,BIS,Business Group,B-5-0781-DD16,Grade 7,40686,64151,,5
BIS,BIS,Business Group,B-5-0781-DD16,SEO,28741,49798,,5
BIS,BIS,Business Group,B-5-0781-DD16,HEO,22300,45000,,8.62
BIS,BIS,Business Group,B-5-0781-DD16,EO,18763,35000,,1
BIS,BIS,Business Group,B-5-0781-DD16,AO,16325,22126,,1.55
BIS,BIS,Business Group,B-5-0792-DD10,Grade 6,50043,75983,,3.69
BIS,BIS,Business Group,B-5-0792-DD10,Grade 7,40686,64151,,7
BIS,BIS,Business Group,B-5-0792-DD10,HEO,22300,45000,,3
BIS,BIS,Business Group,B-5-0792-DD10,EO,18763,35000,,3.56
BIS,BIS,Business Group,B-5-0792-DD10,AO,16325,22126,,1.78
BIS,BIS,Business Group,B-5-0793-DD11,Grade 7,40686,64151,,3
BIS,BIS,Business Group,B-5-0793-DD11,HEO,22300,45000,,4
BIS,BIS,Business Group,B-5-0793-DD11,EO,18763,35000,,1
BIS,BIS,Business Group,B-5-0794-DD12,Grade 7,40686,64151,,1
BIS,BIS,Business Group,B-5-0795-DD13,Grade 6,50043,75983,,1
BIS,BIS,Business Group,B-5-0795-DD13,Grade 7,40686,64151,,12.69
BIS,BIS,Business Group,B-5-0795-DD13,HEO,22300,45000,,4
BIS,BIS,"Innovation, Enterprise and Better Regulation Executive",IEBRE-2-6550-PR,Grade 6,50043,75983,,1
BIS,BIS,"Innovation, Enterprise and Better Regulation Executive",IEBRE-2-6550-PR,HEO,22300,45000,,1
BIS,BIS,"Innovation, Enterprise and Better Regulation Executive",IEBRE-2-6550-PR,EO,18763,35000,,2
BIS,BIS,"Innovation, Enterprise and Better Regulation Executive",IEBRE-3-1031-SE,Grade 6,50043,75983,,4
BIS,BIS,"Innovation, Enterprise and Better Regulation Executive",IEBRE-3-1031-SE,Grade 7,40686,64151,,1
BIS,BIS,"Innovation, Enterprise and Better Regulation Executive",IEBRE-3-1031-SE,SEO,28741,49798,,1
BIS,BIS,"Innovation, Enterprise and Better Regulation Executive",IEBRE-3-1031-SE,HEO,22300,45000,,3
BIS,BIS,"Innovation, Enterprise and Better Regulation Executive",IEBRE-3-1031-SE,EO,18763,35000,,2
BIS,BIS,"Innovation, Enterprise and Better Regulation Executive",IEBRE-3-6511-ND,Grade 6,50043,75983,,1
BIS,BIS,"Innovation, Enterprise and Better Regulation Executive",IEBRE-3-6511-ND,HEO,22300,45000,,1
BIS,BIS,"Innovation, Enterprise and Better Regulation Executive",IEBRE-3-6511-ND,Other,N/A,N/A,,2
BIS,BIS,"Innovation, Enterprise and Better Regulation Executive",IEBRE-3-6521-JD,Grade 6,50043,75983,,1
BIS,BIS,"Innovation, Enterprise and Better Regulation Executive",IEBRE-3-6521-JD,Grade 7,40686,64151,,1
BIS,BIS,"Innovation, Enterprise and Better Regulation Executive",IEBRE-3-6521-JD,HEO,22300,45000,,1
BIS,BIS,"Innovation, Enterprise and Better Regulation Executive",IEBRE-3-6601-AJ,Grade 7,40686,64151,,3
BIS,BIS,"Innovation, Enterprise and Better Regulation Executive",IEBRE-3-6601-AJ,HEO,22300,45000,,2
BIS,BIS,"Innovation, Enterprise and Better Regulation Executive",IEBRE-3-6601-AJ,AO,16325,22126,,3
BIS,BIS,"Innovation, Enterprise and Better Regulation Executive",IEBRE-5-1033-DD1,Grade 7,40686,64151,,4
BIS,BIS,"Innovation, Enterprise and Better Regulation Executive",IEBRE-5-1033-DD1,SEO,28741,49798,,3.45
BIS,BIS,"Innovation, Enterprise and Better Regulation Executive",IEBRE-5-1033-DD1,HEO,22300,45000,,1.83
BIS,BIS,"Innovation, Enterprise and Better Regulation Executive",IEBRE-5-1033-DD1,AO,16325,22126,,3.72
BIS,BIS,"Innovation, Enterprise and Better Regulation Executive",IEBRE-5-1034-DD8,Grade 6,50043,75983,,1
BIS,BIS,"Innovation, Enterprise and Better Regulation Executive",IEBRE-5-1034-DD8,Grade 7,40686,64151,,4.81
BIS,BIS,"Innovation, Enterprise and Better Regulation Executive",IEBRE-5-1034-DD8,SEO,28741,49798,,1
BIS,BIS,"Innovation, Enterprise and Better Regulation Executive",IEBRE-5-1034-DD8,HEO,22300,45000,,5
BIS,BIS,"Innovation, Enterprise and Better Regulation Executive",IEBRE-5-1034-DD8,AO,16325,22126,,1
BIS,BIS,"Innovation, Enterprise and Better Regulation Executive",IEBRE-5-1035-DD5,Grade 7,40686,64151,,1.72
BIS,BIS,"Innovation, Enterprise and Better Regulation Executive",IEBRE-5-1035-DD5,SEO,28741,49798,,1
BIS,BIS,"Innovation, Enterprise and Better Regulation Executive",IEBRE-5-1035-DD5,HEO,22300,45000,,1
BIS,BIS,"Innovation, Enterprise and Better Regulation Executive",IEBRE-5-1035-DD5,AO,16325,22126,,1
BIS,BIS,"Innovation, Enterprise and Better Regulation Executive",IEBRE-5-6040-DD17,Grade 6,50043,75983,,2
BIS,BIS,"Innovation, Enterprise and Better Regulation Executive",IEBRE-5-6040-DD17,Grade 7,40686,64151,,4
BIS,BIS,"Innovation, Enterprise and Better Regulation Executive",IEBRE-5-6040-DD17,HEO,22300,45000,,3
BIS,BIS,"Innovation, Enterprise and Better Regulation Executive",IEBRE-5-6040-DD17,EO,18763,35000,,1
BIS,BIS,"Innovation, Enterprise and Better Regulation Executive",IEBRE-5-6040-DD18,Grade 6,50043,75983,,2.79
BIS,BIS,"Innovation, Enterprise and Better Regulation Executive",IEBRE-5-6040-DD18,Grade 7,40686,64151,,5.53
BIS,BIS,"Innovation, Enterprise and Better Regulation Executive",IEBRE-5-6040-DD18,HEO,22300,45000,,1.74
BIS,BIS,"Innovation, Enterprise and Better Regulation Executive",IEBRE-5-6503-DD10,Grade 7,40686,64151,,2
BIS,BIS,"Innovation, Enterprise and Better Regulation Executive",IEBRE-5-6503-DD10,HEO,22300,45000,,1
BIS,BIS,"Innovation, Enterprise and Better Regulation Executive",IEBRE-5-6503-DD10,EO,18763,35000,,1
BIS,BIS,"Innovation, Enterprise and Better Regulation Executive",IEBRE-5-6511-DD12,Grade 6,50043,75983,,2
BIS,BIS,"Innovation, Enterprise and Better Regulation Executive",IEBRE-5-6511-DD12,Grade 7,40686,64151,,1.92
BIS,BIS,"Innovation, Enterprise and Better Regulation Executive",IEBRE-5-6511-DD12,HEO,22300,45000,,6
BIS,BIS,"Innovation, Enterprise and Better Regulation Executive",IEBRE-5-6511-DD12,EO,18763,35000,,6
BIS,BIS,"Innovation, Enterprise and Better Regulation Executive",IEBRE-5-6511-DD16,Grade 6,50043,75983,,1
BIS,BIS,"Innovation, Enterprise and Better Regulation Executive",IEBRE-5-6511-DD16,Grade 7,40686,64151,,7.38
BIS,BIS,"Innovation, Enterprise and Better Regulation Executive",IEBRE-5-6511-DD16,HEO,22300,45000,,3
BIS,BIS,"Innovation, Enterprise and Better Regulation Executive",IEBRE-5-6511-DD2,Grade 6,50043,75983,,2
BIS,BIS,"Innovation, Enterprise and Better Regulation Executive",IEBRE-5-6511-DD2,Grade 7,40686,64151,,4
BIS,BIS,"Innovation, Enterprise and Better Regulation Executive",IEBRE-5-6511-DD2,HEO,22300,45000,,2
BIS,BIS,"Innovation, Enterprise and Better Regulation Executive",IEBRE-5-6511-DD2,EO,18763,35000,,3.56
BIS,BIS,"Innovation, Enterprise and Better Regulation Executive",IEBRE-5-6511-DD2,AO,16325,22126,,1
BIS,BIS,"Innovation, Enterprise and Better Regulation Executive",IEBRE-5-6521-DD11,HEO,22300,45000,,2
BIS,BIS,"Innovation, Enterprise and Better Regulation Executive",IEBRE-5-6521-DD11,EO,18763,35000,,1
BIS,BIS,"Innovation, Enterprise and Better Regulation Executive",IEBRE-5-6521-DD13,Grade 7,40686,64151,,3
BIS,BIS,"Innovation, Enterprise and Better Regulation Executive",IEBRE-5-6521-DD13,HEO,22300,45000,,2
BIS,BIS,"Innovation, Enterprise and Better Regulation Executive",IEBRE-5-6521-DD13,EO,18763,35000,,1
BIS,BIS,"Innovation, Enterprise and Better Regulation Executive",IEBRE-5-6521-DD19,Grade 6,50043,75983,,2
BIS,BIS,"Innovation, Enterprise and Better Regulation Executive",IEBRE-5-6521-DD19,Grade 7,40686,64151,,1
