Travel Date,No of Passengers,Class of Service,Departure Airport,Destination Airport,Cost of Booking excluding VAT,Airline,Dept.
30/07/2011,1,ECONOMY                  ,Lon Heathrow,Kathmandu,£525.00,Jet Airways,DFID
28/07/2011,1,ECONOMY                  ,Glasgow,Lon Heathrow,£5.00,British Airways,DFID
18/07/2011,1,ECONOMY                  ,Lon Heathrow,Geneva,£388.00,British Airways,DFID
18/07/2011,1,PREMIUM ECONOMY          ,Abuja,Lon Heathrow,£152.00,British Airways,DFID
15/07/2011,1,BUSINESS                 ,Lon Heathrow,Nairobi,"£1,056.00",Virgin Atlantic Airways,DFID
24/07/2011,1,BUSINESS                 ,Lon Heathrow,Johannesburg,"£1,567.00",British Airways,DFID
02/08/2011,1,ECONOMY                  ,Dubai,Lon Heathrow,£16.00,Virgin Atlantic Airways,DFID
25/07/2011,1,BUSINESS                 ,Manchester,Peking,"£1,410.00",Air France,DFID
27/07/2011,1,ECONOMY                  ,Dubai,Lon Heathrow,£455.00,Emirates,DFID
02/08/2011,1,ECONOMY                  ,Lon Heathrow,Cairo,£934.00,British Airways,DFID
21/10/2011,1,ECONOMY                  ,Maputo,Cape Town,£154.00,South African Airways,DFID
21/10/2011,1,ECONOMY                  ,Maputo,Cape Town,£205.00,South African Airways,DFID
13/07/2011,1,ECONOMY                  ,Lon Heathrow,Geneva,£333.00,Swiss International Airlines,DFID
03/09/2011,1,ECONOMY                  ,Lon Heathrow,Ndjili,£437.00,Kenya Airways,DFID
22/07/2011,1,ECONOMY                  ,Dubai,Lon Heathrow,£784.00,Emirates,DFID
15/07/2011,1,ECONOMY                  ,Lon Heathrow,Belfast Harb,£290.00,British Midland,DFID
14/07/2011,1,ECONOMY                  ,Lon Heathrow,Istanbul,£215.00,Turkish Airlines,DFID
26/07/2011,1,BUSINESS                 ,Lon Heathrow,Yangon,"£2,129.00",Thai Airways International,DFID
16/12/2011,1,ECONOMY                  ,Harare,Lon Heathrow,£580.00,British Airways,DFID
10/08/2011,1,ECONOMY                  ,Lon Heathrow,Jakarta Ind,£671.00,Emirates,DFID
15/07/2011,1,BUSINESS                 ,Lon Heathrow,Nairobi,"£1,056.00",Virgin Atlantic Airways,DFID
01/05/2011,1,ECONOMY                  ,Abuja,Lon Heathrow,£100.00,British Airways,DFID
29/05/2011,1,ECONOMY                  ,Birmingham,Abuja,£0.00,Lufthansa German Airlines,DFID
19/07/2011,1,ECONOMY                  ,Glasgow,Lon Gatwick,£63.24,Easyjet,DFID
27/05/2011,1,ECONOMY                  ,Maputo,Madrid,"-£1,536.00",Tap-Air Portugal,DFID
27/05/2011,1,ECONOMY                  ,Maputo,Madrid,-£660.00,Tap-Air Portugal,DFID
20/07/2011,1,ECONOMY                  ,Glasgow,Lon Gatwick,£185.93,Easyjet,DFID
31/08/2011,1,PREMIUM ECONOMY          ,Lon Heathrow,Abuja,£379.00,British Airways,DFID
17/08/2011,1,ECONOMY                  ,Abuja,Lon Heathrow,£16.00,British Airways,DFID
18/08/2011,1,ECONOMY                  ,Lon Heathrow,Dulles,"£1,174.00",Virgin Atlantic Airways,DFID
21/10/2011,1,ECONOMY                  ,Maputo,Cape Town,£154.00,South African Airways,DFID
14/07/2011,1,ECONOMY                  ,Lon Heathrow,Boston,£500.00,American Airlines,DFID
14/07/2011,1,ECONOMY                  ,Lon Gatwick,Inverness,£160.00,Flybe,DFID
13/07/2011,1,ECONOMY                  ,Boston,Lon Heathrow,£710.00,Delta Airlines Inc,DFID
21/10/2011,1,ECONOMY                  ,Maputo,Cape Town,£154.00,South African Airways,DFID
19/07/2011,1,BUSINESS                 ,Lon Heathrow,Nairobi,"£1,602.00",Virgin Atlantic Airways,DFID
10/08/2011,1,ECONOMY                  ,Lon Heathrow,Jakarta Ind,£895.00,Emirates,DFID
10/08/2011,1,ECONOMY                  ,Lon Heathrow,Jakarta Ind,£895.00,Emirates,DFID
10/08/2011,1,ECONOMY                  ,Lon Heathrow,Jakarta Ind,£671.00,Emirates,DFID
18/07/2011,1,ECONOMY                  ,Abuja,Orlando International,£80.00,British Airways,DFID
30/05/2011,1,ECONOMY                  ,Islamabad Intl,Islamabad Intl,-£197.00,Pakistan Int'L Airlines,DFID
18/07/2011,1,ECONOMY                  ,Kano,London City,£865.00,KLM UK,DFID
07/08/2011,1,ECONOMY                  ,San Diego,Dulles,£394.00,United Airlines,DFID
01/08/2011,1,BUSINESS                 ,Lon Heathrow,San Diego,"£2,285.00",British Airways,DFID
19/07/2011,1,ECONOMY                  ,Lon Heathrow,Abuja,£30.00,British Airways,DFID
15/07/2011,1,ECONOMY                  ,Istanbul,Lon Heathrow,£235.00,Turkish Airlines,DFID
15/07/2011,1,ECONOMY                  ,Istanbul,Lon Heathrow,£235.00,Turkish Airlines,DFID
07/08/2011,1,ECONOMY                  ,Edinburgh,Khartoum,£980.00,Lufthansa German Airlines,DFID
03/08/2011,1,ECONOMY                  ,Lon Heathrow,Islamabad Intl,£408.00,Pakistan Int'L Airlines,DFID
01/08/2011,1,ECONOMY                  ,Lon Heathrow,Lusaka,£840.00,Kenya Airways,DFID
17/07/2011,1,BUSINESS                 ,Nairobi,Lon Heathrow,"£1,420.00",British Airways,DFID
18/07/2011,1,ECONOMY                  ,Glasgow,Lon Gatwick,£206.00,British Airways,DFID
19/07/2011,1,ECONOMY                  ,Lon Heathrow,Abuja,£100.00,British Airways,DFID
24/07/2011,1,ECONOMY                  ,East Midlands Arpt,Glasgow,£69.48,Bmi Baby,DFID
15/07/2011,1,BUSINESS                 ,Lon Heathrow,Nairobi,"£1,366.00",Virgin Atlantic Airways,DFID
11/09/2011,1,ECONOMY                  ,Lon Heathrow,Kathmandu,£545.00,Jet Airways,DFID
11/09/2011,1,ECONOMY                  ,Lon Heathrow,Kathmandu,£545.00,Jet Airways,DFID
31/07/2011,1,ECONOMY                  ,Glasgow,Lon Heathrow,£31.00,British Airways,DFID
17/07/2011,1,BUSINESS                 ,Nairobi,Lon Heathrow,"£1,420.00",British Airways,DFID
24/07/2011,1,BUSINESS                 ,Lon Heathrow,Athens,£0.00,Aegean Airlines,DFID
21/10/2011,1,ECONOMY                  ,Maputo,Cape Town,-£181.16,South African Airways,DFID
18/07/2011,1,ECONOMY                  ,Kano,Lon Heathrow,£741.00,KLM UK,DFID
27/07/2011,1,ECONOMY                  ,Glasgow,Lon Gatwick,£112.93,Easyjet,DFID
20/07/2011,1,ECONOMY                  ,Lon Heathrow,Juba,£900.00,Kenya Airways,DFID
14/08/2011,1,ECONOMY                  ,Lon Gatwick,Glasgow,£32.00,British Airways,DFID
21/07/2011,1,BUSINESS                 ,Cairo,Lon Heathrow,£879.00,British Midland,DFID
05/09/2011,1,ECONOMY                  ,Lon Heathrow,Islamabad Intl,£220.00,Pakistan Int'L Airlines,DFID
26/09/2011,1,BUSINESS                 ,Lon Heathrow,Dubai,"£1,402.00",Emirates,DFID
20/07/2011,1,ECONOMY                  ,Edinburgh,Lon Gatwick,£105.53,Easyjet,DFID
14/07/2011,1,ECONOMY                  ,Lon Heathrow,Glasgow,£140.00,British Airways,DFID
28/07/2011,1,ECONOMY                  ,Lon Heathrow,Juba,£790.00,Kenya Airways,DFID
02/10/2011,1,ECONOMY                  ,Glasgow,Abuja,£310.00,British Airways,DFID
08/08/2011,1,PREMIUM ECONOMY          ,Lon Heathrow,Abuja,£449.00,British Airways,DFID
08/08/2011,1,PREMIUM ECONOMY          ,Lon Heathrow,Abuja,£449.00,British Airways,DFID
05/08/2011,1,ECONOMY                  ,Abuja,Lon Heathrow,£657.00,Lufthansa German Airlines,DFID
05/08/2011,1,ECONOMY                  ,Abuja,Lon Heathrow,£657.00,Lufthansa German Airlines,DFID
20/07/2011,1,ECONOMY                  ,Glasgow,London Stans,£208.30,Easyjet,DFID
21/07/2011,1,ECONOMY                  ,Glasgow,Lon Heathrow,£95.00,British Airways,DFID
26/07/2011,1,ECONOMY                  ,Maputo,Madrid,"£1,589.00",Iberia,DFID
18/07/2011,1,ECONOMY                  ,Lon Gatwick,Malta,£205.00,Air Malta,DFID
05/09/2011,1,ECONOMY                  ,Lon Heathrow,Islamabad Intl,£220.00,Pakistan Int'L Airlines,DFID
26/09/2011,1,BUSINESS                 ,Lon Heathrow,Dubai,"£1,402.00",Emirates,DFID
23/07/2011,1,ECONOMY                  ,Lon Heathrow,Dar Es Salaam,£823.00,British Airways,DFID
08/08/2011,1,ECONOMY                  ,Lon Gatwick,Berlin East,£166.96,Easyjet,DFID
21/08/2011,1,PREMIUM ECONOMY          ,Lon Heathrow,Dulles,"£1,470.00",Virgin Atlantic Airways,DFID
25/07/2011,1,ECONOMY                  ,Edinburgh,Newark Liberty,£862.00,Continental Airlines,DFID
26/07/2011,1,ECONOMY                  ,Lon Heathrow,Juba,£332.00,Kenya Airways,DFID
18/07/2011,1,ECONOMY                  ,Lon Heathrow,Glasgow,£95.00,British Airways,DFID
15/07/2011,1,ECONOMY                  ,Istanbul,Lon Heathrow,-£445.00,British Airways,DFID
15/07/2011,1,ECONOMY                  ,Istanbul,Lon Heathrow,-£445.00,British Airways,DFID
03/05/2011,1,ECONOMY                  ,Lon Heathrow,Belfast Harb,-£50.00,British Midland,DFID
20/08/2011,1,ECONOMY                  ,Lon Heathrow,Khartoum,£265.00,British Midland,DFID
20/08/2011,1,ECONOMY                  ,Lon Heathrow,Khartoum,£265.00,British Midland,DFID
15/08/2011,1,ECONOMY                  ,Glasgow,Lon Gatwick,£44.00,British Airways,DFID
20/08/2011,1,ECONOMY                  ,Lon Heathrow,Khartoum,£199.00,British Midland,DFID
17/07/2011,1,BUSINESS                 ,Nairobi,Lon Heathrow,£182.00,British Airways,DFID
19/07/2011,1,ECONOMY                  ,Glasgow,Lon Gatwick,£206.00,British Airways,DFID
19/07/2011,1,ECONOMY                  ,Glasgow,Lon Gatwick,£206.00,British Airways,DFID
09/09/2011,1,ECONOMY                  ,Lon Gatwick,Kabul,£946.50,Emirates,DFID
29/07/2011,1,ECONOMY                  ,Kano,Amsterdam,£959.00,KLM UK,DFID
23/05/2011,1,BUSINESS                 ,Lon Heathrow,Dulles,"-£1,928.00",Virgin Atlantic Airways,DFID
08/01/2011,1,ECONOMY                  ,Maputo,Johannesburg,-£57.60,South African Airways,DFID
20/07/2011,1,ECONOMY                  ,Glasgow,London Stans,£104.93,Easyjet,DFID
22/08/2011,1,ECONOMY                  ,London Stans,Glasgow,£60.93,Easyjet,DFID
09/08/2011,1,ECONOMY                  ,Edinburgh,Lon Gatwick,£59.00,British Airways,DFID
17/07/2011,1,PREMIUM ECONOMY          ,Nairobi,Lon Heathrow,"£1,042.00",British Airways,DFID
19/07/2011,1,ECONOMY                  ,Glasgow,Lon Gatwick,£161.00,British Airways,DFID
17/07/2011,1,ECONOMY                  ,Nairobi,Kigali,£128.00,Hahn Air,DFID
18/07/2011,1,ECONOMY                  ,London City,Geneva,£208.00,Swiss International Airlines,DFID
16/07/2011,1,ECONOMY                  ,Ndjili,Kigali,£308.00,Ethiopian Airlines,DFID
20/07/2011,1,ECONOMY                  ,Lon Heathrow,Belfast Harb,£290.00,British Midland,DFID
18/07/2011,1,ECONOMY                  ,Lon Gatwick,Glasgow,£73.00,British Airways,DFID
25/07/2011,1,ECONOMY                  ,Lon Heathrow,Abuja,£469.00,Arik Air,DFID
08/01/2011,1,ECONOMY                  ,Maputo,Johannesburg,-£57.60,South African Airways,DFID
17/07/2011,1,BUSINESS                 ,Nairobi,Lon Heathrow,"-£1,420.00",British Airways,DFID
21/07/2011,1,ECONOMY                  ,Lon Gatwick,Vienna,£318.79,Easyjet,DFID
18/08/2011,1,ECONOMY                  ,Madrid,Edinburgh,£272.24,Easyjet,DFID
18/08/2011,1,ECONOMY                  ,Madrid,Edinburgh,£272.24,Easyjet,DFID
18/08/2011,1,ECONOMY                  ,Madrid,Edinburgh,£272.24,Easyjet,DFID
21/09/2011,1,BUSINESS                 ,Dubai,Toronto Yyz,£289.00,British Airways,DFID
30/07/2011,1,ECONOMY                  ,Islamabad Intl,Lon Heathrow,£403.00,Qatar Airways,DFID
30/07/2011,1,ECONOMY                  ,Islamabad Intl,Lon Heathrow,£403.00,Qatar Airways,DFID
26/07/2011,1,ECONOMY                  ,Lon Heathrow,Dubai,£945.00,Emirates,DFID
01/09/2011,1,BUSINESS                 ,Lon Heathrow,Islamabad Intl,£958.00,Emirates,DFID
01/09/2011,1,BUSINESS                 ,Lon Heathrow,Islamabad Intl,£958.00,Emirates,DFID
28/07/2011,1,ECONOMY                  ,Brussels,Banjul,£2.00,Sn Brussels Airlines,DFID
17/09/2011,1,ECONOMY                  ,Sanaa,Sanaa,£0.00,Egyptair,DFID
16/07/2011,1,ECONOMY                  ,London Stans,Glasgow,£118.94,Easyjet,DFID
17/07/2011,1,BUSINESS                 ,Nairobi,Johannesburg,£777.00,Kenya Airways,DFID
26/07/2011,1,ECONOMY                  ,Lon Heathrow,Dubai,£945.00,Emirates,DFID
30/07/2011,1,ECONOMY                  ,Glasgow,Lon Gatwick,£37.00,British Airways,DFID
29/07/2011,1,ECONOMY                  ,Lon Heathrow,Kennedy Ny,£503.00,British Airways,DFID
20/08/2011,1,ECONOMY                  ,Lon Heathrow,Khartoum,£199.00,British Midland,DFID
20/07/2011,1,ECONOMY                  ,Manchester,Dubai,£451.00,Emirates,DFID
17/07/2011,1,ECONOMY                  ,Glasgow,Barbados,£408.00,British Airways,DFID
21/07/2011,1,ECONOMY                  ,Glasgow,Juba,"£1,261.00",KLM UK,DFID
07/08/2011,1,PREMIUM ECONOMY          ,Lon Heathrow,Abuja,£449.00,British Airways,DFID
25/07/2011,1,ECONOMY                  ,Lon Heathrow,Abuja,£469.00,Arik Air,DFID
21/09/2011,1,BUSINESS                 ,Dubai,Toronto Yyz,£75.00,British Airways,DFID
17/01/2011,1,ECONOMY                  ,Lon Gatwick,Pristina,£0.00,British Airways,DFID
17/07/2011,1,BUSINESS                 ,Nairobi,Lon Heathrow,"-£1,420.00",British Airways,DFID
25/07/2011,1,ECONOMY                  ,Lon Heathrow,Cairo,£430.00,British Midland,DFID
21/12/2011,1,ECONOMY                  ,Lon Heathrow,Dubai,£0.00,Emirates,DFID
31/07/2011,1,ECONOMY                  ,Lon Heathrow,Kathmandu,£770.00,Qatar Airways,DFID
30/05/2011,1,ECONOMY                  ,Lon Heathrow,Addis Ababa,£0.00,Ethiopian Airlines,DFID
20/07/2011,1,ECONOMY                  ,Barbados,Antigua,£108.00,Hahn Air,DFID
20/07/2011,1,ECONOMY                  ,Lon Heathrow,Abuja,£72.00,British Airways,DFID
20/07/2011,1,ECONOMY                  ,Addis Ababa,Accra,£486.00,Ethiopian Airlines,DFID
17/07/2011,1,ECONOMY                  ,Glasgow,Barbados,£445.00,British Airways,DFID
15/08/2011,1,ECONOMY                  ,London Stans,Glasgow,£89.93,Easyjet,DFID
18/07/2011,1,BUSINESS                 ,Lon Heathrow,Addis Ababa,£772.00,British Midland,DFID
18/07/2011,1,ECONOMY                  ,Abuja,Lon Heathrow,£736.00,KLM UK,DFID
21/12/2011,1,ECONOMY                  ,Lon Heathrow,Dubai,£0.00,Emirates,DFID
13/08/2011,1,ECONOMY                  ,Lon Gatwick,Islamabad Intl,£473.19,Emirates,DFID
21/07/2011,1,ECONOMY                  ,Lon Gatwick,Vienna,£22.00,Easyjet,DFID
25/07/2011,1,ECONOMY                  ,Lon Heathrow,Cairo,£430.00,British Midland,DFID
25/07/2011,1,ECONOMY                  ,Lon Heathrow,Cairo,£730.00,British Airways,DFID
16/09/2011,1,ECONOMY                  ,Harare,Windhoek,£268.00,South African Airways,DFID
21/12/2011,1,ECONOMY                  ,Lon Heathrow,Dubai,£0.00,Emirates,DFID
04/05/2011,1,ECONOMY                  ,Lon Heathrow,Dublin,-£24.00,British Midland,DFID
21/12/2011,1,ECONOMY                  ,Lon Heathrow,Dubai,£0.00,Emirates,DFID
27/07/2011,1,ECONOMY                  ,Glasgow,Lon Gatwick,£58.00,British Airways,DFID
20/07/2011,1,ECONOMY                  ,Lon Heathrow,Sanaa,£698.00,Emirates,DFID
06/08/2011,1,ECONOMY                  ,Dubai,Lon Gatwick,£426.00,Emirates,DFID
13/08/2011,1,ECONOMY                  ,Lon Heathrow,Abuja,£516.00,British Airways,DFID
06/08/2011,1,BUSINESS                 ,Belfast Harb,Johannesburg,"£2,294.00",Virgin Atlantic Airways,DFID
06/08/2011,1,BUSINESS                 ,Belfast Harb,Johannesburg,"£3,083.00",Virgin Atlantic Airways,DFID
20/07/2011,1,ECONOMY                  ,Glasgow,Lon Gatwick,£206.00,British Airways,DFID
18/07/2011,1,ECONOMY                  ,Kano,London City,£156.00,KLM UK,DFID
26/07/2011,1,ECONOMY                  ,Lon Heathrow,Amman,£321.00,Royal Jordanian,DFID
04/08/2011,1,BUSINESS                 ,Johannesburg,Belfast Harb,"£3,385.00",Virgin Atlantic Airways,DFID
29/07/2011,1,ECONOMY                  ,Khartoum,Lon Heathrow,£642.00,KLM UK,DFID
09/08/2011,1,ECONOMY                  ,Manchester,Dhaka,£520.00,Emirates,DFID
21/07/2011,1,ECONOMY                  ,Glasgow,Lon Gatwick,£206.00,British Airways,DFID
18/08/2011,1,ECONOMY                  ,Accra,Kennedy Ny,"£1,360.00",Delta Airlines Inc,DFID
02/08/2011,1,ECONOMY                  ,Glasgow,Dar Es Salaam,£634.00,British Airways,DFID
20/07/2011,1,ECONOMY                  ,Lon Heathrow,Abuja,£100.00,British Airways,DFID
20/07/2011,1,ECONOMY                  ,Lon Heathrow,Abuja,-£100.00,British Airways,DFID
08/06/2011,1,ECONOMY                  ,Lon Gatwick,Glasgow,£0.00,British Airways,DFID
12/06/2011,1,BUSINESS                 ,Lon Heathrow,Delhi,"-£1,684.00",Virgin Atlantic Airways,DFID
22/07/2011,1,PREMIUM ECONOMY          ,Accra,Lon Heathrow,£637.00,British Airways,DFID
03/08/2011,1,ECONOMY                  ,Lon Heathrow,Abuja,£650.00,British Airways,DFID
21/08/2011,1,ECONOMY                  ,Lon Heathrow,Vienna,£88.00,British Airways,DFID
02/09/2011,1,ECONOMY                  ,Lon Heathrow,Peking,£497.00,British Airways,DFID
25/07/2011,1,ECONOMY                  ,Lon Heathrow,Glasgow,£206.00,British Airways,DFID
09/08/2011,1,ECONOMY                  ,Inverness,Manchester,£185.00,Flybe,DFID
20/07/2011,1,ECONOMY                  ,Lon Heathrow,Abuja,£100.00,British Airways,DFID
03/03/2011,1,ECONOMY                  ,Glasgow,Bristol,-£52.17,Easyjet,DFID
27/07/2011,1,ECONOMY                  ,Glasgow,London Stans,£73.19,Easyjet,DFID
25/07/2011,1,ECONOMY                  ,Glasgow,Lon Gatwick,£120.00,British Airways,DFID
15/08/2011,1,ECONOMY                  ,Entebbe-Kampala,Johannesburg,£204.00,South African Airways,DFID
03/08/2011,1,ECONOMY                  ,Dubai,Lon Gatwick,£0.00,Emirates,DFID
02/09/2011,1,PREMIUM ECONOMY          ,Lon Heathrow,Abuja,£512.00,British Airways,DFID
08/08/2011,1,BUSINESS                 ,Lon Heathrow,Nairobi,"£1,170.00",Kenya Airways,DFID
26/08/2011,1,ECONOMY                  ,Lon Gatwick,Ibiza,£181.00,British Airways,DFID
25/07/2011,1,ECONOMY                  ,Glasgow,East Midlands Arpt,£135.98,Bmi Baby,DFID
25/07/2011,1,ECONOMY                  ,Glasgow,East Midlands Arpt,£135.98,Bmi Baby,DFID
29/08/2011,1,ECONOMY                  ,Ibiza,Lon Gatwick,£262.62,Easyjet,DFID
27/07/2011,1,ECONOMY                  ,Luton Engla,Glasgow,£79.53,Easyjet,DFID
31/07/2011,1,ECONOMY                  ,Lon Gatwick,Dubai,£932.00,Emirates,DFID
12/08/2011,1,PREMIUM ECONOMY          ,Dubai,Lon Heathrow,£865.00,British Airways,DFID
25/07/2011,1,ECONOMY                  ,Edinburgh,Lon Gatwick,£93.00,British Airways,DFID
10/08/2011,1,ECONOMY                  ,Lon Gatwick,Dubai,£650.00,Emirates,DFID
08/08/2011,1,BUSINESS                 ,Lon Heathrow,Nairobi,"£1,170.00",Kenya Airways,DFID
10/08/2011,1,BUSINESS                 ,Nairobi,Addis Ababa,£409.00,Ethiopian Airlines,DFID
10/08/2011,1,BUSINESS                 ,Nairobi,Addis Ababa,£409.00,Ethiopian Airlines,DFID
12/08/2011,1,ECONOMY                  ,Addis Ababa,Nairobi,£213.00,Kenya Airways,DFID
01/09/2011,1,ECONOMY                  ,Birmingham,Dubai,£377.00,Emirates,DFID
15/08/2011,1,ECONOMY                  ,Entebbe-Kampala,Johannesburg,£204.00,South African Airways,DFID
07/08/2011,1,ECONOMY                  ,Dubai,Lon Gatwick,£446.00,Emirates,DFID
02/09/2011,1,PREMIUM ECONOMY          ,Lon Heathrow,Abuja,£51.00,British Airways,DFID
26/08/2011,1,ECONOMY                  ,Dubai,Lon Gatwick,£476.00,Emirates,DFID
08/09/2011,1,ECONOMY                  ,Oslo Osl,Lon Heathrow,£90.00,British Airways,DFID
12/08/2011,1,ECONOMY                  ,Addis Ababa,Nairobi,£213.00,Kenya Airways,DFID
02/09/2011,1,PREMIUM ECONOMY          ,Lon Heathrow,Abuja,£512.00,British Airways,DFID
12/08/2011,1,PREMIUM ECONOMY          ,Dubai,Lon Heathrow,£301.00,British Airways,DFID
20/09/2011,1,ECONOMY                  ,Accra,Lon Heathrow,£310.00,British Airways,DFID
02/09/2011,1,ECONOMY                  ,Entebbe-Kampala,Lon Heathrow,£629.00,British Airways,DFID
05/09/2011,1,ECONOMY                  ,Entebbe-Kampala,Lon Heathrow,£591.00,British Airways,DFID
15/02/2011,1,ECONOMY                  ,Glasgow,Lon Gatwick,-£130.07,Easyjet,DFID
24/01/2011,1,ECONOMY                  ,Lon Gatwick,Glasgow,-£89.76,Easyjet,DFID
28/07/2011,1,ECONOMY                  ,Glasgow,Lon Gatwick,£191.66,Easyjet,DFID
09/08/2011,1,ECONOMY                  ,Lon Gatwick,Glasgow,£83.93,Easyjet,DFID
02/08/2011,1,ECONOMY                  ,Lon Heathrow,Glasgow,£132.00,British Airways,DFID
08/08/2011,1,ECONOMY                  ,Glasgow,Lon Gatwick,£64.00,British Airways,DFID
04/08/2011,1,ECONOMY                  ,Kabul,Delhi,£0.00,Air India,DFID
25/07/2011,1,ECONOMY                  ,Lon Heathrow,Nairobi,"£1,530.00",Kenya Airways,DFID
03/09/2011,1,ECONOMY                  ,Lon Heathrow,Ndjili,£512.00,Sn Brussels Airlines,DFID
29/07/2011,1,ECONOMY                  ,Nairobi,Juba,£174.00,Kenya Airways,DFID
18/09/2011,1,ECONOMY                  ,Lon Heathrow,Prague,£197.00,British Airways,DFID
04/07/2011,1,ECONOMY                  ,Kano,Kano,-£655.00,KLM UK,DFID
29/07/2011,1,ECONOMY                  ,Lon Gatwick,Glasgow,£35.88,Easyjet,DFID
28/07/2011,1,ECONOMY                  ,Glasgow,Lon Gatwick,£191.66,Easyjet,DFID
05/08/2011,1,PREMIUM ECONOMY          ,Delhi,Lon Heathrow,£0.00,Virgin Atlantic Airways,DFID
08/09/2011,1,ECONOMY                  ,Da Vinci,Brussels,£372.00,Sn Brussels Airlines,DFID
02/08/2011,1,ECONOMY                  ,Geneva,Lon Heathrow,£183.00,British Airways,DFID
02/09/2011,1,ECONOMY                  ,Glasgow,Amsterdam,£275.00,KLM UK,DFID
25/07/2011,1,ECONOMY                  ,Edinburgh,Newark Liberty,-£862.00,Continental Airlines,DFID
29/07/2011,1,ECONOMY                  ,Lon Gatwick,Glasgow,£111.94,Easyjet,DFID
26/07/2011,1,ECONOMY                  ,London Stans,Glasgow,£41.24,Easyjet,DFID
25/07/2011,1,ECONOMY                  ,Luton Engla,Glasgow,£88.93,Easyjet,DFID
25/07/2011,1,ECONOMY                  ,Glasgow,Lon Gatwick,£231.63,Easyjet,DFID
08/11/2011,1,ECONOMY                  ,Da Vinci,Brussels,£372.00,Sn Brussels Airlines,DFID
25/07/2011,1,ECONOMY                  ,Edinburgh,Washington National,"£1,090.00",Continental Airlines,DFID
14/08/2011,1,ECONOMY                  ,Lon Heathrow,Baghdad,£689.00,Etihad Airways,DFID
30/07/2011,1,ECONOMY                  ,Baghdad,Istanbul,£254.00,Turkish Airlines,DFID
24/05/2011,1,ECONOMY                  ,Lon Gatwick,Glasgow,£0.00,British Airways,DFID
24/05/2011,1,ECONOMY                  ,London City,Glasgow,-£27.00,British Airways,DFID
15/06/2011,1,ECONOMY                  ,Delhi,Kathmandu,-£43.00,Jet Airways,DFID
29/05/2011,1,ECONOMY                  ,Birmingham,Abuja,-£175.00,Lufthansa German Airlines,DFID
01/06/2011,1,ECONOMY                  ,Lon Heathrow,Islamabad Intl,-£135.00,Pakistan Int'L Airlines,DFID
26/04/2011,1,ECONOMY                  ,Manchester,Geneva,-£102.56,Easyjet,DFID
05/08/2011,1,ECONOMY                  ,Lon Gatwick,Geneva,£127.94,Easyjet,DFID
13/08/2011,1,ECONOMY                  ,Lon Heathrow,Maputo,£596.00,British Airways,DFID
03/10/2011,1,ECONOMY                  ,Da Vinci,Brussels,£372.00,Sn Brussels Airlines,DFID
30/07/2011,1,ECONOMY                  ,Istanbul,Lon Heathrow,£193.00,British Airways,DFID
02/09/2011,1,ECONOMY                  ,Khartoum,Glasgow,£530.00,KLM UK,DFID
14/07/2011,1,ECONOMY                  ,Lon Heathrow,Glasgow,£60.00,British Airways,DFID
02/08/2011,1,ECONOMY                  ,Glasgow,Lon Heathrow,£66.00,British Airways,DFID
25/08/2011,1,BUSINESS                 ,Johannesburg,Lon Heathrow,"£1,177.00",Virgin Atlantic Airways,DFID
16/08/2011,1,ECONOMY                  ,Lon Heathrow,Entebbe-Kampala,£519.00,British Airways,DFID
16/08/2011,1,ECONOMY                  ,Lon Heathrow,Entebbe-Kampala,£389.00,British Airways,DFID
16/08/2011,1,ECONOMY                  ,Oslo Osl,Lon Heathrow,£92.00,British Airways,DFID
16/08/2011,1,ECONOMY                  ,Oslo Osl,Lon Heathrow,£92.00,British Airways,DFID
20/07/2011,1,ECONOMY                  ,Luton Engla,Warsaw,£298.98,Wizz Air Hungary,DFID
22/07/2011,1,ECONOMY                  ,London City,Glasgow,£66.00,British Airways,DFID
02/09/2011,1,PREMIUM ECONOMY          ,Accra,Lon Heathrow,£511.00,Virgin Atlantic Airways,DFID
16/08/2011,1,ECONOMY                  ,Lon Heathrow,Entebbe-Kampala,£52.00,British Airways,DFID
30/07/2011,1,ECONOMY                  ,Lon Gatwick,Glasgow,£123.00,British Airways,DFID
06/08/2011,1,ECONOMY                  ,Brussels,Calcutta,"£1,622.00",Jet Airways,DFID
30/07/2011,1,ECONOMY                  ,Dubai,Lon Gatwick,£853.00,Emirates,DFID
30/07/2011,1,ECONOMY                  ,Lon Heathrow,Tel Aviv,£333.00,British Airways,DFID
25/08/2011,1,BUSINESS                 ,Johannesburg,Lon Heathrow,"£1,177.00",Virgin Atlantic Airways,DFID
16/08/2011,1,ECONOMY                  ,Lon Heathrow,Entebbe-Kampala,£519.00,British Airways,DFID
10/10/2011,1,ECONOMY                  ,Dar Es Salaam,Lon Heathrow,£298.00,Egyptair,DFID
16/08/2011,1,ECONOMY                  ,Oslo Osl,Lon Heathrow,£92.00,British Airways,DFID
28/07/2011,1,ECONOMY                  ,Lon Heathrow,Lilongwe,£210.00,Ethiopian Airlines,DFID
15/06/2011,1,ECONOMY                  ,Glasgow,Lon Gatwick,£0.00,British Airways,DFID
25/07/2011,1,ECONOMY                  ,Glasgow,East Midlands Arpt,£185.98,Bmi Baby,DFID
25/07/2011,1,ECONOMY                  ,Glasgow,Lon Gatwick,£164.00,Easyjet,DFID
25/08/2011,1,PREMIUM ECONOMY          ,Johannesburg,Lon Heathrow,£758.00,Virgin Atlantic Airways,DFID
