Travel Date,No of Passengers,Class of Service,Departure Airport,Destination Airport,Cost of Booking excluding VAT,Airline,Dept.
17/07/2011,1,ECONOMY                  ,Glasgow,Barbados,-£437.76,British Airways,DFID
10/08/2011,1,ECONOMY                  ,Lon Heathrow,Freetown,£608.00,British Midland,DFID
31/07/2011,1,ECONOMY                  ,Edinburgh,Lon Heathrow,£191.00,British Airways,DFID
27/07/2011,1,ECONOMY                  ,Glasgow,Lon Gatwick,£170.00,British Airways,DFID
25/07/2011,1,ECONOMY                  ,Brussels,Banjul,£0.00,Sn Brussels Airlines,DFID
16/08/2011,1,ECONOMY                  ,Oslo Osl,Lon Heathrow,£10.00,British Airways,DFID
23/07/2011,1,ECONOMY                  ,Johannesburg,Gaborone,£63.00,Air Botswana Corp,DFID
12/09/2011,1,BUSINESS                 ,Lon Heathrow,Hanoi,"£4,118.00",British Airways,DFID
19/08/2011,1,ECONOMY                  ,Lon Heathrow,Kennedy Ny,£361.00,Virgin Atlantic Airways,DFID
05/08/2011,1,BUSINESS                 ,Ndjili,Johannesburg,"£3,617.00",British Airways,DFID
03/08/2011,1,ECONOMY                  ,Lon Heathrow,Ndjili,£992.00,Sn Brussels Airlines,DFID
12/08/2011,1,BUSINESS                 ,Abuja,Dar Es Salaam,£64.00,Ethiopian Airlines,DFID
12/08/2011,1,BUSINESS                 ,Abuja,Dar Es Salaam,£636.00,Ethiopian Airlines,DFID
25/07/2011,1,ECONOMY                  ,Lon Heathrow,Abuja,£209.00,Arik Air,DFID
29/07/2011,1,ECONOMY                  ,Birmingham,Dubai,£660.00,Emirates,DFID
28/07/2011,1,ECONOMY                  ,Lon Gatwick,Glasgow,£30.00,British Airways,DFID
13/12/2011,1,ECONOMY                  ,Lon Heathrow,Cairo,£339.00,Egyptair,DFID
05/08/2011,1,ECONOMY                  ,London City,Entebbe-Kampala,£828.00,KLM UK,DFID
05/08/2011,1,ECONOMY                  ,London City,Entebbe-Kampala,£828.00,KLM UK,DFID
05/08/2011,1,ECONOMY                  ,Accra,Accra,£0.00,Emirates,DFID
05/08/2011,1,ECONOMY                  ,Accra,Accra,£0.00,Emirates,DFID
02/08/2011,1,ECONOMY                  ,Glasgow,Lon Gatwick,£132.53,Easyjet,DFID
22/08/2011,1,ECONOMY                  ,Lon Gatwick,Malta,£234.00,Air Malta,DFID
02/08/2011,1,ECONOMY                  ,Lon Gatwick,Glasgow,£27.00,British Airways,DFID
27/07/2011,1,ECONOMY                  ,Abuja,Entebbe-Kampala,£248.00,Ethiopian Airlines,DFID
02/08/2011,1,ECONOMY                  ,Dubai,Dar Es Salaam,£549.00,Emirates,DFID
20/08/2011,1,ECONOMY                  ,Lon Heathrow,Stockholm Arn,£164.00,British Airways,DFID
12/08/2011,1,PREMIUM ECONOMY          ,Abuja,Glasgow,£888.00,British Airways,DFID
13/08/2011,1,ECONOMY                  ,Brussels,Calcutta,£0.00,Jet Airways,DFID
05/08/2011,1,ECONOMY                  ,Accra,Accra,£0.00,Emirates,DFID
12/09/2011,1,BUSINESS                 ,Lon Heathrow,Hanoi,"£5,592.00",British Airways,DFID
05/11/2011,1,BUSINESS                 ,Abuja,Bangkok,"£1,234.00",Ethiopian Airlines,DFID
15/08/2011,1,ECONOMY                  ,Lon Gatwick,Glasgow,£37.00,British Airways,DFID
08/08/2011,1,ECONOMY                  ,London City,Glasgow,£128.00,British Airways,DFID
02/08/2011,1,ECONOMY                  ,Lon Heathrow,Newark Liberty,£503.00,British Airways,DFID
05/08/2011,1,ECONOMY                  ,Accra,Dubai,£898.00,Emirates,DFID
05/08/2011,1,ECONOMY                  ,Accra,Dubai,£898.00,Emirates,DFID
28/07/2011,1,ECONOMY                  ,Lon Gatwick,Glasgow,£60.00,British Airways,DFID
12/06/2011,1,BUSINESS                 ,Lon Heathrow,Johannesburg,"-£2,494.00",British Airways,DFID
12/06/2011,1,BUSINESS                 ,Lon Heathrow,Johannesburg,"-£2,179.00",British Airways,DFID
27/06/2011,1,PREMIUM ECONOMY          ,Lon Heathrow,Kennedy Ny,-£829.00,British Airways,DFID
09/06/2011,1,ECONOMY                  ,Glasgow,Lon Gatwick,£0.00,British Airways,DFID
30/08/2011,1,ECONOMY                  ,Ibiza,Lon Gatwick,£226.78,Easyjet,DFID
05/11/2011,1,BUSINESS                 ,Abuja,Bangkok,"£1,234.00",Ethiopian Airlines,DFID
01/08/2011,1,ECONOMY                  ,Glasgow,Lon Gatwick,£140.93,Easyjet,DFID
26/09/2011,1,ECONOMY                  ,Glasgow,Lon Heathrow,£42.00,British Airways,DFID
12/08/2011,1,BUSINESS                 ,Abuja,Dar Es Salaam,£636.00,Ethiopian Airlines,DFID
30/09/2011,1,ECONOMY                  ,Abuja,Lon Heathrow,£148.00,Lufthansa German Airlines,DFID
27/07/2011,1,ECONOMY                  ,Lon Heathrow,Belfast Harb,£290.00,British Midland,DFID
29/07/2011,1,ECONOMY                  ,Abuja,London City,£733.00,KLM UK,DFID
18/12/2011,1,ECONOMY                  ,Lon Heathrow,Cairo,£309.00,Egyptair,DFID
28/07/2011,1,ECONOMY                  ,Glasgow,Lon Gatwick,£161.00,British Airways,DFID
05/08/2011,1,ECONOMY                  ,Accra,Dubai,£898.00,Emirates,DFID
05/08/2011,1,ECONOMY                  ,Accra,Dubai,£674.00,Emirates,DFID
07/09/2011,1,ECONOMY                  ,Manchester,Dakar,£626.00,Sn Brussels Airlines,DFID
05/08/2011,1,ECONOMY                  ,Accra,Accra,£0.00,Emirates,DFID
26/08/2011,1,ECONOMY                  ,Madrid,Ibiza,£59.00,Air Europa,DFID
25/07/2011,1,ECONOMY                  ,Lon Heathrow,Abuja,-£344.00,Arik Air,DFID
27/07/2011,1,PREMIUM ECONOMY          ,Lon Heathrow,Dubai,£928.00,British Airways,DFID
26/08/2011,1,BUSINESS                 ,Dubai,Lon Gatwick,"£1,577.00",Emirates,DFID
26/08/2011,1,BUSINESS                 ,Dubai,Lon Gatwick,"£1,577.00",Emirates,DFID
11/08/2011,1,ECONOMY                  ,Kabul,Lon Gatwick,£818.00,Emirates,DFID
11/09/2011,1,ECONOMY                  ,Lon Heathrow,Delhi,£455.00,Jet Airways,DFID
11/08/2011,1,BUSINESS                 ,Kabul,Lon Gatwick,"£1,704.00",Emirates,DFID
28/07/2011,1,ECONOMY                  ,Lon Heathrow,Lilongwe,£75.00,Ethiopian Airlines,DFID
07/08/2011,1,ECONOMY                  ,Khartoum,Dalaman,£340.00,Turkish Airlines,DFID
08/02/2011,1,ECONOMY                  ,Glasgow,Lon Heathrow,£0.00,British Airways,DFID
04/02/2011,1,ECONOMY                  ,Lon Heathrow,Manchester,£0.00,British Airways,DFID
28/07/2011,1,ECONOMY                  ,Edinburgh,Lon Gatwick,£35.88,Easyjet,DFID
26/08/2011,1,ECONOMY                  ,Madrid,Ibiza,£59.00,Air Europa,DFID
26/08/2011,1,ECONOMY                  ,Madrid,Ibiza,£59.00,Air Europa,DFID
12/08/2011,1,BUSINESS                 ,Lon Heathrow,Cairo,"£1,250.00",Egyptair,DFID
12/08/2011,1,BUSINESS                 ,Lon Heathrow,Cairo,£938.00,Egyptair,DFID
28/09/2011,1,ECONOMY                  ,Lon Gatwick,Glasgow,£4.00,British Airways,DFID
12/08/2011,1,ECONOMY                  ,Khartoum,Istanbul,£291.00,Turkish Airlines,DFID
07/08/2011,1,PREMIUM ECONOMY          ,Lon Heathrow,Delhi,"£1,102.00",Virgin Atlantic Airways,DFID
03/08/2011,1,ECONOMY                  ,Lon Heathrow,Addis Ababa,£772.00,Turkish Airlines,DFID
08/06/2011,1,ECONOMY                  ,Cairo,Lon Heathrow,-£60.00,British Midland,DFID
03/08/2011,1,ECONOMY                  ,Lon Heathrow,Ndjili,-£992.00,Sn Brussels Airlines,DFID
14/02/2011,1,ECONOMY                  ,Glasgow,Lon Gatwick,-£202.00,British Airways,DFID
01/02/2011,1,ECONOMY                  ,Lon Heathrow,Glasgow,£0.00,British Midland,DFID
27/07/2011,1,PREMIUM ECONOMY          ,Lon Heathrow,Dubai,£928.00,British Airways,DFID
27/07/2011,1,PREMIUM ECONOMY          ,Lon Heathrow,Dubai,"£1,835.00",British Airways,DFID
03/09/2011,1,ECONOMY                  ,Ndjili,Lon Heathrow,£542.00,Sn Brussels Airlines,DFID
12/08/2011,1,BUSINESS                 ,Lon Heathrow,Cairo,"£1,250.00",Egyptair,DFID
12/09/2011,1,ECONOMY                  ,Delhi,Kathmandu,£70.00,Jet Airways,DFID
03/08/2011,1,BUSINESS                 ,Lon Heathrow,Ndjili,"£1,192.00",Sn Brussels Airlines,DFID
15/08/2011,1,ECONOMY                  ,Lon Heathrow,Dorval,£672.00,Air Canada,DFID
05/09/2011,1,ECONOMY                  ,Glasgow,Lon Gatwick,£12.00,British Airways,DFID
09/09/2011,1,ECONOMY                  ,Accra,Lon Heathrow,£375.00,British Airways,DFID
30/09/2011,1,ECONOMY                  ,Abuja,Lon Heathrow,£0.00,Lufthansa German Airlines,DFID
30/08/2011,1,BUSINESS                 ,Ibiza,London City,£453.00,British Airways,DFID
01/08/2011,1,ECONOMY                  ,Glasgow,Lon Gatwick,£69.00,British Airways,DFID
13/11/2011,1,ECONOMY                  ,Lon Heathrow,Antalya,£299.00,Turkish Airlines,DFID
14/08/2011,1,ECONOMY                  ,Lon Heathrow,Dulles,£725.00,British Airways,DFID
13/08/2011,1,ECONOMY                  ,Brussels,Calcutta,£0.00,Jet Airways,DFID
05/08/2011,1,BUSINESS                 ,Kennedy Ny,Paris Cdg,£882.00,Icelandair,DFID
06/09/2011,1,ECONOMY                  ,Lon Heathrow,Cape Town,£771.00,British Airways,DFID
11/08/2011,1,ECONOMY                  ,Kabul,Lon Gatwick,-£845.16,Emirates,DFID
22/09/2011,1,BUSINESS                 ,Lon Heathrow,Dubai,£686.00,Virgin Atlantic Airways,DFID
03/08/2011,1,ECONOMY                  ,Lon Heathrow,Cairo,£548.00,British Airways,DFID
18/08/2011,1,BUSINESS                 ,Dubai,Lon Gatwick,"£1,918.00",Emirates,DFID
23/08/2011,1,ECONOMY                  ,Glasgow,Lon Gatwick,£39.00,British Airways,DFID
24/08/2011,1,PREMIUM ECONOMY          ,Lon Heathrow,Accra,£100.00,British Airways,DFID
24/08/2011,1,PREMIUM ECONOMY          ,Lon Heathrow,Accra,£100.00,British Airways,DFID
24/08/2011,1,PREMIUM ECONOMY          ,Lon Heathrow,Accra,£100.00,British Airways,DFID
21/08/2011,1,ECONOMY                  ,Lon Heathrow,Islamabad Intl,£220.00,Pakistan Int'L Airlines,DFID
11/09/2011,1,ECONOMY                  ,Lon Gatwick,Da Vinci,£145.70,Easyjet,DFID
23/08/2011,1,ECONOMY                  ,Lon Gatwick,Malta,£53.00,Air Malta,DFID
01/08/2011,1,ECONOMY                  ,Lon Gatwick,Pristina,£370.00,British Airways,DFID
27/08/2011,1,PREMIUM ECONOMY          ,Delhi,Lon Heathrow,£378.00,Virgin Atlantic Airways,DFID
12/09/2011,1,ECONOMY                  ,Lon Heathrow,Dubai,£395.00,Emirates,DFID
23/09/2011,1,ECONOMY                  ,Dubai,Tashkent,£404.00,Uzbekistan Airways,DFID
13/08/2011,1,BUSINESS                 ,Ndjili,Lon Heathrow,"£1,618.00",Ethiopian Airlines,DFID
07/08/2011,1,ECONOMY                  ,Manchester,Geneva,£224.45,Easyjet,DFID
02/11/2011,1,ECONOMY                  ,Newcastle Gb,Abuja,£75.00,KLM UK,DFID
31/08/2011,1,ECONOMY                  ,Glasgow,Lon Gatwick,£44.00,British Airways,DFID
29/07/2011,1,ECONOMY                  ,Kano,Amsterdam,£64.00,KLM UK,DFID
12/08/2011,1,ECONOMY                  ,Islamabad Intl,Lon Gatwick,£383.00,Emirates,DFID
08/08/2011,1,ECONOMY                  ,Lon Heathrow,Kigali,£810.00,Kenya Airways,DFID
04/08/2011,1,ECONOMY                  ,Lon Heathrow,Johannesburg,£605.00,Virgin Atlantic Airways,DFID
23/08/2011,1,ECONOMY                  ,Delhi,Lon Heathrow,£390.00,Jet Airways,DFID
13/08/2011,1,BUSINESS                 ,Ndjili,Lon Heathrow,"£1,618.00",Ethiopian Airlines,DFID
16/08/2011,1,BUSINESS                 ,Lon Heathrow,Khartoum,£936.00,Turkish Airlines,DFID
08/08/2011,1,ECONOMY                  ,Lon Gatwick,Barbados,"£1,386.00",British Airways,DFID
01/08/2011,1,BUSINESS                 ,Lon Heathrow,San Diego,£826.00,British Airways,DFID
25/09/2011,1,ECONOMY                  ,Glasgow,Peking,£720.00,Emirates,DFID
16/06/2011,1,BUSINESS                 ,Islamabad Intl,Lon Heathrow,-£714.00,Gulf Air,DFID
21/08/2011,1,BUSINESS                 ,Lon Heathrow,Hanoi,"£2,265.00",Thai Airways International,DFID
08/08/2011,1,ECONOMY                  ,Paris Cdg,Edinburgh,£357.00,Flybe,DFID
08/08/2011,1,ECONOMY                  ,Paris Cdg,Edinburgh,£402.00,Flybe,DFID
01/08/2011,1,BUSINESS                 ,Lon Heathrow,Dulles,£100.00,British Airways,DFID
01/08/2011,1,ECONOMY                  ,Lon Gatwick,Glasgow,£166.00,British Airways,DFID
02/09/2011,1,ECONOMY                  ,Glasgow,Delhi,£532.00,Virgin Atlantic Airways,DFID
21/08/2011,1,BUSINESS                 ,Dubai,Lon Heathrow,£0.00,Emirates,DFID
11/09/2011,1,ECONOMY                  ,Lon Heathrow,Baltimore Md,£273.00,British Airways,DFID
17/08/2011,1,ECONOMY                  ,Glasgow,Lon Gatwick,£44.00,British Airways,DFID
10/09/2011,1,BUSINESS                 ,Lon Heathrow,Johannesburg,"£1,950.00",Virgin Atlantic Airways,DFID
04/08/2011,1,ECONOMY                  ,Glasgow,Lon Gatwick,£53.24,Easyjet,DFID
04/08/2011,1,ECONOMY                  ,Lon Gatwick,Edinburgh,£87.24,Easyjet,DFID
15/08/2011,1,ECONOMY                  ,Lon Heathrow,Delhi,£222.00,Jet Airways,DFID
19/08/2011,1,PREMIUM ECONOMY          ,Delhi,Lon Heathrow,£367.00,British Airways,DFID
11/09/2011,1,ECONOMY                  ,Johannesburg,Harare,£162.00,South African Airways,DFID
14/08/2011,1,ECONOMY                  ,Lon Heathrow,Khartoum,"£1,130.00",Lufthansa German Airlines,DFID
01/08/2011,1,ECONOMY                  ,Dubai,Lon Heathrow,£0.00,Virgin Atlantic Airways,DFID
12/09/2011,1,ECONOMY                  ,Glasgow,Lon Gatwick,£45.24,Easyjet,DFID
16/09/2011,1,ECONOMY                  ,Lon Gatwick,Glasgow,£17.00,British Airways,DFID
16/09/2011,1,ECONOMY                  ,Lon Gatwick,Glasgow,£17.00,British Airways,DFID
20/08/2011,1,ECONOMY                  ,Lon Heathrow,Maputo,£607.00,Ethiopian Airlines,DFID
26/08/2011,1,PREMIUM ECONOMY          ,Abuja,Lon Heathrow,"£1,333.00",British Airways,DFID
22/08/2011,1,ECONOMY                  ,Dubai,Lon Gatwick,£541.00,Emirates,DFID
15/12/2011,1,ECONOMY                  ,Lon Heathrow,Johannesburg,£752.00,Virgin Atlantic Airways,DFID
15/09/2011,1,ECONOMY                  ,Lon Gatwick,Glasgow,£17.00,British Airways,DFID
18/07/2011,1,PREMIUM ECONOMY          ,Abuja,Lon Heathrow,£100.00,British Airways,DFID
12/09/2011,1,ECONOMY                  ,Glasgow,Lon Gatwick,£53.94,Easyjet,DFID
05/08/2011,1,ECONOMY                  ,Lon Gatwick,Glasgow,£116.94,Easyjet,DFID
09/08/2011,1,ECONOMY                  ,Luton Engla,Glasgow,£63.94,Easyjet,DFID
06/09/2011,1,ECONOMY                  ,Glasgow,Lon Gatwick,£42.24,Easyjet,DFID
12/09/2011,1,ECONOMY                  ,Glasgow,Lon Gatwick,£43.94,Easyjet,DFID
28/08/2011,1,ECONOMY                  ,Lon Gatwick,Dubai,£417.00,Emirates,DFID
20/08/2011,1,PREMIUM ECONOMY          ,Abuja,Lon Heathrow,£100.00,British Airways,DFID
20/08/2011,1,PREMIUM ECONOMY          ,Abuja,Lon Heathrow,£100.00,British Airways,DFID
05/08/2011,1,ECONOMY                  ,Glasgow,Lon Gatwick,£58.00,British Airways,DFID
08/08/2011,1,BUSINESS                 ,Dubai,Colombo,£666.00,Emirates,DFID
01/08/2011,1,ECONOMY                  ,Edinburgh,Lon Gatwick,£214.00,British Airways,DFID
11/09/2011,1,ECONOMY                  ,Lon Heathrow,Dulles,£808.00,United Airlines,DFID
03/08/2011,1,ECONOMY                  ,Lon Gatwick,Glasgow,£0.00,British Airways,DFID
26/08/2011,1,BUSINESS                 ,Dubai,Madrid,"£2,010.00",Emirates,DFID
07/08/2011,1,ECONOMY                  ,Lon Heathrow,Ottawa,"£1,296.00",Air Canada,DFID
16/09/2011,1,ECONOMY                  ,Lon Gatwick,Glasgow,£17.00,British Airways,DFID
26/08/2011,1,ECONOMY                  ,Dubai,Madrid,"-£1,012.00",Emirates,DFID
12/06/2011,1,BUSINESS                 ,Lon Heathrow,Johannesburg,"-£2,494.00",British Airways,DFID
12/09/2011,1,ECONOMY                  ,Glasgow,Lon Gatwick,£54.24,Easyjet,DFID
07/09/2011,1,BUSINESS                 ,Lon Heathrow,Dubai,"£2,240.00",Emirates,DFID
16/09/2011,1,ECONOMY                  ,Lon Gatwick,Glasgow,£17.00,British Airways,DFID
02/08/2011,1,ECONOMY                  ,Lon Gatwick,Glasgow,£166.00,British Airways,DFID
20/08/2011,1,PREMIUM ECONOMY          ,Abuja,Lon Heathrow,"£1,434.00",British Airways,DFID
15/12/2011,1,ECONOMY                  ,Lon Heathrow,Johannesburg,£752.00,Virgin Atlantic Airways,DFID
18/07/2011,1,PREMIUM ECONOMY          ,Abuja,Lon Heathrow,£100.00,British Airways,DFID
13/08/2011,1,ECONOMY                  ,Dubai,Islamabad Intl,£265.00,Emirates,DFID
04/09/2011,1,ECONOMY                  ,Glasgow,Newark Liberty,£469.00,United Airlines,DFID
10/08/2011,1,ECONOMY                  ,Lilongwe,Lon Heathrow,£573.00,Kenya Airways,DFID
11/08/2011,1,ECONOMY                  ,Glasgow,Nairobi,£766.00,British Airways,DFID
17/08/2011,1,ECONOMY                  ,Lon Heathrow,Kano,£737.00,KLM UK,DFID
07/08/2011,1,ECONOMY                  ,Edinburgh,Lon Heathrow,£265.00,British Airways,DFID
04/08/2011,1,ECONOMY                  ,Lon Heathrow,Belfast Harb,£290.00,British Midland,DFID
06/09/2011,1,ECONOMY                  ,Lon Heathrow,Bangkok,£296.00,Thai Airways International,DFID
11/06/2011,1,ECONOMY                  ,Manchester,Lon Heathrow,-£180.00,British Midland,DFID
04/09/2011,1,ECONOMY                  ,Lon Heathrow,Islamabad Intl,£220.00,Pakistan Int'L Airlines,DFID
19/08/2011,1,PREMIUM ECONOMY          ,Lon Heathrow,Dubai,£0.00,British Airways,DFID
29/08/2011,1,ECONOMY                  ,Lon Heathrow,Entebbe-Kampala,£505.00,Kenya Airways,DFID
14/08/2011,1,ECONOMY                  ,Nairobi,Juba,£214.00,Kenya Airways,DFID
05/09/2011,1,ECONOMY                  ,Kano,London City,£187.00,KLM UK,DFID
03/08/2011,1,ECONOMY                  ,Lon Gatwick,Malta,£171.00,Air Malta,DFID
12/09/2011,1,ECONOMY                  ,Glasgow,Lon Gatwick,£54.24,Easyjet,DFID
05/08/2011,1,ECONOMY                  ,Lon Gatwick,Kabul,£780.00,Emirates,DFID
07/08/2011,1,ECONOMY                  ,Da Vinci,Addis Ababa,£757.00,Ethiopian Airlines,DFID
13/08/2011,1,ECONOMY                  ,Glasgow,Newark Liberty,"£1,059.00",Continental Airlines,DFID
14/08/2011,1,ECONOMY                  ,Lon Gatwick,Barbados,£479.00,British Airways,DFID
17/01/2011,1,ECONOMY                  ,Tunis,Tunis,-£32.01,British Airways,DFID
07/09/2011,1,ECONOMY                  ,Glasgow,Lon Gatwick,£118.93,Easyjet,DFID
09/09/2011,1,ECONOMY                  ,Luxembourg,Glasgow,£86.00,British Airways,DFID
06/08/2011,1,ECONOMY                  ,Lon Heathrow,Nairobi,£620.00,Kenya Airways,DFID
09/08/2011,1,ECONOMY                  ,Lon Heathrow,Dhaka,£385.00,Emirates,DFID
17/08/2011,1,ECONOMY                  ,Glasgow,Belfast Harb,£71.00,Flybe,DFID
05/08/2011,1,ECONOMY                  ,Lon Gatwick,Kabul,£0.00,Emirates,DFID
30/08/2011,1,ECONOMY                  ,Ibiza,Buenos Aires Eze,"£1,605.00",British Airways,DFID
31/08/2011,1,ECONOMY                  ,Glasgow,Lon Heathrow,£74.00,British Airways,DFID
17/08/2011,1,ECONOMY                  ,Lon Heathrow,Copenhagen,£133.00,British Airways,DFID
10/06/2011,1,ECONOMY                  ,Glasgow,Lon Gatwick,-£82.00,British Airways,DFID
04/08/2011,1,ECONOMY                  ,Lon Gatwick,Geneva,£61.50,Easyjet,DFID
18/08/2011,1,ECONOMY                  ,Glasgow,Lon Gatwick,£110.93,Easyjet,DFID
12/08/2011,1,ECONOMY                  ,Glasgow,Luton Engla,£58.24,Easyjet,DFID
08/08/2011,1,ECONOMY                  ,Lon Gatwick,Glasgow,£71.94,Easyjet,DFID
11/08/2011,1,ECONOMY                  ,London Stans,Glasgow,£91.94,Easyjet,DFID
07/08/2011,1,ECONOMY                  ,Lon Heathrow,Dulles,£964.00,United Airlines,DFID
10/09/2011,1,ECONOMY                  ,Juba,Lon Heathrow,£421.00,Kenya Airways,DFID
17/08/2011,1,ECONOMY                  ,Glasgow,Belfast Harb,£71.00,Flybe,DFID
17/08/2011,1,ECONOMY                  ,Glasgow,Belfast Harb,£71.00,Flybe,DFID
17/08/2011,1,ECONOMY                  ,Glasgow,Belfast Harb,£71.00,Flybe,DFID
07/08/2011,1,ECONOMY                  ,Lon Heathrow,Islamabad Intl,£385.00,Pakistan Int'L Airlines,DFID
26/08/2011,1,ECONOMY                  ,Dubai,Maputo,"£2,196.00",South African Airways,DFID
28/08/2011,1,ECONOMY                  ,Johannesburg,Maputo,£192.00,South African Airways,DFID
07/08/2011,1,ECONOMY                  ,Lon Heathrow,Entebbe-Kampala,£791.00,British Airways,DFID
16/10/2011,1,ECONOMY                  ,Lon Heathrow,Cape Town,£802.00,KLM UK,DFID
