PLACE-REF,Additional Rlf,Period Charge,Charge Type,EXEM-AMT,EXEM-CD,SBR-APPLIED,SBR-SUPPLE,SBR-RELIEF-,MAND-CHAR-,MAND-CHARI,DISC-CHARIT,DIS-RLF-AMT,ANALYSIS-CD,RV,SURNAME,Billing Address 1,Billing Address 2,Billing Address 3,Billing Address 4,Billing Address 5,Billing Post Code,Liability Start Date,Property Address 1,Property Address 2,Property Address 3,Property Address 4,Property Address 5,Property Post,UB-PROP-RV
5594240089,0,196.02,V,201.29,MINRV,0,5.27,0,,0,0,0,CW3,405,JADORT LTD,C/O MILLGUIDE LTD,VERNON MILL,MERSEY STREET,PORTWOOD,STOCKPORT,SK1 2HX,14/03/2009,"UNIT 2, BLOCK 2","4TH FLOOR, VERNON MILL",MERSEY STREET,PORTWOOD,STOCKPORT,SK1 2HX,STUDIO AND PREMISES
5594240099,0,196.02,V,201.29,MINRV,0,5.27,0,,0,0,0,IF3,405,JADORT LTD,C/O MILLGUIDE,VERNON MILL,MERSEY STREET,PORTWOOD,STOCKPORT,SK1 2HX,01/04/2007,"UNIT 3, BLOCK 2","4TH FLOOR, VERNON MILL",MERSEY STREET,PORTWOOD,STOCKPORT,SK1 2HX,STUDIO AND PREMISES
5594240109,0,205.7,V,211.23,MINRV,0,5.53,0,,0,0,0,CW,425,JADORT LTD,C/O MILLGUIDE,VERNON MILL,MERSEY STREET,PORTWOOD,STOCKPORT,SK1 2HX,01/04/2007,"UNIT 4, BLOCK 2","4TH FLOOR, VERNON MILL",MERSEY STREET,PORTWOOD,STOCKPORT,SK1 2HX,STUDIO AND PREMISES
5594240129,0,205.7,V,211.23,MINRV,0,5.53,0,,0,0,0,CW,425,JADORT LTD,C/O MILLGUIDE,VERNON MILL,MERSEY STREET,PORTWOOD,STOCKPORT,SK1 2HX,01/04/2007,"UNIT 1, BLOCK 3","4TH FLOOR, VERNON MILL",MERSEY STREET,PORTWOOD,STOCKPORT,SK1 2HX,STUDIO AND PREMISES
5594240139,0,196.02,V,201.29,MINRV,0,5.27,0,,0,0,0,CW3,405,JADORT LTD,C/O MILLGUIDE LTD,VERNON MILL,MERSEY STREET,PORTWOOD,STOCKPORT,SK1 2HX,01/11/2008,"UNIT 2, BLOCK 3","4TH FLOOR, VERNON MILL",MERSEY STREET,PORTWOOD,STOCKPORT,SK1 2HX,STUDIO AND PREMISES
5594240149,0,188.76,V,193.83,MINRV,0,5.07,0,,0,0,0,CW3,390,JADORT LTD,C/O MILLGUIDE,VERNON MILL,MERSEY STREET,PORTWOOD,STOCKPORT,SK1 2HX,10/05/2011,"UNIT 3, BLOCK 3","4TH FLOOR, VERNON MILL",MERSEY STREET,PORTWOOD,STOCKPORT,SK1 2HX,STUDIO AND PREMISES
5594240159,0,130.68,V,134.19,MINRV,0,3.51,0,,0,0,0,CW,270,JADORT LTD,C/O MILLGUIDE,VERNON MILL,MERSEY STREET,PORTWOOD,STOCKPORT,SK1 2HX,01/04/2007,"UNIT 5, BLOCK 3","4TH FLOOR, VERNON MILL",MERSEY STREET,PORTWOOD,STOCKPORT,SK1 2HX,WAREHOUSE AND PREMISES
5594240169,0,116.16,V,119.28,MINRV,0,3.12,0,,0,0,0,CW3,240,JADORT LTD,C/O MILLGUIDE LTD,VERNON MILL,MERSEY STREET,PORTWOOD,STOCKPORT,SK1 2HX,01/04/2007,"UNIT 4, BLOCK 3","4TH FLOOR, VERNON MILL",MERSEY STREET,PORTWOOD,STOCKPORT,SK1 2HX,STUDIO AND PREMISES
5594240179,0,140.36,V,144.13,MINRV,0,3.77,0,,0,0,0,CW,290,JADORT LTD,C/O MILLGUIDE,VERNON MILL,MERSEY STREET,PORTWOOD,STOCKPORT,SK1 2HX,01/04/2007,"UNIT 6, BLOCK 3","4TH FLOOR, VERNON MILL",MERSEY STREET,PORTWOOD,STOCKPORT,SK1 2HX,STUDIO AND PREMISES
5594240189,0,205.7,V,211.23,MINRV,0,5.53,0,,0,0,0,CW,425,JADORT LTD,C/O MILLGUIDE,VERNON MILL,MERSEY STREET,PORTWOOD,STOCKPORT,SK1 2HX,01/04/2007,"UNIT 7, BLOCK 3","4TH FLOOR, VERNON MILL",MERSEY STREET,PORTWOOD,STOCKPORT,SK1 2HX,STUDIO AND PREMISES
5594240199,0,205.7,V,211.23,MINRV,0,5.53,0,,0,0,0,CW,425,JADORT LTD,C/O MILLGUIDE,VERNON MILL,MERSEY STREET,PORTWOOD,STOCKPORT,SK1 2HX,01/11/2008,"UNIT 8, BLOCK 3","4TH FLOOR, VERNON MILL",MERSEY STREET,PORTWOOD,STOCKPORT,SK1 2HX,STUDIO AND PREMISES
5594240219,0,203.28,V,208.74,MINRV,0,5.46,0,,0,0,0,CX,420,JADORT LTD,C/O MILLGUIDE,VERNON MILL,MERSEY STREET,PORTWOOD,STOCKPORT,SK1 2HX,01/04/2007,"UNIT 1, BLOCK 4",4TH FLOOR VERNON MILL,MERSEY STREET,PORTWOOD,STOCKPORT,SK1 2HX,STUDIO
5594240229,0,183.92,V,188.86,MINRV,0,4.94,0,,0,0,0,CW,380,JADORT LTD,C/O MILLGUIDE,VERNON MILL,MERSEY STREET,PORTWOOD,STOCKPORT,SK1 2HX,01/02/2013,"UNIT 2, BLOCK 4","4TH FLOOR, VERNON MILL",MERSEY STREET,PORTWOOD,STOCKPORT,SK1 2HX,STUDIO AND PREMISES
5594240249,0,123.42,V,126.74,MINRV,0,3.32,0,,0,0,0,CW,255,JADORT LTD,C/O MILLGUIDE,VERNON MILL,MERSEY STREET,PORTWOOD,STOCKPORT,SK1 2HX,01/04/2007,"UNIT 4, BLOCK 4","4TH FLOOR, VERNON MILL",MERSEY STREET,PORTWOOD,STOCKPORT,SK1 2HX,STUDIO AND PREMISES
5594240259,0,133.1,V,136.68,MINRV,0,3.58,0,,0,0,0,CX,275,JADORT LTD,C/O MILLGUIDE,VERNON MILL,MERSEY STREET,PORTWOOD,STOCKPORT,SK1 2HX,01/04/2007,"UNIT 5, BLOCK 4","4TH FLOOR, VERNON MILL",MERSEY STREET,PORTWOOD,STOCKPORT,SK1 2HX,STUDIO
5594240269,0,203.28,V,208.74,MINRV,0,5.46,0,,0,0,0,CW,420,JADORT LTD,C/O MILLGUIDE,VERNON MILL,MERSEY STREET,PORTWOOD,STOCKPORT,SK1 2HX,01/03/2012,"UNIT 6, BLOCK 4","4TH FLOOR, VERNON MILL",MERSEY STREET,PORTWOOD,STOCKPORT,SK1 2HX,STUDIO AND PREMISES
5594240279,0,130.68,V,134.19,MINRV,0,3.51,0,,0,0,0,CW,270,JADORT LTD,C/O MILLGUIDE,VERNON MILL,MERSEY STREET,PORTWOOD,STOCKPORT,SK1 2HX,01/04/2007,"UNIT 3, BLOCK 5, 4TH FLOOR",VERNON MILL,MERSEY STREET,PORTWOOD,STOCKPORT,SK1 2HX,STORE AND PREMISES
5594240309,0,130.68,V,134.19,MINRV,0,3.51,0,,0,0,0,CW,270,JADORT LTD,C/O MILLGUIDE,VERNON MILL,MERSEY STREET,PORTWOOD,STOCKPORT,SK1 2HX,01/04/2007,"UNIT 4, BLOCK 5","4TH FLOOR, VERNON MILL",MERSEY STREET,PORTWOOD,STOCKPORT,SK1 2HX,STORE AND PREMISES
5594999219,0,1076.9,V,1105.83,MINRV,0,28.93,0,,0,0,0,CW,2225,JADORT LTD,C/O MILLGUIDE LTD,VERNON MILL,MERSEY STREET,PORTWOOD,STOCKPORT,SK1 2HX,01/11/2008,UNIT 209,VERNON MILL,MERSEY STREET,PORTWOOD,STOCKPORT,SK1 2HX,STORE &  PREMISES
5594999249,0,181.5,V,186.38,MINRV,0,4.88,0,,0,0,0,CW,375,JADORT LTD,C/O MILLGUIDE LTD,VERNON MILL,MERSEY STREET,PORTWOOD,STOCKPORT,SK1 2HX,01/11/2008,209B,VERNON MILL,MERSEY STREET,PORTWOOD,STOCKPORT,SK1 2HX,STORE AND PREMISES
5594999269,0,140.36,V,144.13,MINRV,0,3.77,0,,0,0,0,CW3,290,JADORT LTD,C/O MILLGUIDE LTD,VERNON MILL,MERSEY STREET,PORTWOOD,STOCKPORT,SK1 2HX,01/11/2008,"UNIT 1, BLOCK 9, 3RD FLOOR",VERNON MILL,MERSEY STREET,PORTWOOD,STOCKPORT,SK1 2HX,ARTISTS STUDIO
3431008009,0,1500.4,O,0,,0,0,0,,0,0,0,CS,3100,JAK AND SEBI LTD,,,,,,,25/05/2015,8 GOYT AVENUE,MARPLE,STOCKPORT,,,SK6 7JR,SHOP AND PREMISES
4142003009,0,7018,O,0,,0,0,0,,0,0,0,CS,14500,JAK TOYS LTD,3 HOLLINS LANE,MARPLE,STOCKPORT,,,SK6 6AW,01/12/2009,3 HOLLINS LANE,MARPLE,STOCKPORT,,,SK6 6AW,SHOP AND PREMISES
6550115019,0,23958,O,0,,0,643.5,0,,0,0,0,CS,49500,JAKE SHOES LTD,T/A JAKES SHOES,115 PRINCES STREET,STOCKPORT,,,SK1 1RB,27/06/2005,115-117 PRINCES STREET,STOCKPORT,,,,SK1 1RB,SHOP AND PREMISES
6550079009,0,9075,O,0,,0,243.75,0,,0,0,0,CS,18750,JAMES BOWES JEWELLERS LTD,,,,,,,17/11/2006,79 PRINCES STREET,STOCKPORT,,,,SK1 1RW,SHOP AND PREMISES
8522026009,0,4014.55,O,0,,0,0,0,,0,0,0,CS,17500,JAMES CONVENIENCE RETAIL LTD,10 NAPIER COURT,BARLBOROUGH,DERBYSHIRE,,,S43 4PZ,01/04/2015,22-26 WOODLEY PRECINCT,WOODLEY,STOCKPORT,,,SK6 1RJ,SHOP AND PREMISES
7393232469,0,27830,O,0,,0,747.5,0,,0,0,0,CO,57500,JAMES GALT & CO LTD,PT 2ND FLOOR,SOVEREIGN HOUSE,232-240 STOCKPORT ROAD,CHEADLE,,SK8 2EA,03/01/2013,PT 2ND FLOOR,SOVEREIGN HOUSE,232-240 STOCKPORT ROAD,CHEADLE,,SK8 2EA,OFFICES AND PREMISES
7393232499,0,4404.4,O,0,,0,0,0,,0,0,0,CP1,9100,JAMES GALT & CO LTD,PT 2ND FLOOR,SOVEREIGN HOUSE,232-240 STOCKPORT ROAD,CHEADLE,,SK8 2EA,03/01/2013,CAR SPACES 24-29 & 70-89,SOVEREIGN HOUSE,232-240 STOCKPORT ROAD,CHEADLE,,SK8 2EA,CAR PARKING SPACES
7393232819,0,508.2,O,0,,0,0,0,,0,0,0,CP1,1050,JAMES GALT & CO LTD,PT 2ND FLOOR,SOVEREIGN HOUSE,232-240 STOCKPORT ROAD,CHEADLE,,SK8 2EA,08/07/2014,CAR SPACES 67-69,SOVEREIGN HOUSE,232-240 STOCKPORT ROAD,CHEADLE,,SK8 2EA,CAR PARKING SPACES
7393233019,0,6655,V,0,,0,178.75,0,,0,0,0,CO,13750,JAMES GALT & CO LTD,PT 2ND FLOOR,SOVEREIGN HOUSE,232-240 STOCKPORT ROAD,CHEADLE,,SK8 2EA,01/08/2014,SUITE 1C,SOVEREIGN HOUSE,232-240 STOCKPORT ROAD,CHEADLE,,SK8 2EA,OFFICES AND PREMISES
8334002709,0,8712,O,0,,0,234,0,,0,0,0,IF3,18000,JAMES GRACE BESPOKE STAIRCASE REN  LTD,,,,,,,28/06/2013,UNIT 14 (1),MEADOW INDUSTRIAL ESTATE,WATER STREET,STOCKPORT,,SK1 2BY,WORKSHOP AND PREMISES
8334002809,0,3630,O,0,,0,0,0,,0,0,0,IF3,7500,JAMES GRACE BESPOKE STAIRCASE REN  LTD,,,,,,,28/10/2013,UNIT 14 (2A),MEADOW INDUSTRIAL ESTATE,WATER STREET,PORTWOOD,STOCKPORT,SK1 2BY,WORKSHOP AND PREMISES
1847195009,0,0,O,0,,0,0,0,,0,0,0,AC,0,JAMES HALL & CO LTD,SPAR DISTRIBUTION CENTRE,BOWLAND VIEW,PRESTON,,,PR2 5QT,28/01/2016,195 COUNCILLOR LANE,CHEADLE,,,,SK8 2JE,OST VAL
1847195019,0,24200,O,0,,0,650,0,,0,0,0,CS,50000,JAMES HALL & CO LTD,SPAR DISTRIBUTION CENTRE,BOWLAND VIEW,PRESTON,,,PR2 5QT,27/01/2016,195 COUNCILLOR LANE,CHEADLE,,,,SK8 2JE,SHOP AND PREMISES
825209009,0,15609,O,0,,0,419.25,0,,0,0,0,CS,32250,JAMES HALL & CO PROPERTIES LTD,SPAR DISTRIBUTION CENTRE,BOWLAND VIEW,PRESTON,LANCS,,PR2 5QT,11/07/2014,209-213 BRAMHALL LANE,DAVENPORT,STOCKPORT,,,SK2 6JD,SHOP AND PREMISES
715000029,0,13431,O,0,,0,360.75,0,,0,0,0,CW,27750,JAMES HARGREAVES (PLUMBERS' MERCHANTS) LTD,JAMES HARGREAVE PM LTD,PODMORDEN ROAD,BURNLEY,LANCASHIRE,,BB11 3JT,21/10/2013,UNIT A,MCKENZIE INDUSTRIAL ESTATE,BIRD HALL LANE,CHEADLE HEATH,STOCKPORT,SK3 0SB,WAREHOUSE AND PREMISES
5209001039,0,48400,O,0,,0,1300,0,,0,0,0,IF3O,100000,JAMES WALKER TOWNSON LTD,,,,,,,25/10/2011,UNIT 1B,CASTLEHILL INDUSTRIAL PARK,HORSFIELD WAY,BREDBURY IND ESTATE,BREDBURY STOCKPORT,SK6 2SU,"WORKSHOP,OFFICE AND PREMISES"
7393002069,0,7018,O,0,,-1,0,0,,0,0,0,CS3,14500,JANE ALEXANDRA HAIRDRESSING (CHDLE) LTD,,,,,,,31/12/2011,2 STOCKPORT ROAD,CHEADLE,,,,SK8 2AA,HAIRDRESSING SALON AND PREMISES
7511001009,0,56628,O,0,,0,1521,0,,0,0,0,CWO,117000,JANOME GB LTD,UNIT 1,SOUTHSIDE,BREDBURY PARKWAY,BREDBURY,STOCKPORT,SK6 2SP,07/11/1992,UNIT 1,SOUTHSIDE,BREDBURY IND EST,STOCKPORT,,SK6 2SP,"WAREHOUSE, OFFICE AND PREMISES"
8576540009,0,227480,V,0,,0,6110,0,,0,0,0,CO,470000,JARDEN CONSUMER SOLUTIONS (EUROPE) LTD,VINE MILL,HOLDEN FOLD LANE,ROYTON,OLDHAM,,OL2 5LN,21/11/2013,LAKESIDE 5400,CHEADLE ROYAL BUSINESS PARK,WILMSLOW ROAD,CHEADLE,,SK8 3GQ,OFFICES AND PREMISES
4966077009,0,7018,O,0,,0,0,0,,0,0,0,IFO,14500,JARMAC LTD,STANTON HOUSE,EASTHAM VILLAGE ROAD,EASTHAM,WIRRAL,MERSEYSIDE,CH62 0BJ,01/04/1990,LANCASHIRE HILL,STOCKPORT,,,,SK4 1RP,"WORKS, OFFICE AND PREMISES"
7380000019,0,333.96,O,0,,-1,0,333.96,,0,0,0,CS4,690,JAVA (NORTHWEST) LTD,,,,,,,26/09/2005,KIOSK ON PLATFORM 2,HAZEL GROVE STATION,STATION STREET,HAZEL GROVE,STOCKPORT,SK7 4EX,KIOSK
3824006009,0,11616,O,0,,0,312,0,,0,0,0,CWO,24000,JAVIS MANUFACTURING CO LTD,6 HAMMOND AVE,STOCKPORT,,,,SK4 1PQ,18/09/2004,6 HAMMOND AVENUE,STOCKPORT,,,,SK4 1PQ,"WAREHOUSE, OFFICE AND PREMISES"
1008134019,0,968,O,0,,-1,0,968,,0,0,0,IF3,2000,JBS MAINTENANCE LIMITED,BOOTH STREET CHAMBERS,30 - 32 BOOTH STREET,ASHTON UNDER LYNE,LANCASHIRE,,OL6 7LQ,01/04/2014,WORKSHOP,136 BUXTON ROAD,HIGH LANE,STOCKPORT,,SK6 8ED,WORKSHOP AND PREMISES
1557007009,0,2250.6,O,0,,-1,0,2250.6,,0,0,0,IF3O,4650,JC MILITARIA LTD,,,,,,,20/05/2013,7 CALE STREET,CALE GREEN,STOCKPORT,,,SK2 6SW,"WORKSHOP, OFFICE AND PREMISES"
715002739,0,1524.6,O,0,,-1,0,1524.6,,0,0,0,CO,3150,JCM BUSINESS SOLUTIONS LTD,,,,,,,08/03/2016,BLOCK 67 G4,EUROPA BUSINESS PARK,BIRD HALL LANE,CHEADLE HEATH,STOCKPORT,SK3 0RT,OFFICE
4048000079,0,5445,O,0,,0,0,0,,0,0,0,IF3,11250,JEFF GOSLING HAND CONTROLS LTD,UNIT 3 HOLLINGWORTH COURT,STOCKPORT ROAD WEST,BREDBURY,STOCKPORT,,SK6 2AN,01/05/2007,HOLLINGWORTH ROAD,BREDBURY,STOCKPORT,,,SK6 2AR,WORKSHOP AND PREMISES
7479266039,0,12100,O,0,,0,325,0,,0,0,0,IF3O,25000,JEFF GOSLING HAND CONTROLS LTD,UNIT 3 HOLLINGWORTH COURT,STOCKPORT ROAD WEST,BREDBURY,STOCKPORT,,SK6 2AN,01/04/2005,UNIT 3,HOLLINGWORTH COURT,STOCKPORT ROAD,BREDBURY,STOCKPORT,SK6 1AN,"WORKSHOP, OFFICE AND PREMISES"
7192016029,0,2468.4,V,0,,0,66.3,0,,0,0,0,COC,5100,JEGS DIN LTD,7A WELLINGTON ROAD,LONDON,,,,NW10 5LJ,01/04/2009,PT 2ND FLOOR,KERTON HOUSE,16-20 ST PETERSGATE,STOCKPORT,,SK1 1HD,"OFFICES, CAR SPACES(2) AND PREMISES"
7192016049,0,372.68,V,382.69,MINRV,0,10.01,0,,0,0,0,CO,770,JEGS DIN LTD,7A WELLINGTON ROAD,LONDON,,,,NW10 5LJ,01/04/2009,KERTON HOUSE,16-20 ST PETERSGATE,STOCKPORT,,,SK1 1HD,OFFICES AND PREMISES
7192016069,0,2904,V,0,,0,78,0,,0,0,0,CO,6000,JEGS DIN LTD,7A WELLINGTON ROAD,LONDON,,,,NW10 5LJ,03/12/2013,FRONT FIRST FLOOR OVER,16-20 ST PETERSGATE,STOCKPORT,,,SK1 1HD,OFFICES AND PREMISES
7192016159,0,1137.4,V,1167.95,MINRV,0,30.55,0,,0,0,0,CO,2350,JEGS DIN LTD,7A WELLINGTON ROAD,LONDON,,,,NW10 5LJ,21/09/2009,REAR FIRST FLOOR OVER,16-20 ST PETERSGATE,STOCKPORT,,,SK1 1HD,OFFICES AND PREMISES
7192018019,0,2904,O,0,,-1,0,2904,,0,0,0,CS,6000,JEGS DIN LTD,7A WELLINGTON ROAD,LONDON,,,,NW10 5LJ,10/02/2010,18 ST PETERSGATE,STOCKPORT,,,,SK1 1HD,SHOP AND PREMISES
3467099269,0,2420,O,0,,-1,0,2420,,0,0,0,CO,5000,JELLYLEGS PRODUCTIONS LTD,,,,,,,01/05/2007,UNIT M6,MAXRON HOUSE,GREEN LANE,ROMILEY,STOCKPORT,SK6 3JQ,OFFICES AND PREMISES
7192061229,0,1427.8,O,0,,-1,0,1427.8,,0,0,0,CO,2950,JEM PROPERTIES LIMITED,C/O EDWARD MELLOR LTD,65/81 ST PETERSGATE,STOCKPORT,,,SK1 1DH,01/09/2013,UNIT 6 1ST FLR,PRUDENTIAL BUILDINGS,61 ST PETERSGATE,STOCKPORT,,SK1 1DH,OFFICES AND PREMISES
5594263009,0,7865,O,0,,-1,0,0,,0,0,0,IF3,16250,JEM SHEET METAL & ENGINEERING LTD,,,,,,,01/04/1990,MERSEY STREET,PORTWOOD,STOCKPORT,,,SK1 2JQ,WORKSHOP AND PREMISES
7393232389,0,169.4,O,0,,0,0,0,,0,0,0,CP1,350,JEREMY RUBIN & CO LTD,C/O ORBIT DEVELOPMENTS (MANCHESTER) LTD,EMERSON HOUSE,HEYES LANE,ALDERLEY EDGE,,SK9 7LF,01/11/2012,CAR SPACE 34,SOVEREIGN HOUSE,232-240 STOCKPORT ROAD,CHEADLE,,SK8 2EA,CAR PARKING SPACE
7393234179,0,1210,O,0,,0,0,0,,0,0,0,CO,2500,JEREMY RUBIN & CO LTD,C/O ORBIT DEVELOPMENTS (MANCHESTER) LTD,EMERSON HOUSE,HEYES LANE,ALDERLEY EDGE,,SK9 7LF,01/11/2014,SUITE C GROUND FLOOR,SOVEREIGN HOUSE,232-240 STOCKPORT ROAD,CHEADLE,,SK8 2EA,OFFICES AND PREMISES
5469155009,0,5082,O,0,,0,0,0,,0,0,0,CGW,10500,JERENCOURT LTD,ASH GARAGE,155 MANCHESTER ROAD,STOCKPORT,,,SK4 1NL,01/04/1990,ASH GARAGE,155 MANCHESTER ROAD,STOCKPORT,,,SK4 1NL,"PETROL FILLING STATION, WORKSHOP & PREM"
827095069,0,5324,O,0,,0,0,0,,0,0,0,IF3,11000,JETMARINE LTD,UNIT 1,NATIONAL TRADING ESTATE,BRAMHALL MOOR LANE,HAZEL GROVE,STOCKPORT,SK7 5AA,01/01/2006,UNIT 3,NATIONAL TRADING ESTATE,BRAMHALL MOOR LANE,HAZEL GROVE,STOCKPORT,SK7 5AA,WORKSHOP AND PREMISES
827095119,0,3000.8,O,0,,0,0,0,,0,0,0,IF3,6200,JETMARINE LTD,UNIT 1,NATIONAL TRADING ESTATE,BRAMHALL MOOR LANE,HAZEL GROVE,STOCKPORT,SK7 5AA,20/01/2010,UNIT 11,NATIONAL TRADING ESTATE,BRAMHALL MOOR LANE,HAZEL GROVE,STOCKPORT,SK7 5AA,WORKSHOP AND PREMISES
827095249,0,4743.2,O,0,,0,0,0,,0,0,0,IF3,9800,JETMARINE LTD,UNIT 1,NATIONAL TRADING ESTATE,BRAMHALL MOOR LANE,HAZEL GROVE,STOCKPORT,SK7 5AA,01/02/2016,"UNITS 14B,14C & 15B",NATIONAL TRADING ESTATE,BRAMHALL MOOR LANE,HAZEL GROVE,STOCKPORT,SK7 5AA,WORKSHOP AND PREMISES
827095319,0,7139,O,0,,0,0,0,,0,0,0,IF3,14750,JETMARINE LTD,UNIT 1,NATIONAL TRADING ESTATE,BRAMHALL MOOR LANE,HAZEL GROVE,STOCKPORT,SK7 5AA,01/04/2000,UNIT 1,NATIONAL TRADING ESTATE,BRAMHALL MOOR LANE,HAZEL GROVE,STOCKPORT,SK7 5AA,WORKSHOP AND PREMISES
8105200279,0,1452,O,0,,-1,0,1452,,0,0,0,CW,3000,JETPACKS LTD,,,,,,,07/05/2001,UNIT 4 GOYT MILL,UPPER HIBBERT LANE,MARPLE,STOCKPORT,,SK6 7HX,WAREHOUSE AND PREMISES
873025019,0,2323.2,O,0,,-1,0,2323.2,,0,0,0,CS,4800,JEWEL ON THE HILL LTD,,,,,,,04/09/1999,25A BRIDGE STREET,STOCKPORT,,,,SK1 1XY,SHOP AND PREMISES
3459013009,0,6292,O,0,,-1,0,0,,0,0,0,CS,13000,JEWEL TIME LTD,13 GREAT UNDERBANK,STOCKPORT,,,,SK1 1PE,01/12/2006,13 GREAT UNDERBANK,STOCKPORT,,,,SK1 1LF,SHOP AND PREMISES
212024099,0,39930,O,0,,0,1072.5,0,,0,0,0,CWO,82500,JEWSON LTD,RECONCILIATION DEPARTMENT,SGBD,PO BOX 65,NATIONAL PAYMENTS CENTRE,HUDDERSFIELD,HD1 1XL,01/12/1997,ADSWOOD ROAD,CHEADLE HULME,CHEADLE,,,SK8 5QY,"WAREHOUSE, OFFICE AND PREMISES"
2751000009,0,25894,O,0,,0,695.5,0,,0,0,0,CW,53500,JEWSON LTD,RECONCILIATION DEPARTMENT,SGBD,PO BOX 65,NATIONAL PAYMENTS CENTRE,HUDDERSFIELD,HD1 1XL,01/04/1990,WAREHOUSE & PREMISES,EARL ROAD,CHEADLE HULME,CHEADLE,,SK8 6PT,WAREHOUSE AND PREMISES
3500331009,0,64372,O,0,,0,1729,0,,0,0,0,CWO,133000,JEWSON LTD,RECONCILIATION DEPARTMENT,SGBD,PO BOX 65,NATIONAL PAYMENTS CENTRE,HUDDERSFIELD,HD1 1XL,01/12/1997,GREG STREET,SOUTH REDDISH,STOCKPORT,,,SK5 7NW,"WAREHOUSE, OFFICE AND PREMISES"
6032031049,0,18755,O,0,,0,503.75,0,,0,0,0,CW,38750,JEWSON LTD,RECONCILIATION DEPARTMENT,SGBD,PO BOX 65,NATIONAL PAYMENTS CENTRE,HUDDERSFIELD,HD1 1XL,01/04/2005,NEWBY ROAD,HAZEL GROVE,STOCKPORT,,,SK7 5DR,WAREHOUSE AND PREMISES
6985233039,0,18755,O,0,,0,503.75,0,,0,0,0,CW,38750,JEWSON LTD,RECONCILIATION DEPARTMENT,SGBD,PO BOX 65,NATIONAL PAYMENTS CENTRE,HUDDERSFIELD,HD1 1XL,04/11/2011,RAILWAY ROAD,ROSE HILL,MARPLE,STOCKPORT,,SK6 6HU,WAREHOUSE AND PREMISES
3942525159,0,1694,O,0,,-1,0,1694,,0,0,0,IF3,3500,JIGSAW CONTROLS LIMITED,10 BARNSLEY STREET,STOCKPORT,,,,SK1 4EH,23/02/2016,2 OFFERTON INDUSTRIAL ESTATE,HEMPSHAW LANE,STOCKPORT,,,SK2 5TH,WORKSHOP AND PREMISES
13003029,0,8591,O,0,,-1,0,0,,0,0,0,CS,17750,JIM HALL SPORTS LTD,,,,,,,20/11/2007,3 ACK LANE EAST,BRAMHALL,STOCKPORT,,,SK7 2BE,SHOP AND PREMISES
7376051149,0,629.2,O,0,,-1,0,629.2,,0,0,0,IF3,1300,JIMMY'S LTD,2 WOODHEAD DRIVE,HALE,ALTRINCHAM,CHESHIRE,,WA15 9LG,22/06/1998,UNIT 2,THE COURTYARD,51 STATION ROAD,CHEADLE HULME,CHEADLE,SK8 7AA,WORKSHOP AND PREMISES
7376052269,0,338.8,O,0,,0,0,0,,0,0,0,CP1,700,JIMMY'S LTD,2 WOODHEAD DRIVE,HALE,ALTRINCHAM,CHESHIRE,,WA15 9LG,06/05/2011,CAR SPACES FOR,UNIT 2 THE COURTYARD,51 STATION ROAD,CHEADLE HULME,CHEADLE,SK8 7AA,CAR PARKING SPACES
3933200999,0,99.32,O,0,,0,0,0,,0,0,0,CP1,350,JL ADVISORY LLP,,,,,,,30/08/2016,CAR SPACE 13,REGENT HOUSE,HEATON LANE,STOCKPORT,,SK4 1BS,CAR PARKING SPACE
3933202019,0,698.48,O,0,,0,0,0,,0,0,0,CO,2450,JL ADVISORY LLP,,,,,,,29/08/2016,SUITE 9 - 10TH FLOOR FRONT,REGENT HOUSE,HEATON LANE,STOCKPORT,,SK4 1BS,OFFICES AND PREMISES
3933202029,0,698.48,O,0,,0,0,0,,0,0,0,CO,2450,JL ADVISORY LLP,,,,,,,29/08/2016,SUITE 10 - 10TH FLOOR FRONT,REGENT HOUSE,HEATON LANE,STOCKPORT,,SK4 1BS,OFFICES AND PREMISES
1890001019,0,2420,O,0,,-1,0,2420,,0,0,0,CO,5000,JML DEVELOPMENTS LTD,1 CROMWELL STREET,HEATON NORRIS,STOCKPORT,,,SK4 1JW,04/09/2011,1 CROMWELL STREET,HEATON NORRIS,STOCKPORT,,,SK4 1LY,OFFICES AND PREMISES
1734027049,0,2658.02,O,0,,-1,0,1107.25,,0,0,0,CO,9500,JMR SOLICITORS LLP,27 CHURCH ROAD,GATLEY,,,,SK8 4NG,02/08/2016,1ST FLOOR,27 CHURCH ROAD,GATLEY,CHEADLE,,SK8 4NG,OFFICES AND PREMISES
6069006009,0,1016.4,O,0,,0,0,0,,0,0,0,CP,2100,JOBWISE LTD,FINANCE DEPARTMENT,18-20 BRIDGE STREET,BOLTON,,,BL1 2EA,01/04/2004,CAR PARK,NORTH PLACE,ST PETERSGATE,STOCKPORT,,SK1 1HH,CAR PARK
7192026019,0,3318.38,V,3407.51,3MTHS,0,89.13,0,,0,0,0,CR1,13750,JOBWISE LTD,FINANCE DEPARTMENT,18-20 BRIDGE STREET,BOLTON,,,BL1 2EA,01/10/2016,26 ST PETERSGATE,STOCKPORT,,,,SK1 1HD,CAFE & CRAFT CENTRE & PREMISES
