Body,Body name,Service label,Service divison label,Expenditure category,Detailed expenditure type,Detailed Expenditure Code,Date paid,Transaction Number,Net Amount,Capital or revenue,Supplier name
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Commercial Services Trading Services,Supplies and Services,Food & Drink,231,11-Feb-2011,1102-00662,481.76,R,Beverages Direct Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Nursing Care Emi,574,16-Feb-2011,1102-00663,1728.00,R,Bewick Lodge
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Streetscene Environmental Services,Supplies and Services,Waste Disposal Charges,236,23-Feb-2011,1102-00664,34227.47,R,Biffa Waste Services Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Streetscene Environmental Services,Supplies and Services,Landfill Tax,237,23-Feb-2011,1102-00665,92774.86,R,Biffa Waste Services Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Streetscene Environmental Services,Supplies and Services,Waste Disposal Charges,236,23-Feb-2011,1102-00666,-27321.84,R,Biffa Waste Services Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Streetscene Environmental Services,Supplies and Services,Landfill Tax,237,23-Feb-2011,1102-00667,-72858.24,R,Biffa Waste Services Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Streetscene Environmental Services,Supplies and Services,Waste Disposal Charges,236,23-Feb-2011,1102-00668,22009.26,R,Biffa Waste Services Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Streetscene Environmental Services,Supplies and Services,Landfill Tax,237,23-Feb-2011,1102-00669,72858.24,R,Biffa Waste Services Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Highways,Supplies and Services,Publication And Promotion,267,09-Feb-2011,1102-00670,1344.68,R,Bikeability Btb Mail Flight
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East Homes Leeds,East - North East,Technical Services,Supplies and Services,Other Materials,205,04-Feb-2011,1102-00671,1434.99,R,Bilbeck (Merchants) Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East Homes Leeds,East - North East,Technical Services,Supplies and Services,Other Materials,205,04-Feb-2011,1102-00672,647.98,R,Bilbeck (Merchants) Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East Homes Leeds,East - North East,Technical Services,Supplies and Services,Other Materials,205,04-Feb-2011,1102-00673,1637.21,R,Bilbeck (Merchants) Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East Homes Leeds,East - North East,Technical Services,Supplies and Services,Other Materials,205,04-Feb-2011,1102-00674,1631.23,R,Bilbeck (Merchants) Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East Homes Leeds,East - North East,Technical Services,Supplies and Services,Other Materials,205,04-Feb-2011,1102-00675,1066.98,R,Bilbeck (Merchants) Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East Homes Leeds,East - North East,Technical Services,Supplies and Services,Other Materials,205,11-Feb-2011,1102-00676,2460.38,R,Bilbeck (Merchants) Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East Homes Leeds,East - North East,Technical Services,Supplies and Services,Other Materials,205,11-Feb-2011,1102-00677,572.69,R,Bilbeck (Merchants) Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East Homes Leeds,East - North East,Technical Services,Supplies and Services,Other Materials,205,25-Feb-2011,1102-00678,919.81,R,Bilbeck (Merchants) Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East Homes Leeds,East - North East,Technical Services,Supplies and Services,Other Materials,205,25-Feb-2011,1102-00679,448.26,R,Bilbeck (Merchants) Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East Homes Leeds,East - North East,Technical Services,Supplies and Services,Other Materials,205,25-Feb-2011,1102-00680,1136.97,R,Bilbeck (Merchants) Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East Homes Leeds,East - North East,Technical Services,Supplies and Services,Other Materials,205,25-Feb-2011,1102-00681,534.66,R,Bilbeck (Merchants) Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,East - North East Homes Leeds,East - North East,Technical Services,Supplies and Services,Other Materials,205,25-Feb-2011,1102-00682,2347.84,R,Bilbeck (Merchants) Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Recreation,Transport,Plant Spares,346,03-Feb-2011,1102-00683,1662.07,R,Binson Bearings
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Recreation,Supplies and Services,Operational Materials,205,04-Feb-2011,1102-00684,791.20,R,Binson Bearings
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Recreation,Supplies and Services,Operational Materials,205,04-Feb-2011,1102-00685,593.28,R,Binson Bearings
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Integrated Youth Support  Service,Capital,Furniture And Equipment,5,11-Feb-2011,1102-00686,451.20,C,Bishop Sports And Leisure Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Commercial Services Trading Services,Supplies and Services,Operational Materials,205,03-Feb-2011,1102-00687,444.60,R,Bison Bede Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Commercial Services Trading Services,Supplies and Services,Operational Materials,205,11-Feb-2011,1102-00688,576.10,R,Bison Bede Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Commercial Services Trading Services,Supplies and Services,Operational Materials,205,11-Feb-2011,1102-00689,2712.00,R,Bison Bede Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Commercial Services Trading Services,Supplies and Services,Operational Materials,205,23-Feb-2011,1102-00690,547.00,R,Bison Bede Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Recreation,Supplies and Services,Subsistence,256,10-Jan-2011,1102-00691,614.13,R,Bj Tiantan Hotel Co.Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Libraries Arts & Heritage,Supplies and Services,Other Hired And Contracted Services,265,04-Feb-2011,1102-00692,3831.00,R,Black Dyke Band 1855 Promotions Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Other Adult Services,Third Party Payments,Payments To Voluntary Organisations,561,09-Feb-2011,1102-00693,85206.25,R,Black Health Agency
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Support And Facilities Trading Services,Supplies and Services,Operational Materials,205,18-Feb-2011,1102-00694,710.00,R,Blackburns Metals Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Support And Facilities Trading Services,Supplies and Services,Operational Materials,205,18-Feb-2011,1102-00695,510.00,R,Blackburns Metals Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Support And Facilities Trading Services,Supplies and Services,Operational Materials,205,18-Feb-2011,1102-00696,2331.00,R,Blackburns Metals Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Belle Isle,Capital,Construction,3,02-Feb-2011,1102-00697,1044.44,C,Blackie Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Belle Isle,Capital,Construction,3,09-Feb-2011,1102-00698,6945.54,C,Blackie Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Belle Isle,Capital,Construction,3,16-Feb-2011,1102-00699,9520.10,C,Blackie Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Belle Isle,Capital,Construction,3,18-Feb-2011,1102-00700,3195.00,C,Blackie Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Belle Isle,Capital,Construction,3,23-Feb-2011,1102-00701,17112.18,C,Blackie Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Integrated Youth Support  Service,Supplies and Services,Non-Recurring Grants,227,15-Feb-2011,1102-00702,7475.00,R,Blc Steering Group
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Economic Development,Supplies and Services,Other Hired And Contracted Services,265,09-Feb-2011,1102-00703,1350.00,R,Blueclaw Media Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Environmental Health,Capital,Construction,3,10-Feb-2011,1102-00704,6183.15,C,Bluesky International Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Commercial Services Trading Services,Supplies and Services,Operational Furniture And Equipment,203,11-Feb-2011,1102-00705,508.40,R,Boc Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Education Leeds,Education Leeds,Education Leeds,Supplies and Services,Other Hired And Contracted Services,265,04-Feb-2011,1102-00706,2800.00,R,Boffin Projects Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Commercial Services Trading Services,Supplies and Services,Operational Materials,205,11-Feb-2011,1102-00707,707.50,R,Boiler & Heating Supplies Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Commercial Services Trading Services,Supplies and Services,Operational Materials,205,11-Feb-2011,1102-00708,605.00,R,Boiler & Heating Supplies Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Commercial Services Trading Services,Supplies and Services,Operational Materials,205,11-Feb-2011,1102-00709,1710.00,R,Boiler & Heating Supplies Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Commercial Services Trading Services,Supplies and Services,Operational Materials,205,18-Feb-2011,1102-00710,750.00,R,Boiler & Heating Supplies Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Commercial Services Trading Services,Supplies and Services,Operational Materials,205,24-Feb-2011,1102-00711,585.00,R,Boiler & Heating Supplies Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Commercial Services Trading Services,Supplies and Services,Operational Materials,205,24-Feb-2011,1102-00712,686.00,R,Boiler & Heating Supplies Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Commercial Services Trading Services,Supplies and Services,Operational Materials,205,24-Feb-2011,1102-00713,1095.00,R,Boiler & Heating Supplies Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Libraries Arts & Heritage,Supplies and Services,Resaleable Materials,204,04-Feb-2011,1102-00714,5058.90,R,Book Tokens Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Libraries Arts & Heritage,Supplies and Services,Books & Audio-Visual Materials,206,04-Feb-2011,1102-00715,1163.18,R,Books Asia
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Safer Leeds Drugs Team,Third Party Payments,Services Rendered By Voluntary Sector,505,17-Feb-2011,1102-00716,500.00,R,Boots Stores.Co.Uk
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Residential Care Emi,571,16-Feb-2011,1102-00717,2441.00,R,Boroughbridge Lodge
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Residential,580,17-Feb-2011,1102-00718,2873.94,R,Borrage House
http://statistics.data.gov.uk/doc/local-authority/00DA,West - North West Homes Leeds,West - North West,Customer And Tenancy,Premises,General Maintenance,104,11-Feb-2011,1102-00719,1175.68,R,Boundaries Fencing Leeds Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Education Leeds,Education Leeds,Education Leeds,Supplies and Services,Provisions,231,04-Feb-2011,1102-00720,533.75,R,Boutique Catering Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Libraries Arts & Heritage,Supplies and Services,Hospitality,255,08-Feb-2011,1102-00721,750.00,R,Boutique Catering Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Other Education Services Managed By E.L.,Refurbishment Works,Capital,Construction,3,10-Feb-2011,1102-00722,4076.00,C,Bps Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Integrated Youth Support  Service,Capital,Furniture And Equipment,5,11-Feb-2011,1102-00723,721.00,C,Bps Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Commercial Services Trading Services,Supplies and Services,Other Hired And Contracted Services,265,18-Feb-2011,1102-00724,480.00,R,Bps Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Commercial Services Trading Services,Supplies and Services,Other Hired And Contracted Services,265,14-Feb-2011,1102-00725,1107.00,R,Bradbury Group Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Housing Needs,Third Party Payments,Supporting Ppl - Block Gross Chargeable,514,25-Feb-2011,1102-00726,1100.80,R,Bradford And Northern Housing
http://statistics.data.gov.uk/doc/local-authority/00DA,Education Leeds,Education Leeds,Education Leeds,Supplies and Services,Other Hired And Contracted Services,265,11-Feb-2011,1102-00727,500.00,R,Bradford College
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Housing Needs,Transport,Public Transport Expenses,310,14-Feb-2011,1102-00728,441.26,R,Bradford Community Housing Trust
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Adults Under 65 Mental/Dis,Third Party Payments,Residential,580,16-Feb-2011,1102-00729,1469.80,R,Bradford Independent (St Ives) Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Nursing Home,570,16-Feb-2011,1102-00730,1970.36,R,Bradford Independent (St Ives) Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Third Party Payments,Nursing Home,570,16-Feb-2011,1102-00731,12332.52,R,Bradford Independent (St Ives) Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Third Party Payments,Residential,580,16-Feb-2011,1102-00732,1933.88,R,Bradford Independent (St Ives) Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Adults Under 65 Mental/Dis,Third Party Payments,Nursing Home,570,16-Feb-2011,1102-00733,1551.76,R,Bradford Independent Health Care
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Adults Under 65 Mental/Dis,Third Party Payments,Nursing Home,570,16-Feb-2011,1102-00734,21173.44,R,Bradford Independent Health Care
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Adults Under 65 Mental/Dis,Third Party Payments,Residential,580,16-Feb-2011,1102-00735,1147.96,R,Bradford Independent Health Care
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Nursing Home,570,16-Feb-2011,1102-00736,4335.56,R,Bradford Independent Health Care
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Nursing Home,570,16-Feb-2011,1102-00737,15053.68,R,Bradford Independent Health Care
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Residential Care Emi,571,16-Feb-2011,1102-00738,1638.68,R,Bradford Independent Health Care
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Residential Care Emi,571,16-Feb-2011,1102-00739,1745.68,R,Bradford Independent Health Care
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Nursing Care Emi,574,16-Feb-2011,1102-00740,5612.44,R,Bradford Independent Health Care
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Nursing Care Emi,574,16-Feb-2011,1102-00741,3256.60,R,Bradford Independent Health Care
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Residential,580,16-Feb-2011,1102-00742,1102.24,R,Bradford Independent Health Care
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Nursing Home,570,16-Feb-2011,1102-00743,1818.60,R,Bradford Independent Health Care
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Adults Under 65 Mental/Dis,Third Party Payments,Nursing Home,570,16-Feb-2011,1102-00744,1431.00,R,Bradford Independent Health Care Owlett
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Nursing Home,570,16-Feb-2011,1102-00745,38529.59,R,Bradford Independent Health Care Owlett
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Residential,580,16-Feb-2011,1102-00746,1004.96,R,Bradford Independent Health Care Owlett
http://statistics.data.gov.uk/doc/local-authority/00DA,Aire Valley Homes Leeds,Aire Valley Homes Leeds,S. Offices,Premises,H.R.A. - Special Maintenance,106,09-Feb-2011,1102-00747,1106.35,R,Bradley Environmental Consultants
http://statistics.data.gov.uk/doc/local-authority/00DA,West - North West Homes Leeds,West - North West,Property And Maintenance,Premises,H.R.A. - Special Maintenance,106,09-Feb-2011,1102-00748,4256.45,R,Bradley Environmental Consultants
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,South South East,Capital,Construction,3,16-Feb-2011,1102-00749,1422.45,C,Bradley Environmental Consultants
http://statistics.data.gov.uk/doc/local-authority/00DA,Aire Valley Homes Leeds,Aire Valley Homes Leeds,E. Offices,Premises,H.R.A. - Special Maintenance,106,16-Feb-2011,1102-00750,632.20,R,Bradley Environmental Consultants
http://statistics.data.gov.uk/doc/local-authority/00DA,West - North West Homes Leeds,West - North West,Property And Maintenance,Premises,H.R.A. - Special Maintenance,106,16-Feb-2011,1102-00751,4746.95,R,Bradley Environmental Consultants
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,South South East,Capital,Construction,3,18-Feb-2011,1102-00752,632.20,C,Bradley Environmental Consultants
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,South South East,Capital,Construction,3,18-Feb-2011,1102-00753,632.20,C,Bradley Environmental Consultants
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,South South East,Capital,Construction,3,18-Feb-2011,1102-00754,632.20,C,Bradley Environmental Consultants
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,South South East,Capital,Construction,3,18-Feb-2011,1102-00755,632.20,C,Bradley Environmental Consultants
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,South South East,Capital,Construction,3,18-Feb-2011,1102-00756,632.20,C,Bradley Environmental Consultants
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,South South East,Capital,Construction,3,23-Feb-2011,1102-00757,3139.20,C,Bradley Environmental Consultants
http://statistics.data.gov.uk/doc/local-authority/00DA,Aire Valley Homes Leeds,Aire Valley Homes Leeds,S. Offices,Premises,H.R.A. - Special Maintenance,106,23-Feb-2011,1102-00758,790.25,R,Bradley Environmental Consultants
http://statistics.data.gov.uk/doc/local-authority/00DA,West - North West Homes Leeds,West - North West,Property And Maintenance,Premises,H.R.A. - Special Maintenance,106,23-Feb-2011,1102-00759,7466.50,R,Bradley Environmental Consultants
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Other Education Services Managed By E.L.,Primary Schools,Capital,Other Costs,7,04-Feb-2011,1102-00760,5253.75,C,Bradshaw Gass And Hope
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Third Party Payments,Home Care,568,02-Feb-2011,1102-00761,3000.00,R,Brain Injury Rehabilitation Trust
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Adults Under 65 Mental/Dis,Third Party Payments,Nursing Home,570,16-Feb-2011,1102-00762,3782.20,R,Brain Injury Rehabilitation Trust
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Sheltered Accommodation,569,16-Feb-2011,1102-00763,-53052.68,R,Brain Injury Rehabilitation Trust
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Third Party Payments,Sheltered Accommodation,569,16-Feb-2011,1102-00764,63614.72,R,Brain Injury Rehabilitation Trust
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Third Party Payments,Sheltered Accommodation,569,16-Feb-2011,1102-00765,9241.80,R,Brain Injury Rehabilitation Trust
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Third Party Payments,Residential,580,16-Feb-2011,1102-00766,4642.96,R,Brain Injury Rehabilitation Trust
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Third Party Payments,Home Care,568,07-Feb-2011,1102-00767,4442.12,R,Brain Injury Rehabillitation Trust
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Third Party Payments,Home Care,568,11-Feb-2011,1102-00768,613.42,R,Brain Injury Rehabillitation Trust
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Third Party Payments,Home Care,568,11-Feb-2011,1102-00769,596.60,R,Brain Injury Rehabillitation Trust
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,16-Feb-2011,1102-00770,1551.82,R,Brain Injury Rehabillitation Trust
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Libraries Arts & Heritage,Supplies and Services,Provisions,231,05-Jan-2011,1102-00771,766.49,R,Brake Bros Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Libraries Arts & Heritage,Supplies and Services,Provisions,231,06-Jan-2011,1102-00772,928.65,R,Brake Bros Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Youth Justice,Supplies and Services,Provisions,231,06-Jan-2011,1102-00773,650.73,R,Brake Bros Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Youth Justice,Supplies and Services,Provisions,231,13-Jan-2011,1102-00774,958.67,R,Brake Bros Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Youth Justice,Supplies and Services,Provisions,231,24-Jan-2011,1102-00775,1076.76,R,Brake Bros Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Youth Justice,Supplies and Services,Provisions,231,27-Jan-2011,1102-00776,969.71,R,Brake Bros Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Commercial Services Trading Services,Supplies and Services,Food & Drink,231,02-Feb-2011,1102-00777,420.00,R,Brake Bros Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Commercial Services Trading Services,Supplies and Services,Food & Drink,231,02-Feb-2011,1102-00778,840.00,R,Brake Bros Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Commercial Services Trading Services,Supplies and Services,Food & Drink,231,02-Feb-2011,1102-00779,1924.00,R,Brake Bros Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Commercial Services Trading Services,Supplies and Services,Food & Drink,231,04-Feb-2011,1102-00780,2200.11,R,Brake Bros Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Commercial Services Trading Services,Supplies and Services,Food & Drink,231,10-Feb-2011,1102-00781,2125.50,R,Brake Bros Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Commercial Services Trading Services,Supplies and Services,Food & Drink,231,18-Feb-2011,1102-00782,492.53,R,Brake Bros Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Commercial Services Trading Services,Supplies and Services,Food & Drink,231,18-Feb-2011,1102-00783,530.01,R,Brake Bros Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Commercial Services Trading Services,Supplies and Services,Food & Drink,231,23-Feb-2011,1102-00784,590.40,R,Brake Bros Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Learning,Supplies and Services,Other Hired And Contracted Services,265,11-Feb-2011,1102-00785,630.00,R,Bramley Elderly Action
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Children Looked After,Third Party Payments,Contact,548,03-Feb-2011,1102-00786,459.28,R,Bramley Family Support Project
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Children Looked After,Third Party Payments,Contact,548,22-Feb-2011,1102-00787,444.35,R,Bramley Family Support Project
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Children Looked After,Third Party Payments,Contact,548,22-Feb-2011,1102-00788,459.29,R,Bramley Family Support Project
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Children Looked After,Third Party Payments,Contact,548,24-Feb-2011,1102-00789,494.62,R,Bramley Family Support Project
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Nursing Home,570,16-Feb-2011,1102-00790,23672.97,R,Brandon House
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Residential,580,16-Feb-2011,1102-00791,1150.60,R,Brandon House
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Planning & Sustainable Development,Supplies and Services,Memberships,226,28-Feb-2011,1102-00792,750.00,R,Bre Global Ltd
